Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,Partidas,-9999
169,Thiago dos Santos,br BRA,LT,Palmeiras,27,1989,25,13,1.296,14.4,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,5408d2b2
170,Douglas,br BRA,ZG,São Paulo,26,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,71687133
171,Douglas,br BRA,LT,Fluminense,20,1997,14,13,1.127,12.5,1,0,1,1,0,0,5,0,,,,008,000,008,008,008,Partidas,301c287b
172,Douglas,br BRA,ZG,Chapecoense,26,1990,11,11,955,10.6,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,71687133
173,Henrique Dourado,br BRA,AT,Fluminense,27,1989,32,32,2.774,30.8,18,2,20,11,7,7,9,0,,,,058,006,065,036,042,Partidas,9b010360
174,Edu Dracena,br BRA,ZG,Palmeiras,35,1981,25,24,2.157,24.0,0,0,0,0,0,0,6,0,,,,000,000,000,000,000,Partidas,1b741415
175,Léo Duarte,br BRA,ZG,Flamengo,20,1996,2,1,138,1.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,73ddc40c
176,Dudu,br BRA,LTAT,Palmeiras,25,1992,26,23,2.098,23.3,9,4,13,9,0,0,6,0,,,,039,017,056,039,056,Partidas,895ef5ec
177,Durval,br BRA,ZG,Sport Recife,36,1980,23,23,2.070,23.0,0,1,1,0,0,0,5,0,,,,000,004,004,000,004,Partidas,075f0f24
178,Junior Dutra,br BRA,LTAT,Avaí,28,1988,30,27,2.358,26.2,9,2,11,6,3,3,4,0,,,,034,008,042,023,031,Partidas,2d1c93bd
179,Eder,br BRA,ZG,Bahia,21,1995,9,5,547,6.1,1,0,1,1,0,0,5,0,,,,016,000,016,016,016,Partidas,ba1a2c4c
180,Éderson,br BRA,ATLT,Atl Paranaense,27,1989,18,8,809,9.0,2,2,4,1,1,1,1,0,,,,022,022,044,011,033,Partidas,057059ad
181,Ederson,br BRA,AT,Flamengo,31,1986,5,3,218,2.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,14bf51f0
182,Edson,br BRA,LT,Bahia,25,1991,21,19,1.643,18.3,1,2,3,1,0,0,4,1,,,,005,011,016,005,016,Partidas,041250aa
183,Eduardo,br BRA,ZG,Bahia,30,1986,35,35,3.089,34.3,0,0,0,0,0,0,9,0,,,,000,000,000,000,000,Partidas,066c0e3e
184,Eduardo,br BRA,ZG,Atl Goianiense,27,1989,7,6,425,4.7,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,e312bd65
185,Carlos Eduardo,br BRA,LTAT,Vitória,29,1987,13,7,676,7.5,1,0,1,1,0,0,2,0,,,,013,000,013,013,013,Partidas,f8b7e8ff
186,Élber,br BRA,LT,Cruzeiro,24,1992,21,8,765,8.5,1,0,1,1,0,0,0,0,,,,012,000,012,012,012,Partidas,0df8c3bc
187,Elías,br BRA,LT,Atlético Mineiro,31,1985,31,30,2.608,29.0,4,1,5,4,0,0,10,2,,,,014,003,017,014,017,Partidas,97ce8f24
188,Elicarlos,br BRA,LT,Chapecoense,31,1985,11,4,360,4.0,1,0,1,1,0,0,1,0,,,,025,000,025,025,025,Partidas,62413eca
189,Elton,br BRA,LT,Ponte Preta,26,1990,28,27,2.268,25.2,1,1,2,1,0,0,9,2,,,,004,004,008,004,008,Partidas,42b5868b
190,Emanuel,br BRA,ZG,Grêmio,17,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,375d4606
191,Emerson,br BRA,ZG,Santos,18,1998,1,0,35,0.4,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,88873a68
192,Emerson,br BRA,ZG,Ponte Preta,18,1999,3,1,135,1.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,df8b52a5
193,Emerson,br BRA,ZG,Botafogo (RJ),33,1983,6,6,540,6.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,dcfb35fa
194,Frickson Erazo,ec ECU,ZG,Atlético Mineiro,28,1988,2,2,180,2.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,4ec7211b
195,Ericson,br BRA,ZG,Grêmio,17,1999,1,0,17,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,5f914553
196,Andrés Escobar,co COL,LT,Vasco da Gama,25,1991,14,2,421,4.7,2,1,3,2,0,0,0,0,,,,043,021,064,043,064,Partidas,caa05e8f
197,Damián Escudero,ar ARG,LT,Vasco da Gama,29,1987,7,5,443,4.9,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,8c16b37a
198,Euller,br BRA,ZG,Vitória,22,1995,2,0,17,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,45ef868f
199,Evander,br BRA,LT,Vasco da Gama,18,1998,9,3,336,3.7,1,1,2,1,0,0,2,0,,,,027,027,054,027,054,Partidas,4352d221
200,Evandro,br BRA,ZG,Sport Recife,20,1997,3,2,210,2.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d24e0947
201,Everson,br BRA,ZG,Bahia,19,1997,1,1,79,0.9,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d7d6c525
202,Éverton,br BRA,LT,Flamengo,28,1988,27,26,2.161,24.0,4,7,11,4,0,0,6,0,,,,017,029,046,017,046,Partidas,f50a3570
203,Ezequiel,br BRA,ZG,Cruzeiro,23,1993,21,20,1.808,20.1,0,1,1,0,0,0,5,0,,,,000,005,005,000,005,Partidas,63878f62
204,Ezequiel,br BRA,ATLT,Botafogo (RJ),18,1998,2,0,46,0.5,1,0,1,1,0,0,0,0,,,,196,000,196,196,196,Partidas,388ccd91
205,Bruno Fabiano Alves,br BRA,ZG,São Paulo,25,1991,4,3,275,3.1,1,0,1,1,0,0,1,0,,,,033,000,033,033,033,Partidas,3e0cfaf4
206,Luís Fabiano,br BRA,AT,Vasco da Gama,36,1980,12,12,988,11.0,5,2,7,5,0,0,6,0,,,,046,018,064,046,064,Partidas,eaaeef7b
207,Fábio,br BRA,G,Cruzeiro,36,1980,32,32,2.880,32.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,15825726
208,Fabrício,br BRA,ZG,Atl Paranaense,30,1987,20,18,1.713,19.0,1,0,1,1,0,1,4,0,,,,005,000,005,005,005,Partidas,5cd6c14b
209,Fabrício,br BRA,ZGLT,Sport Recife,18,1998,7,3,299,3.3,0,1,1,0,0,0,1,0,,,,000,030,030,000,030,Partidas,88e376d7
210,Fagner,br BRA,ZG,Corinthians,27,1989,31,31,2.790,31.0,0,3,3,0,0,0,8,0,,,,000,010,010,000,010,Partidas,a9cc58fe
211,Willian Farias,br BRA,LT,Vitória,27,1989,10,10,850,9.4,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,d1fcff2f
212,Feijão,br BRA,LT,Bahia,22,1994,4,1,96,1.1,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,2dddbdfc
213,Felipe,br BRA,ZG,Grêmio,17,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,f84dcb8c
214,Everton Felipe,br BRA,LT,Sport Recife,19,1997,19,17,1.318,14.6,1,2,3,1,0,0,2,0,,,,007,014,020,007,020,Partidas,70396c75
215,Luis Felipe,br BRA,ZG,Santos,23,1993,8,5,581,6.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,746c8624
216,Gabriel Félix,br BRA,G,Vasco da Gama,21,1995,3,3,240,2.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1ee29d26
217,Fernandes,br BRA,LT,Botafogo (RJ),21,1995,6,2,186,2.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,bf753e0b
218,Lucas Fernandes,br BRA,LT,Atl Paranaense,22,1994,14,9,799,8.9,0,1,1,0,0,0,0,0,,,,000,011,011,000,011,Partidas,8dec873a
219,Lucas Fernandes,br BRA,LT,São Paulo,19,1997,19,8,827,9.2,1,1,2,1,0,0,2,0,,,,011,011,022,011,022,Partidas,a109d777
220,Lucas Fernandes,br BRA,ATLT,Fluminense,22,1994,4,0,72,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,8dec873a
221,Matheus Fernandes,br BRA,LT,Botafogo (RJ),18,1998,22,20,1.601,17.8,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,f76fdcd2
222,Gastón Fernández,ar ARG,ATLT,Grêmio,33,1983,4,0,37,0.4,0,1,1,0,0,0,0,0,,,,000,243,243,000,243,Partidas,4b92bcf3
223,Gatito Fernández,py PAR,G,Botafogo (RJ),28,1988,31,31,2.790,31.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,9a82f79a
224,Fernandinho,br BRA,ZG,Ponte Preta,31,1985,4,3,278,3.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,a855d41c
225,Fernandinho,br BRA,LT,Grêmio,31,1985,28,21,2.000,22.2,9,2,11,7,2,2,3,0,,,,041,009,050,032,041,Partidas,2fdf41ef
226,Fernando,br BRA,AT,Palmeiras,17,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d9d43555
227,Luiz Fernando,br BRA,LT,Atl Goianiense,20,1996,33,21,2.034,22.6,9,1,10,8,1,1,7,0,,,,040,004,044,035,040,Partidas,824ed016
228,Luiz Fernando,br BRA,LT,Fluminense,21,1995,3,2,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,a908f2c2
229,Gustavo Ferrareis,br BRA,ZGAT,Bahia,21,1996,11,0,289,3.2,1,0,1,1,0,0,1,0,,,,031,000,031,031,031,Partidas,5188561c
230,Matheus Ferraz,br BRA,ZG,Sport Recife,31,1985,3,3,270,3.0,1,0,1,1,0,0,1,0,,,,033,000,033,033,033,Partidas,7154c7eb
231,Victor Ferraz,br BRA,ZG,Santos,29,1988,23,23,2.069,23.0,2,1,3,2,0,0,3,0,,,,009,004,013,009,013,Partidas,c5712dcd
232,Jael Ferreira,br BRA,AT,Grêmio,28,1988,12,8,657,7.3,0,1,1,0,0,0,3,0,,,,000,014,014,000,014,Partidas,293db875
233,Rodrigo Figueiredo,br BRA,LT,Corinthians,20,1996,2,1,95,1.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c9eba41e
234,Yilmar Filigrana,co COL,AT,Coritiba,26,1990,9,0,187,2.1,1,0,1,1,0,0,2,0,,,,048,000,048,048,048,Partidas,27726b19
235,Flávio,br BRA,LT,Vitória,20,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b3ddccb7
236,Lucas Fonseca,br BRA,ZG,Bahia,31,1985,26,26,2.196,24.4,0,1,1,0,0,0,5,1,,,,000,004,004,000,004,Partidas,01d240eb
237,Renan Fonseca,br BRA,ZG,Botafogo (RJ),26,1990,1,0,5,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c3d6d996
238,Lucas Formiga,br BRA,AT,Ponte Preta,21,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,3c6c0258
239,Edimar Fraga,br BRA,ZG,São Paulo,30,1986,19,19,1.700,18.9,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,e1bcce4c
240,Caíque França,br BRA,G,Corinthians,21,1995,3,2,185,2.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fbb19f57
241,Frazan,br BRA,ZG,Fluminense,20,1996,6,5,523,5.8,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,304b1f31
242,Fred,br BRA,ZG,Vitória,31,1986,13,11,1.017,11.3,1,0,1,1,0,0,4,0,,,,009,000,009,009,009,Partidas,add0b197
243,Fred,br BRA,AT,Atlético Mineiro,33,1983,29,27,2.234,24.8,12,5,17,12,0,2,7,0,,,,048,020,068,048,068,Partidas,acaeba74
244,Marlon Freitas,br BRA,LT,Fluminense,21,1995,16,15,1.214,13.5,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,ae3181de
245,Douglas Friedrich,br BRA,G,Avaí,28,1988,28,28,2.520,28.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,8789242d
246,Gabriel Furtado,br BRA,LT,Palmeiras,17,1999,1,1,44,0.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,66da5841
247,Gabriel,br BRA,ZG,Atlético Mineiro,21,1995,26,26,2.236,24.8,1,0,1,1,0,0,3,0,,,,004,000,004,004,004,Partidas,e8532222
248,Gabriel,br BRA,LT,São Paulo,17,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,135d500d
249,Gabriel,br BRA,LTZG,Flamengo,27,1990,6,3,237,2.6,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,8dc3be2b
250,Gabriel,br BRA,LT,Corinthians,24,1992,33,33,2.609,29.0,1,0,1,1,0,0,10,1,,,,003,000,003,003,003,Partidas,e9c0d5d8
251,Eduardo Gabriel,br BRA,ZG,Atl Goianiense,20,1996,14,10,934,10.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,aed65960
252,Marquinhos Gabriel,br BRA,LT,Corinthians,26,1990,25,10,1.136,12.6,3,3,6,3,0,0,6,0,,,,024,024,048,024,048,Partidas,fcd113c4
253,Matheus Galdezani,br BRA,LT,Coritiba,24,1992,30,27,2.243,24.9,1,1,2,1,0,0,8,0,,,,004,004,008,004,008,Partidas,5042eb90
254,Rafael Galhardo,br BRA,ZG,Cruzeiro,25,1991,2,2,137,1.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,0855274e
255,Bruno Gallo,br BRA,LT,Vasco da Gama,28,1988,1,0,20,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,0ce7623f
256,Léo Gamalho,br BRA,AT,Ponte Preta,31,1986,13,8,844,9.4,4,0,4,4,0,0,1,0,,,,043,000,043,043,043,Partidas,f73056ee
257,Felipe Garcia,br BRA,G,Atl Goianiense,29,1988,18,18,1.620,18.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,588c029b
258,Luan Garcia,br BRA,ZG,Palmeiras,23,1993,19,16,1.428,15.9,1,0,1,1,0,0,5,1,,,,006,000,006,006,006,Partidas,6ebe6cc1
259,Felipe Gedoz,br BRA,LTAT,Atl Paranaense,23,1993,16,5,624,6.9,3,2,5,1,2,3,1,0,,,,043,029,072,014,043,Partidas,366b0b87
260,Geferson,br BRA,ZG,Vitória,22,1994,19,19,1.654,18.4,0,0,0,0,0,0,6,0,,,,000,000,000,000,000,Partidas,7b41edb2
261,Wendel Geraldo,br BRA,LT,Ponte Preta,34,1982,20,13,988,11.0,0,2,2,0,0,0,5,0,,,,000,018,018,000,018,Partidas,bcaa2e93
262,Pedro Geromel,br BRA,ZG,Grêmio,31,1985,20,20,1.800,20.0,0,2,2,0,0,0,4,0,,,,000,010,010,000,010,Partidas,78f81520
263,Getterson,br BRA,LT,Coritiba,25,1991,10,3,380,4.2,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,7c976f7a
264,Geuvânio,br BRA,LTAT,Flamengo,24,1992,16,8,636,7.1,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,458c949b
265,Gilberto,br BRA,AT,São Paulo,27,1989,17,2,444,4.9,2,0,2,2,0,0,2,0,,,,041,000,041,041,041,Partidas,5da22685
266,Gilberto,br BRA,ZGLT,Vasco da Gama,23,1993,26,24,1.923,21.4,0,0,0,0,0,0,6,0,,,,000,000,000,000,000,Partidas,1338e42b
267,Gilson,br BRA,ZGLT,Botafogo (RJ),30,1986,27,12,1.426,15.8,0,1,1,0,0,0,6,0,,,,000,006,006,000,006,Partidas,d293e886
268,Gilvan,br BRA,ZG,Atl Goianiense,27,1989,24,24,2.137,23.7,2,0,2,2,0,0,6,0,,,,008,000,008,008,008,Partidas,baed0a5e
269,Andrei Girotto,br BRA,LT,Chapecoense,24,1992,17,17,1.522,16.9,1,1,2,1,0,0,7,0,,,,006,006,012,006,012,Partidas,3befc2b6
270,Leonardo Gomes,br BRA,ZG,Grêmio,20,1996,9,8,675,7.5,0,1,1,0,0,0,1,0,,,,000,013,013,000,013,Partidas,91c526e1
271,Lucho González,ar ARG,LT,Atl Paranaense,36,1981,26,26,1.700,18.9,2,1,3,2,0,0,10,1,,,,011,005,016,011,016,Partidas,e59b83c0
272,Renan Gorne,br BRA,AT,Botafogo (RJ),20,1996,1,0,13,0.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,6fdc824e
273,Grafite,br BRA,AT,Atl Paranaense,37,1979,9,6,492,5.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,e98f0780
274,Bruno Grassi,br BRA,G,Grêmio,29,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fb4eb061
275,Marcelo Grohe,br BRA,G,Grêmio,30,1987,23,23,2.054,22.8,0,0,0,0,0,0,3,1,,,,000,000,000,000,000,Partidas,69c26681
276,Douglas Grolli,br BRA,ZG,Chapecoense,27,1989,20,19,1.745,19.4,1,0,1,1,0,0,9,0,,,,005,000,005,005,005,Partidas,ea559b05
277,Daniel Guedes,br BRA,ZG,Santos,22,1994,16,13,1.214,13.5,1,1,2,1,0,0,7,2,,,,007,007,015,007,015,Partidas,25f61bc3
278,Roger Guedes,br BRA,LTAT,Palmeiras,20,1996,26,15,1.436,16.0,4,3,7,2,2,2,2,0,,,,025,019,044,013,031,Partidas,612a9dd7
279,Alejandro Guerra,ve VEN,LT,Palmeiras,31,1985,20,15,1.249,13.9,5,2,7,5,0,0,4,0,,,,036,014,050,036,050,Partidas,75813cf5
280,Fernando Guerrero,ec ECU,ATLT,Chapecoense,27,1989,2,0,27,0.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,fb561f18
281,Paolo Guerrero,pe PER,AT,Flamengo,33,1984,19,18,1.536,17.1,6,2,8,6,0,0,4,0,,,,035,012,047,035,047,Partidas,ae6657a1
282,Guilherme,br BRA,LT,Atl Paranaense,28,1988,21,18,1.675,18.6,5,5,10,5,0,0,5,0,,,,027,027,054,027,054,Partidas,8d126182
283,Guilherme,br BRA,LTAT,Botafogo (RJ),21,1995,32,10,1.424,15.8,4,1,5,4,0,0,2,0,,,,025,006,032,025,032,Partidas,58649f05
284,Marcos Guilherme,br BRA,LT,São Paulo,21,1995,22,19,1.735,19.3,6,0,6,6,0,0,2,0,,,,031,000,031,031,031,Partidas,d5ff6084
285,Bruno Guimarães,br BRA,LT,Atl Paranaense,19,1997,4,0,75,0.8,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,82518f62
286,Gum,br BRA,ZG,Fluminense,31,1986,5,5,395,4.4,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,4860a362
287,Gustavo,br BRA,AT,Bahia,22,1994,5,1,150,1.7,1,0,1,1,0,0,1,0,,,,060,000,060,060,060,Partidas,456b909c
288,Gustavo,br BRA,ZG,Avaí,34,1982,3,2,246,2.7,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,e9038e25
289,Everton Heleno,br BRA,LT,Atl Goianiense,26,1990,3,0,57,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,639a6011
290,Thiago Heleno,br BRA,ZG,Atl Paranaense,28,1988,28,28,2.507,27.9,4,0,4,4,0,0,8,0,,,,014,000,014,014,014,Partidas,827422f9
291,Henrique,br BRA,ZG,Vasco da Gama,22,1994,21,20,1.782,19.8,0,2,2,0,0,0,3,0,,,,000,010,010,000,010,Partidas,f28474a4
292,Henrique,br BRA,ZG,Fluminense,30,1986,29,29,2.587,28.7,1,0,1,1,0,0,4,0,,,,003,000,003,003,003,Partidas,429163de
293,Bruno Henrique,br BRA,LT,Santos,26,1990,28,28,2.500,27.8,8,11,19,8,0,0,6,1,,,,029,040,068,029,068,Partidas,5edff24f
294,Bruno Henrique,br BRA,LT,Palmeiras,27,1989,15,15,1.056,11.7,2,1,3,2,0,0,3,0,,,,017,009,026,017,026,Partidas,5a43b021
295,Eduardo Henrique,br BRA,LT,Atl Paranaense,21,1995,15,8,858,9.5,2,0,2,2,0,0,1,0,,,,021,000,021,021,021,Partidas,1bd5fc78
296,Gustavo Henrique,br BRA,ZG,Santos,23,1993,2,2,114,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fa066690
297,Igor Henrique,br BRA,LT,Atl Goianiense,25,1991,28,26,2.045,22.7,1,2,3,1,0,0,8,0,,,,004,009,013,004,013,Partidas,b6866c1c
298,Matheus Henrique,br BRA,LT,Grêmio,19,1997,1,0,16,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,a2d9f138
299,Alison Henrique Mira,br BRA,AT,Atl Goianiense,21,1995,7,1,150,1.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fa605b8d
300,Pedro Henrique,br BRA,ZG,Corinthians,21,1995,22,19,1.853,20.6,1,0,1,1,0,0,0,0,,,,005,000,005,005,005,Partidas,4322e5d7
301,Ronaldo Henrique,br BRA,LT,Sport Recife,22,1994,1,1,44,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,cb877cb3
302,Oswaldo Henríquez,co COL,ZG,Sport Recife,27,1989,23,23,2.070,23.0,0,0,0,0,0,0,7,0,,,,000,000,000,000,000,Partidas,fdea7679
303,Vladimir Hernández,co COL,LT,Santos,27,1989,14,6,602,6.7,1,0,1,1,0,0,1,0,,,,015,000,015,015,015,Partidas,c9a41f9c
304,Hernane,br BRA,AT,Bahia,30,1986,5,1,135,1.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,264273d6
305,Hernanes,br BRA,LT,São Paulo,31,1985,19,19,1.670,18.6,9,3,12,6,3,3,2,0,,,,049,016,065,032,049,Partidas,cfc2ee72
306,Roberto Heuchayer,br BRA,ZG,Chapecoense,26,1990,3,2,192,2.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,bd973b05
307,Hudson,br BRA,LT,Cruzeiro,29,1988,17,14,1.183,13.1,1,0,1,1,0,0,2,0,,,,008,000,008,008,008,Partidas,f81b80fb
308,Hyoran,br BRA,LT,Palmeiras,23,1993,5,0,96,1.1,1,0,1,1,0,0,0,0,,,,094,000,094,094,094,Partidas,ffb88c28
309,Matheus Iacovelli,br BRA,AT,Palmeiras,18,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,6263a77e
310,Indio,br BRA,AT,Sport Recife,19,1997,3,0,30,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e3b21c94
311,Zé Ivaldo,br BRA,ZG,Atl Paranaense,19,1997,6,5,463,5.1,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,5b6e7010
312,Léo Jabá,br BRA,ATLT,Corinthians,18,1998,1,0,22,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,173db1f4
313,Jadson,br BRA,LT,Ponte Preta,23,1993,21,12,918,10.2,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,05748af4
314,Jádson,br BRA,LT,Corinthians,33,1983,29,25,1.928,21.4,6,2,8,4,2,2,3,0,,,,028,009,037,019,028,Partidas,c8722aeb
315,Thomas Jaguaribe,br BRA,ATLT,Sport Recife,23,1993,13,3,441,4.9,1,1,2,1,0,0,1,0,,,,020,020,041,020,041,Partidas,f632a7d1
316,Jailson,br BRA,G,Palmeiras,35,1981,5,5,450,5.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,01f7b8c3
317,Jandrei,br BRA,G,Chapecoense,23,1993,38,38,3.420,38.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,85ea4399
318,Jean,br BRA,G,Bahia,21,1995,38,38,3.420,38.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,c9bc1b99
319,Jean,br BRA,LT,Vasco da Gama,22,1994,34,32,2.642,29.4,1,0,1,1,0,0,10,0,,,,003,000,003,003,003,Partidas,69a34ec0
320,Jean,br BRA,LTZG,Palmeiras,30,1986,20,18,1.526,17.0,2,1,3,1,1,2,1,0,,,,012,006,018,006,012,Partidas,6c5803fb
321,Jeferson,br BRA,ZG,Ponte Preta,20,1996,24,23,2.020,22.4,0,2,2,0,0,0,6,0,,,,000,009,009,000,009,Partidas,894c9325
322,Jefferson,br BRA,G,Botafogo (RJ),34,1983,6,6,540,6.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,9643e815
323,Jesiel,br BRA,ZG,Atlético Mineiro,22,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,0a5d031e
324,Matheus Jesus,br BRA,LT,Santos,19,1997,10,8,658,7.3,0,1,1,0,0,0,4,0,,,,000,014,014,000,014,Partidas,a9da618b
325,Jhemerson,br BRA,LT,Vitória,20,1997,4,0,50,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,527a8a79
326,Jô,br BRA,AT,Corinthians,29,1987,34,34,3.018,33.5,18,3,21,17,1,2,5,0,,,,054,009,063,051,060,Partidas,e47d11f8
327,Diederrick Joel,cm CMR,AT,Botafogo (RJ),23,1993,3,1,95,1.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,2986e65c
328,Diederrick Joel,cm CMR,AT,Avaí,23,1993,21,19,1.494,16.6,3,0,3,3,0,0,4,1,,,,018,000,018,018,018,Partidas,2986e65c
329,Jomar,br BRA,ZG,Vasco da Gama,24,1992,5,3,348,3.9,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,56d66309
330,Jonas,br BRA,LT,Coritiba,25,1991,31,27,2.358,26.2,2,0,2,2,0,0,9,0,,,,008,000,008,008,008,Partidas,f2dbada6
331,Jonata,br BRA,AT,Cruzeiro,19,1997,5,2,141,1.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,2f464e2f
332,Jonathan,br BRA,ZG,Atl Goianiense,24,1992,23,17,1.555,17.3,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,044036e6
333,Yuri Jonathan,br BRA,AT,Ponte Preta,18,1998,3,0,117,1.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,55cb606a
334,Jorginho,br BRA,LT,Atl Goianiense,26,1991,35,33,2.870,31.9,3,2,5,3,0,0,7,1,,,,009,006,016,009,016,Partidas,1f809750
335,Juan,br BRA,ZG,Flamengo,37,1979,13,13,1.170,13.0,0,1,1,0,0,0,5,0,,,,000,008,008,000,008,Partidas,0e5b2af1
336,Juan,br BRA,LT,Avaí,34,1982,22,20,1.573,17.5,1,2,3,1,0,0,6,1,,,,006,011,017,006,017,Partidas,427abff7
337,Jucilei,br BRA,LT,São Paulo,28,1988,35,31,2.745,30.5,1,0,1,1,0,0,2,1,,,,003,000,003,003,003,Partidas,f151e9b8
338,Judivan,br BRA,ATLT,Cruzeiro,21,1995,3,0,49,0.5,1,0,1,0,1,1,0,0,,,,184,000,184,000,000,Partidas,11bb93cf
