Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,-9999
126,Júlio César,br BRA,G,Bragantino,35,1984,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,c369ad04
127,Cesinha,br BRA,AT,Botafogo (RJ),20,1999,7,5,383,4.3,0,1,1,0,0,0,0,0,,,,,,,,000,023,023,000,023,,,,,,Partidas,07b98fb3
128,Gabriel Chaves,br BRA,LTAT,Vasco da Gama,18,2001,16,3,474,5.3,1,0,1,1,0,0,2,0,0.9,0.9,0.7,17,18,4,48,019,000,019,019,019,018,014,031,018,031,Partidas,c37ce1ca
129,Chico,br BRA,LTAT,Atl Goianiense,28,1991,33,27,2.195,24.4,1,6,7,1,0,0,3,0,3.7,3.7,5.0,88,56,115,158,004,025,029,004,029,015,021,036,015,036,Partidas,bad7d8a9
130,Chico,br BRA,ZG,Goiás,32,1987,3,3,196,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,01,5,7,0,000,000,000,000,000,003,000,003,003,003,Partidas,483acdab
131,Chico,br BRA,ZG,Sport Recife,21,1998,12,7,647,7.2,0,0,0,0,0,0,1,0,0.0,0.0,0.4,04,4,16,1,000,000,000,000,000,001,006,006,001,006,Partidas,4edc0ef3
132,Christian,br BRA,LT,Atl Paranaense,19,2000,30,22,1.967,21.9,2,0,2,2,0,0,7,0,1.0,1.0,2.0,30,33,132,74,009,000,009,009,009,004,009,014,004,014,Partidas,a856b456
133,Christian,br BRA,AT,Fluminense,20,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,a335e4ae
134,Léo Chú,br BRA,AT,Ceará,19,2000,22,20,1.401,15.6,3,6,9,3,0,0,5,0,2.5,2.5,3.7,63,65,43,131,019,039,058,019,058,016,024,040,016,040,Partidas,d88ebbe9
135,Diego Churín,ar ARG,AT,Grêmio,30,1989,14,7,678,7.5,3,1,4,2,1,1,0,0,3.1,2.4,1.4,37,9,15,21,040,013,053,027,040,042,018,060,031,050,Partidas,875ac6e9
136,Léo Cittadini,br BRA,LT,Atl Paranaense,25,1994,31,29,2.395,26.6,5,0,5,5,0,0,6,0,6.8,6.8,1.2,80,55,98,110,019,000,019,019,019,026,005,030,026,030,Partidas,68410185
137,Luccas Claro,br BRA,ZG,Fluminense,28,1991,31,30,2.620,29.1,2,0,2,2,0,0,0,0,1.6,1.6,0.1,18,14,76,2,007,000,007,007,007,006,000,006,006,006,Partidas,3cacc0ec
138,Claudinho,br BRA,LTAT,Bragantino,23,1997,35,33,2.838,31.5,18,6,24,14,4,5,4,0,10.0,6.1,9.1,152,74,228,278,057,019,076,044,063,032,029,061,019,048,Partidas,8d46713e
139,Mateus Claus,br BRA,G,Bahia,25,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,03103191
140,Clayson,br BRA,ATLT,Bahia,24,1995,21,6,743,8.3,3,1,4,2,1,2,2,0,2.8,1.2,2.2,33,40,40,89,036,012,048,024,036,033,026,060,014,040,Partidas,85c1009d
141,Cléber,br BRA,AT,Ceará,23,1996,33,29,2.208,24.5,6,1,7,6,0,0,1,0,6.8,6.8,2.0,88,16,30,124,024,004,029,024,029,028,008,036,028,036,Partidas,e539e239
142,Uillian Correia,br BRA,LT,Bragantino,30,1989,7,2,217,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,01,1,15,0,000,000,000,000,000,001,003,004,001,004,Partidas,392daca8
143,Bruno Cortez,br BRA,ZG,Grêmio,32,1987,23,21,1.782,19.8,0,0,0,0,0,0,4,1,0.3,0.3,0.4,07,59,71,103,000,000,000,000,000,001,002,004,001,004,Partidas,a3a1198a
144,Matheus Cotulio Bossa,br BRA,ATLT,Atl Goianiense,26,1993,17,3,492,5.5,1,1,2,1,0,0,0,0,1.2,1.2,1.5,26,14,17,55,018,018,037,018,037,021,027,048,021,048,Partidas,95562b14
145,Cristiano,br BRA,LT,Coritiba,18,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,5,000,000,000,000,000,000,000,000,000,000,Partidas,a594bc5f
146,Tomás Cuello,ar ARG,ATLT,Bragantino,19,2000,18,8,747,8.3,0,0,0,0,0,0,4,0,1.4,1.4,0.8,22,49,21,72,000,000,000,000,000,017,010,027,017,027,Partidas,5c8615dd
147,Víctor Cuesta,ar ARG,ZG,Internacional,31,1988,35,35,3.131,34.8,1,1,2,1,0,0,9,0,0.9,0.9,0.6,15,29,128,8,003,003,006,003,006,003,002,004,003,004,Partidas,39fb428f
148,Andrés D'Alessandro,ar ARG,LTAT,Internacional,38,1981,20,4,540,6.0,0,0,0,0,0,0,3,0,0.7,0.7,1.1,18,12,36,48,000,000,000,000,000,012,018,030,012,030,Partidas,6a11048a
149,Dalberto,br BRA,AT,Sport Recife,25,1994,15,15,1.264,14.0,3,0,3,3,0,0,1,0,3.8,3.8,0.5,44,26,30,98,021,000,021,021,021,027,004,031,027,031,Partidas,a328595b
150,Daniel,br BRA,G,Internacional,25,1994,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,636fc976
151,Daniel,br BRA,LT,Goiás,20,1999,18,3,576,6.4,0,1,1,0,0,0,3,0,0.5,0.5,0.4,09,7,40,22,000,016,016,000,016,008,006,014,008,014,Partidas,496c0fab
152,Wellington Daniel Bueno,br BRA,ZG,Atlético Mineiro,24,1995,9,3,351,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,01,8,20,0,000,000,000,000,000,001,001,002,001,002,Partidas,170f7217
153,Danielzinho,br BRA,LT,Bahia,24,1996,29,16,1.499,16.7,3,2,5,3,0,0,4,2,2.6,2.6,3.6,62,42,173,74,018,012,030,018,030,016,022,037,016,037,Partidas,832ab167
154,Danilo,br BRA,ATLT,Atl Goianiense,20,1999,13,4,484,5.4,1,0,1,1,0,0,1,0,0.8,0.8,0.0,08,9,10,42,019,000,019,019,019,015,001,015,015,015,Partidas,315cdad5
155,Danilo,,AT,Atl Goianiense,18,2001,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,0,0,2,000,000,000,000,000,036,000,036,036,036,Partidas,d0f80d85
156,Danilo,br BRA,LT,Palmeiras,18,2001,18,8,908,10.1,0,0,0,0,0,0,5,0,0.3,0.3,0.0,04,14,39,9,000,000,000,000,000,003,000,004,003,004,Partidas,a816dbfb
157,David,br BRA,ATLT,Fortaleza,24,1995,35,35,2.664,29.6,7,5,12,7,0,0,5,0,8.4,8.4,2.2,106,74,43,223,024,017,041,024,041,028,008,036,028,036,Partidas,92f9ace5
158,Jonathan David Gómez,ar ARG,LTAT,Sport Recife,30,1989,24,12,983,10.9,1,0,1,1,0,0,2,0,1.4,1.4,0.5,20,33,52,49,009,000,009,009,009,013,005,018,013,018,Partidas,c911d311
159,Matheus Davó,br BRA,AT,Corinthians,20,1999,4,4,257,2.9,2,0,2,2,0,0,1,0,2.3,2.3,0.0,23,2,3,13,070,000,070,070,070,080,001,081,080,081,Partidas,e48e1310
160,Giorgian De Arrascaeta,uy URU,LTAT,Flamengo,25,1994,28,26,2.206,24.5,8,9,17,8,0,0,0,0,8.6,8.6,9.8,184,83,173,242,033,037,069,033,069,035,040,075,035,075,Partidas,be8d02dd
161,Romildo Del Piage,br BRA,LT,Botafogo (RJ),19,2000,4,4,246,2.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,03,2,14,5,000,000,000,000,000,006,003,009,006,009,Partidas,679ca46d
162,Derley,br BRA,LTAT,Fortaleza,33,1986,10,1,189,2.1,0,0,0,0,0,0,5,0,0.0,0.0,0.0,00,3,4,1,000,000,000,000,000,001,000,001,001,001,Partidas,4fc305c2
163,Ricardo Dias Acosta,br BRA,LT,Ceará,34,1985,10,5,406,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,03,7,34,11,000,000,000,000,000,004,004,008,004,008,Partidas,8284b911
164,Gabriel Dias,br BRA,ZG,Fortaleza,25,1994,31,21,1.958,21.8,1,1,2,1,0,0,3,1,1.8,1.8,2.1,38,22,45,90,005,005,009,005,009,008,009,018,008,018,Partidas,b1a405dc
165,Diego,br BRA,ZG,São Paulo,20,1999,19,18,1.513,16.8,1,0,1,1,0,0,4,0,1.0,1.0,0.1,11,15,67,6,006,000,006,006,006,006,001,007,006,007,Partidas,7fb8f90c
166,Diego,br BRA,LT,Flamengo,34,1985,26,14,1.259,14.0,1,3,4,1,0,0,7,0,1.9,1.9,1.3,33,48,144,45,007,021,029,007,029,014,009,023,014,023,Partidas,255a478a
167,Diego,br BRA,G,Botafogo (RJ),21,1998,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,0,0,0,000,000,000,000,000,000,001,001,000,001,Partidas,6b023405
168,Digão,br BRA,ZG,Fluminense,31,1988,10,9,785,8.7,2,0,2,2,0,0,4,0,1.0,1.0,0.0,10,2,13,2,023,000,023,023,023,012,000,012,012,012,Partidas,66a50cd7
169,Dodi,br BRA,LT,Fluminense,23,1996,19,19,1.706,19.0,1,0,1,1,0,0,3,0,0.6,0.6,0.5,10,29,85,6,005,000,005,005,005,003,002,005,003,005,Partidas,2830b8f7
170,Mailton dos Santos,br BRA,LTAT,Atlético Mineiro,21,1998,5,1,104,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,02,7,6,20,000,000,000,000,000,011,002,013,011,013,Partidas,d147e379
171,Mailton dos Santos,br BRA,ZGLT,Coritiba,21,1998,8,7,606,6.7,0,0,0,0,0,0,3,0,0.1,0.1,0.9,10,24,35,41,000,000,000,000,000,002,013,014,002,014,Partidas,d147e379
172,Rodrigo Dourado,br BRA,LT,Internacional,25,1994,19,15,1.206,13.4,3,1,4,3,0,0,3,0,0.7,0.7,0.5,12,6,41,4,022,007,030,022,030,005,004,009,005,009,Partidas,d7d05a22
173,David Duarte,br BRA,ZG,Goiás,25,1995,30,30,2.595,28.8,2,0,2,2,0,0,5,1,1.8,1.8,0.3,21,19,59,6,007,000,007,007,007,006,001,007,006,007,Partidas,91bf16f7
174,Edenílson,br BRA,LT,Internacional,30,1989,33,31,2.785,30.9,6,5,11,3,3,3,6,0,6.2,3.9,4.5,84,47,164,118,019,016,036,010,026,020,015,035,013,027,Partidas,4e50f20e
175,Eder,br BRA,ZG,Atl Goianiense,24,1995,32,32,2.821,31.3,0,0,0,0,0,0,5,0,1.1,1.1,0.4,15,25,82,4,000,000,000,000,000,003,001,005,003,005,Partidas,ba1a2c4c
176,Éderson,br BRA,ATLT,Fortaleza,30,1989,8,1,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,02,0,3,6,000,000,000,000,000,007,011,018,007,018,Partidas,057059ad
177,Éderson,br BRA,LT,Corinthians,20,1999,16,8,709,7.9,0,0,0,0,0,0,1,0,0.7,0.7,0.1,07,8,24,26,000,000,000,000,000,008,001,009,008,009,Partidas,a9202def
178,Edson,br BRA,LTZG,Bahia,21,1998,12,7,501,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.1,02,8,17,7,000,000,000,000,000,002,001,004,002,004,Partidas,644d4d85
179,Edson,br BRA,LT,Atl Goianiense,28,1991,14,14,1.260,14.0,1,1,2,1,0,0,3,0,0.8,0.8,0.4,12,3,58,6,007,007,014,007,014,006,003,008,006,008,Partidas,041250aa
180,Eduardo,br BRA,ZG,Ceará,33,1986,14,9,912,10.1,1,0,1,1,0,0,3,2,0.8,0.8,0.2,10,20,50,31,010,000,010,010,010,008,002,010,008,010,Partidas,066c0e3e
181,Carlos Eduardo,br BRA,ATLT,Atl Paranaense,23,1996,30,20,1.709,19.0,7,4,11,7,0,0,1,0,5.6,5.6,3.6,92,56,39,173,037,021,058,037,058,029,019,048,029,048,Partidas,27c23008
182,Élber,br BRA,ATLT,Bahia,27,1992,22,17,1.427,15.9,3,2,5,3,0,0,0,1,3.3,3.3,2.3,56,73,109,124,019,013,032,019,032,021,015,035,021,035,Partidas,0df8c3bc
183,Elías,br BRA,LT,Bahia,34,1985,11,9,791,8.8,0,0,0,0,0,0,4,0,1.0,1.0,0.2,11,3,40,10,000,000,000,000,000,011,002,013,011,013,Partidas,97ce8f24
184,Elton,br BRA,LTZG,Bahia,29,1990,5,1,145,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,04,0,6,1,000,000,000,000,000,007,020,027,007,027,Partidas,42b5868b
185,Alan Empereur,br BRA,ZG,Palmeiras,25,1994,10,7,695,7.7,0,0,0,0,0,0,3,0,0.2,0.2,0.0,02,1,24,1,000,000,000,000,000,002,000,002,002,002,Partidas,825b8997
186,Ênio,br BRA,LTAT,Botafogo (RJ),18,2001,4,2,197,2.2,0,0,0,0,0,0,0,0,0.7,0.7,0.4,10,10,6,19,000,000,000,000,000,031,016,047,031,047,Partidas,661b892f
187,Carlos Enrique Renteria,co COL,LT,Botafogo (RJ),24,1995,10,6,495,5.5,0,0,0,0,0,0,1,0,0.3,0.3,0.7,10,4,16,5,000,000,000,000,000,005,013,018,005,018,Partidas,c5dc1be3
188,Erick,br BRA,ZGLT,Atl Paranaense,22,1997,19,17,1.514,16.8,0,1,1,0,0,0,5,0,1.8,1.8,0.9,28,27,76,45,000,006,006,000,006,011,006,017,011,017,Partidas,8a826636
189,Ernando,br BRA,ZG,Bahia,31,1988,30,30,2.667,29.6,1,1,2,1,0,0,0,0,1.3,1.3,0.7,20,15,64,13,003,003,007,003,007,004,002,007,004,007,Partidas,f1c586b9
190,Lucas Esteves,br BRA,ZGAT,Palmeiras,19,2000,10,7,606,6.7,0,0,0,0,0,0,2,0,0.5,0.5,0.9,14,8,18,46,000,000,000,000,000,008,013,021,008,021,Partidas,c6ec0258
191,Lucas Evangelista,br BRA,LT,Bragantino,24,1995,20,12,1.214,13.5,2,1,3,2,0,0,6,0,2.3,2.3,1.2,35,29,65,77,015,007,022,015,022,017,009,026,017,026,Partidas,5f4ce4b6
192,Evanilson,br BRA,AT,Fluminense,20,1999,6,6,486,5.4,2,0,2,2,0,0,3,0,1.6,1.6,1.3,29,7,9,28,037,000,037,037,037,029,024,053,029,053,Partidas,6f3cc2fe
193,Everaldo,br BRA,ATLT,Corinthians,25,1994,13,4,488,5.4,2,0,2,2,0,0,2,0,0.7,0.7,0.1,08,21,5,38,037,000,037,037,037,013,002,015,013,015,Partidas,bdb57777
194,Éverson,br BRA,G,Atlético Mineiro,29,1990,28,28,2.520,28.0,0,1,1,0,0,0,1,0,0.1,0.1,0.5,06,0,3,0,000,004,004,000,004,000,002,002,000,002,Partidas,a59c090b
195,Éverton,br BRA,ATLT,Grêmio,31,1988,17,7,703,7.8,1,1,2,1,0,0,1,0,0.5,0.5,1.6,20,18,19,65,013,013,026,013,026,006,020,026,006,026,Partidas,f50a3570
196,Ewerton,br BRA,LTZG,Sport Recife,19,2000,11,4,449,5.0,0,0,0,0,0,0,1,0,0.7,0.7,0.1,08,18,15,49,000,000,000,000,000,013,003,016,013,016,Partidas,c41aca39
197,Bruno Fabiano Alves,br BRA,ZG,São Paulo,28,1991,28,26,2.184,24.3,0,0,0,0,0,0,5,0,0.4,0.4,0.1,05,22,96,3,000,000,000,000,000,002,000,002,002,002,Partidas,3e0cfaf4
198,Fabinho,br BRA,ATLT,Atl Paranaense,20,1999,13,6,702,7.8,1,0,1,1,0,0,0,0,1.7,1.7,1.4,31,20,23,100,013,000,013,013,013,022,018,040,022,040,Partidas,7ea8af29
199,Fabrício,br BRA,ATLT,Grêmio,19,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,0,3,000,000,000,000,000,000,000,000,000,000,Partidas,e2290a67
200,Fagner,br BRA,ZG,Corinthians,30,1989,32,32,2.778,30.9,2,3,5,1,1,1,7,1,2.1,1.3,3.7,50,74,190,146,006,010,016,003,013,007,012,019,004,016,Partidas,a9cc58fe
201,Willian Farias,br BRA,LT,Sport Recife,30,1989,4,4,346,3.8,0,0,0,0,0,0,3,0,0.1,0.1,0.1,02,5,14,0,000,000,000,000,000,003,002,005,003,005,Partidas,d1fcff2f
202,Felipe,br BRA,LT,Fortaleza,25,1994,33,32,2.690,29.9,1,0,1,1,0,0,15,2,0.7,0.7,1.0,17,45,190,22,003,000,003,003,003,002,003,006,002,006,Partidas,cadbabf9
203,Everton Felipe,br BRA,ATLT,Atl Goianiense,22,1997,14,6,643,7.1,0,1,1,0,0,0,2,1,0.4,0.4,0.4,07,23,29,40,000,014,014,000,014,005,005,010,005,010,Partidas,70396c75
204,Luis Felipe,br BRA,ZG,Santos,26,1993,13,12,898,10.0,0,0,0,0,0,0,1,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,746c8624
205,Marcos Felipe,br BRA,G,Fluminense,23,1996,19,19,1.710,19.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,01,0,0,0,000,005,005,000,005,000,000,000,000,000,Partidas,453bdfb9
206,Fernandão,br BRA,AT,Bahia,32,1987,1,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,01,0,0,1,000,000,000,000,000,022,020,042,022,042,Partidas,7fcdacec
207,Fernandão,br BRA,AT,Goiás,32,1987,24,21,1.653,18.4,10,0,10,9,1,2,5,0,9.1,7.3,1.1,84,9,32,85,054,000,054,049,049,049,006,055,040,046,Partidas,7fcdacec
208,Danilo Fernandes,br BRA,G,Internacional,31,1988,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,ed05acdc
209,Gatito Fernández,py PAR,G,Botafogo (RJ),31,1988,8,8,720,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,9a82f79a
210,Leandro Fernández,ar ARG,ATLT,Internacional,28,1991,9,3,272,3.0,0,1,1,0,0,0,3,0,0.6,0.6,0.3,09,6,8,25,000,033,033,000,033,020,010,030,020,030,Partidas,c18bd878
211,Fernando,br BRA,ZG,Botafogo (RJ),21,1998,2,1,85,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,2,2,000,000,000,000,000,000,000,000,000,000,Partidas,fe29c96e
212,Derick Fernando,br BRA,ZG,Santos,17,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,a19d96f6
213,Luiz Fernando,br BRA,ATLT,Grêmio,23,1996,23,10,1.015,11.3,1,3,4,1,0,0,2,1,2.2,2.2,2.5,47,55,34,118,009,027,035,009,035,020,022,042,020,042,Partidas,824ed016
214,Luiz Fernando,br BRA,LTAT,Botafogo (RJ),23,1996,2,1,91,1.0,1,0,1,1,0,0,0,0,0.9,0.9,0.7,16,6,1,5,099,000,099,099,099,093,067,160,093,160,Partidas,824ed016
215,Gustavo Ferrareis,br BRA,AT,Atl Goianiense,24,1996,26,24,1.689,18.8,3,2,5,3,0,0,5,0,3.6,3.6,2.5,61,52,64,141,016,011,027,016,027,019,013,032,019,032,Partidas,5188561c
216,Matheus Ferraz,br BRA,ZG,Fluminense,34,1985,14,12,1.102,12.2,1,1,2,1,0,0,2,0,0.8,0.8,0.8,15,8,20,4,008,008,016,008,016,006,006,012,006,012,Partidas,7154c7eb
217,Victor Ferraz,br BRA,ZG,Grêmio,32,1988,17,16,1.402,15.6,0,2,2,0,0,0,3,0,0.3,0.3,1.1,14,25,63,83,000,013,013,000,013,002,007,009,002,009,Partidas,c5712dcd
218,Ferreira,br BRA,AT,Grêmio,22,1997,22,7,780,8.7,2,0,2,2,0,0,2,0,3.9,3.9,0.7,45,53,20,94,023,000,023,023,023,044,008,052,044,052,Partidas,1414e902
219,Fessin,br BRA,ATLT,Bahia,21,1999,19,9,788,8.8,1,0,1,1,0,0,0,0,1.7,1.7,0.4,21,12,15,59,011,000,011,011,011,019,004,024,019,024,Partidas,cb3de0bd
220,Miguel Figueira,br BRA,LTAT,Goiás,19,2000,23,11,933,10.4,1,2,3,1,0,0,5,0,0.7,0.7,1.8,24,27,62,33,010,019,029,010,029,006,017,023,006,023,Partidas,99362ebe
221,Rodolfo Filemon,br BRA,ZG,Coritiba,25,1994,14,12,1.005,11.2,0,0,0,0,0,0,6,1,0.2,0.2,0.0,02,5,27,3,000,000,000,000,000,002,000,002,002,002,Partidas,5e748e06
222,Flávio,br BRA,LT,Bahia,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,01,0,3,5,000,000,000,000,000,003,003,006,003,006,Partidas,b3ddccb7
223,Flávio,br BRA,LT,Bahia,19,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,f0367bfd
224,Chrigor Flore,br BRA,AT,Bragantino,19,2000,5,1,165,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,2,5,6,000,000,000,000,000,000,000,000,000,000,Partidas,226f1a53
225,Nathan Fogaça,br BRA,ATLT,Coritiba,20,1999,12,2,350,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,05,7,7,35,000,000,000,000,000,006,006,012,006,012,Partidas,aad135a3
226,Lucas Fonseca,br BRA,ZG,Bahia,34,1985,19,19,1.592,17.7,0,0,0,0,0,0,3,0,0.2,0.2,0.2,04,6,37,1,000,000,000,000,000,001,001,002,001,002,Partidas,01d240eb
227,Rafael Forster,br BRA,ZGLT,Botafogo (RJ),29,1990,22,19,1.488,16.5,0,0,0,0,0,0,6,1,0.6,0.6,0.3,10,6,56,22,000,000,000,000,000,004,002,006,004,006,Partidas,eb3f56e5
228,Edimar Fraga,br BRA,ZG,Bragantino,33,1986,29,26,2.286,25.4,1,0,1,1,0,0,7,0,1.5,1.5,1.0,25,62,144,85,004,000,004,004,004,006,004,010,006,010,Partidas,e1bcce4c
229,Franco Fragapane,ar ARG,LTAT,Fortaleza,26,1993,9,0,124,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,8,8,14,000,000,000,000,000,003,006,009,003,009,Partidas,09538c47
230,Alan Franco,ec ECU,LT,Atlético Mineiro,21,1998,28,17,1.562,17.4,3,0,3,3,0,0,1,0,3.7,3.7,2.1,57,11,74,93,017,000,017,017,017,021,012,033,021,033,Partidas,c76b161b
231,Frazan,br BRA,ZG,Fluminense,23,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,304b1f31
232,Fred,br BRA,AT,Fluminense,36,1983,24,19,1.478,16.4,5,2,7,5,0,0,7,0,3.1,3.1,2.5,56,8,23,66,030,012,043,030,043,019,015,034,019,034,Partidas,acaeba74
233,Marlon Freitas,br BRA,LT,Atl Goianiense,24,1995,31,30,2.621,29.1,0,2,2,0,0,0,3,1,2.7,2.7,2.3,49,37,166,62,000,007,007,000,007,009,008,017,009,017,Partidas,ae3181de
234,Douglas Friedrich,br BRA,G,Bahia,31,1988,30,30,2.621,29.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,8789242d
235,Matheus Frizzo,br BRA,LTZG,Atl Goianiense,21,1998,4,0,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,3,16,5,000,000,000,000,000,000,000,000,000,000,Partidas,c0127570
236,Bruno Fuchs,br BRA,ZG,Internacional,20,1999,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,4,12,0,000,000,000,000,000,000,000,000,000,000,Partidas,ee89e28d
237,Gabriel,br BRA,ZG,Atlético Mineiro,24,1995,9,6,502,5.6,0,0,0,0,0,0,2,0,0.1,0.1,0.0,01,0,26,0,000,000,000,000,000,002,000,002,002,002,Partidas,e8532222
238,Gabriel,br BRA,LTAT,São Paulo,20,1999,33,29,2.280,25.3,5,4,9,5,0,0,5,0,4.5,4.5,4.8,92,56,119,205,020,016,036,020,036,018,019,036,018,036,Partidas,135d500d
239,Gabriel,br BRA,LT,Corinthians,27,1992,28,24,2.016,22.4,2,2,4,2,0,0,6,1,1.9,1.9,0.5,24,26,113,40,009,009,018,009,018,009,002,011,009,011,Partidas,e9c0d5d8
240,Gabriel,br BRA,ATLT,Coritiba,30,1990,8,5,455,5.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,02,1,18,16,000,000,000,000,000,000,003,003,000,003,Partidas,8dc3be2b
241,Luiz Gabriel,br BRA,LT,Coritiba,17,2002,1,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,2,2,000,000,000,000,000,000,000,000,000,000,Partidas,f9c619e0
242,Marquinhos Gabriel,br BRA,LTAT,Atl Paranaense,29,1990,4,3,223,2.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,02,6,10,17,000,000,000,000,000,008,001,009,008,009,Partidas,fcd113c4
243,Zé Gabriel,br BRA,ZG,Internacional,21,1999,22,17,1.549,17.2,0,0,0,0,0,0,1,1,0.0,0.0,0.1,01,32,65,1,000,000,000,000,000,000,001,001,000,001,Partidas,2879ff2a
244,Matheus Galdezani,br BRA,LT,Coritiba,27,1992,24,19,1.534,17.0,1,1,2,1,0,0,5,0,2.5,2.5,0.6,31,16,75,51,006,006,012,006,012,014,004,018,014,018,Partidas,5042eb90
245,Antonio Galeano,py PAR,LTZG,São Paulo,19,2000,5,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,2,0,4,000,000,000,000,000,000,000,000,000,000,Partidas,f7d301ee
246,Thiago Galhardo,br BRA,AT,Internacional,30,1989,29,20,1.859,20.7,17,5,22,11,6,7,4,1,14.0,8.5,4.3,128,34,47,109,082,024,107,053,077,068,021,089,041,062,Partidas,766f48dd
247,Ganso,br BRA,LTAT,Fluminense,30,1989,18,3,575,6.4,1,2,3,0,1,1,4,0,1.3,0.5,1.7,22,6,58,23,016,031,047,000,031,021,026,047,009,035,Partidas,23593121
248,Luan Garcia,br BRA,ZG,Palmeiras,26,1993,26,22,2.010,22.3,0,0,0,0,0,0,5,0,0.7,0.7,0.3,09,11,90,4,000,000,000,000,000,003,001,004,003,004,Partidas,6ebe6cc1
249,Pedro Geromel,br BRA,ZG,Grêmio,34,1985,13,12,1.059,11.8,0,0,0,0,0,0,4,1,1.0,1.0,0.8,17,1,34,6,000,000,000,000,000,008,006,015,008,015,Partidas,78f81520
250,Gerson,br BRA,LT,Flamengo,22,1997,34,33,2.786,31.0,1,3,4,1,0,0,7,0,3.2,3.2,3.4,66,85,252,127,003,010,013,003,013,010,011,021,010,021,Partidas,8827bf46
251,Geuvânio,br BRA,ATLT,Atl Paranaense,27,1992,12,5,471,5.2,1,1,2,1,0,0,4,0,0.8,0.8,1.7,25,24,16,54,019,019,038,019,038,015,032,047,015,047,Partidas,458c949b
252,Gil,br BRA,ZG,Corinthians,32,1987,36,36,3.240,36.0,2,2,4,2,0,0,4,0,2.9,2.9,1.4,42,9,105,3,006,006,011,006,011,008,004,012,008,012,Partidas,31edef00
253,Leonardo Gil,ar ARG,LT,Vasco da Gama,28,1991,19,17,1.398,15.5,0,3,3,0,0,0,4,0,0.7,0.7,4.6,54,26,119,26,000,019,019,000,019,005,030,035,005,035,Partidas,0ac8475f
