Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,-9999
126,Cauã,br BRA,ZG,Juventude,18,2003,1,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,3c48a088
127,Matheus Cavichioli,br BRA,G,América (MG),35,1986,25,25,2.250,25.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,8470f026
128,Brayan Ceballos,co COL,ZG,Fortaleza,20,2001,16,12,1.075,11.9,0,0,0,0,0,0,8,1,1.3,1.3,0.2,14,9,34,13,000,000,000,000,000,011,001,012,011,012,Partidas,3fa61ade
129,Murilo Cerqueira,br BRA,ZG,Palmeiras,24,1997,32,32,2.837,31.5,5,1,6,5,0,0,7,0,3.5,3.5,1.8,53,19,121,1,016,003,019,016,019,011,006,017,011,017,Partidas,10fe831e
130,Reynaldo Cesar Moraes,br BRA,ZG,Goiás,25,1997,32,32,2.745,30.5,0,0,0,0,0,0,4,0,0.7,0.7,0.2,09,9,34,1,000,000,000,000,000,002,001,003,002,003,Partidas,589d070c
131,Jhon Chancellor,ve VEN,ZG,Coritiba,30,1992,13,13,1.170,13.0,0,0,0,0,0,0,3,0,0.9,0.9,0.0,09,8,24,1,000,000,000,000,000,007,000,007,007,007,Partidas,84b6acaa
132,Arthur Chaves,br BRA,ZG,Avaí,21,2001,17,17,1.485,16.5,1,0,1,1,0,0,5,0,1.0,1.0,0.1,11,6,20,0,006,000,006,006,006,006,001,007,006,007,Partidas,913e4711
133,Renato Chaves,br BRA,ZG,Juventude,31,1990,2,2,164,1.8,0,0,0,0,0,0,0,0,0.6,0.6,0.0,06,0,1,0,000,000,000,000,000,031,000,031,031,031,Partidas,2a51efe8
134,Chico,br BRA,LTAT,Juventude,30,1991,33,26,2.177,24.2,1,2,3,0,1,1,3,1,2.2,1.4,3.6,50,46,126,85,004,008,012,000,008,009,015,024,006,021,Partidas,bad7d8a9
135,Christian,br BRA,LT,Atl Paranaense,21,2000,9,4,428,4.8,0,0,0,0,0,0,3,0,0.5,0.5,0.3,09,3,10,12,000,000,000,000,000,011,007,018,011,018,Partidas,a856b456
136,Diego Churín,ar ARG,AT,Atl Goianiense,32,1989,36,25,2.387,26.5,7,1,8,6,1,1,6,0,6.3,5.5,1.2,67,12,44,109,026,004,030,023,026,024,004,028,021,025,Partidas,875ac6e9
137,Marcelo Cirino,br BRA,AT,Atl Paranaense,30,1992,11,6,472,5.2,0,0,0,0,0,0,1,0,0.3,0.3,0.2,05,10,11,23,000,000,000,000,000,005,003,009,005,009,Partidas,6ba81b35
138,Léo Cittadini,br BRA,LTAT,Atl Paranaense,27,1994,20,4,724,8.0,1,1,2,1,0,0,2,0,0.8,0.8,0.6,14,5,22,29,012,012,025,012,025,010,008,017,010,017,Partidas,68410185
139,Luccas Claro,br BRA,ZG,Fluminense,30,1991,10,4,464,5.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,02,1,9,0,000,000,000,000,000,005,000,005,005,005,Partidas,3cacc0ec
140,Clayton,br BRA,ATLT,Coritiba,23,1999,9,3,328,3.6,0,0,0,0,0,0,1,0,1.0,1.0,0.7,17,6,5,24,000,000,000,000,000,027,020,047,027,047,Partidas,b05870de
141,Cléber,br BRA,AT,Ceará,25,1996,21,12,979,10.9,4,0,4,4,0,0,6,1,4.8,4.8,1.2,60,12,21,73,037,000,037,037,037,045,011,055,045,055,Partidas,e539e239
142,Jean Cléber,br BRA,LT,Avaí,31,1990,26,7,868,9.6,0,0,0,0,0,0,2,0,0.4,0.4,1.2,16,13,52,26,000,000,000,000,000,004,013,017,004,017,Partidas,16bf849a
143,Cleiton,br BRA,ZG,Flamengo,18,2003,1,0,2,0.0,0,0,0,0,0,0,0,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,741c6251
144,Andrés Colorado,co COL,LT,São Paulo,23,1998,8,5,308,3.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,02,3,12,5,000,000,000,000,000,002,003,005,002,005,Partidas,f3afff11
145,Germán Conti,ar ARG,ZG,América (MG),27,1994,23,17,1.653,18.4,0,0,0,0,0,0,1,0,1.1,1.1,0.4,15,2,47,4,000,000,000,000,000,006,002,008,006,008,Partidas,7b18b6db
146,Jonathan Copete,co COL,AT,Avaí,34,1988,7,3,279,3.1,0,0,0,0,0,0,1,0,0.8,0.8,0.3,11,4,6,18,000,000,000,000,000,027,009,036,027,036,Partidas,ce070a45
147,Bruno Cortez,br BRA,ZG,Avaí,34,1987,27,27,2.430,27.0,0,0,0,0,0,0,7,0,0.4,0.4,0.9,13,68,115,78,000,000,000,000,000,001,004,005,001,005,Partidas,a3a1198a
148,Talles Costa,br BRA,LT,São Paulo,19,2002,12,5,546,6.1,0,2,2,0,0,0,1,0,0.1,0.1,0.7,08,13,30,26,000,033,033,000,033,002,012,013,002,013,Partidas,d8f15d24
149,Lucas Crispim,br BRA,ZGLT,Fortaleza,27,1994,23,14,1.170,13.0,1,1,2,1,0,0,4,0,0.4,0.4,1.3,17,14,57,52,008,008,015,008,015,003,010,013,003,013,Partidas,6501ff61
150,Daniel Cruz,br BRA,ATZG,Botafogo (RJ),20,2001,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,1,000,000,000,000,000,000,000,000,000,000,Partidas,86a118c2
151,Tomás Cuello,ar ARG,AT,Atl Paranaense,21,2000,31,19,1.616,18.0,2,4,6,2,0,0,6,1,2.3,2.3,2.4,47,76,73,163,011,022,033,011,033,013,013,026,013,026,Partidas,5c8615dd
152,Víctor Cuesta,ar ARG,ZG,Botafogo (RJ),33,1988,29,28,2.569,28.5,4,2,6,4,0,0,8,0,2.0,2.0,0.7,27,10,77,5,014,007,021,014,021,007,003,009,007,009,Partidas,39fb428f
153,Andrés D'Alessandro,ar ARG,AT,Internacional,40,1981,1,1,71,0.8,1,0,1,1,0,0,1,0,0.1,0.1,0.2,03,2,7,8,127,000,127,127,127,009,024,033,009,033,Partidas,6a11048a
154,Adailson Dadá,br BRA,LTAT,Goiás,24,1997,33,30,2.508,27.9,2,6,8,2,0,0,10,1,2.6,2.6,3.4,61,67,56,129,007,022,029,007,029,009,012,022,009,022,Partidas,2a75cc09
155,Daniel,br BRA,G,Internacional,27,1994,23,23,2.070,23.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,636fc976
156,Danilo,br BRA,ZG,Goiás,24,1997,5,1,238,2.6,1,0,1,1,0,0,0,0,0.3,0.3,0.0,03,0,2,0,038,000,038,038,038,013,000,013,013,013,Partidas,415a34c5
157,Danilo,br BRA,LT,Palmeiras,20,2001,34,33,2.743,30.5,1,2,3,1,0,0,5,1,2.8,2.8,1.4,42,38,139,37,003,007,010,003,010,009,004,014,009,014,Partidas,a816dbfb
158,David,br BRA,LT,Ceará,17,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,0,0,0,000,000,000,000,000,000,058,058,000,058,Partidas,16a42430
159,David,br BRA,AT,Internacional,26,1995,21,10,819,9.1,0,2,2,0,0,0,1,0,1.7,1.7,1.3,29,24,26,58,000,022,022,000,022,018,014,031,018,031,Partidas,92f9ace5
160,Kayke David,br BRA,ATLT,Flamengo,19,2003,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,3,3,8,000,000,000,000,000,000,020,020,000,020,Partidas,2285358d
161,Giorgian De Arrascaeta,uy URU,LT,Flamengo,27,1994,24,16,1.477,16.4,3,10,13,3,0,0,1,0,6.9,6.9,8.1,150,37,127,160,018,061,079,018,079,042,050,092,042,092,Partidas,be8d02dd
162,Romildo Del Piage,br BRA,LT,Botafogo (RJ),21,2000,14,3,509,5.7,1,0,1,1,0,0,3,0,0.5,0.5,0.2,07,6,16,8,018,000,018,018,018,009,004,013,009,013,Partidas,679ca46d
163,Denilson,br BRA,LT,Cuiabá,20,2001,12,8,701,7.8,0,0,0,0,0,0,4,0,0.2,0.2,0.5,07,10,35,15,000,000,000,000,000,003,006,009,003,009,Partidas,9144afdf
164,Dentinho,br BRA,AT,Ceará,33,1989,5,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,1,2,000,000,000,000,000,000,000,000,000,000,Partidas,85686f86
165,Dentinho,br BRA,ATLT,Avaí,24,1997,10,1,284,3.2,0,0,0,0,0,0,4,0,0.2,0.2,0.5,07,6,13,31,000,000,000,000,000,007,014,021,007,021,Partidas,aaacc628
166,Valentín Depietri,ar ARG,ATLT,Fortaleza,21,2000,16,0,234,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.8,11,17,13,35,000,000,000,000,000,011,030,041,011,041,Partidas,d02cb5d7
167,Deyverson,br BRA,AT,Cuiabá,30,1991,16,15,1.269,14.1,6,0,6,4,2,3,4,0,5.8,3.5,1.3,48,13,29,67,043,000,043,028,028,041,010,051,025,034,Partidas,2e5e846d
168,Luan Dias,br BRA,LTAT,Goiás,24,1997,22,7,770,8.6,0,0,0,0,0,0,7,0,0.1,0.1,0.5,06,19,45,31,000,000,000,000,000,002,006,007,002,007,Partidas,a342ce1e
169,Matheus Dias,br BRA,LT,Internacional,24,1997,2,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,3,4,0,000,000,000,000,000,004,004,008,004,008,Partidas,ddfa9005
170,Juan Díaz,co COL,LT,Coritiba,20,2001,4,1,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,2,9,2,000,000,000,000,000,008,000,008,008,008,Partidas,36839110
171,Diego,br BRA,LTZG,Ceará,33,1988,7,2,207,2.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,01,1,9,14,000,000,000,000,000,005,001,006,005,006,Partidas,cd09e9a1
172,Diego,br BRA,G,Atl Goianiense,23,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,6b023405
173,Diego,br BRA,ZG,São Paulo,22,1999,21,18,1.720,19.1,1,0,1,1,0,0,7,0,0.9,0.9,0.3,12,13,65,4,005,000,005,005,005,004,002,006,004,006,Partidas,7fb8f90c
174,Diego,br BRA,LT,Flamengo,36,1985,19,11,883,9.8,1,0,1,1,0,0,3,0,0.6,0.6,0.2,08,18,46,27,010,000,010,010,010,006,002,008,006,008,Partidas,255a478a
175,Diego,br BRA,G,Botafogo (RJ),23,1998,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,6b023405
176,Dieguinho,br BRA,LTZG,Goiás,26,1995,34,34,2.893,32.1,2,5,7,2,0,0,4,0,1.6,1.6,1.6,31,83,110,67,006,016,022,006,022,005,005,010,005,010,Partidas,7e5a7340
177,Dodô,br BRA,ZG,Atlético Mineiro,29,1992,13,11,905,10.1,1,0,1,1,0,0,2,0,0.6,0.6,0.5,11,13,33,50,010,000,010,010,010,006,005,011,006,011,Partidas,99931185
178,Matheus Donelli,br BRA,G,Corinthians,19,2002,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,7c736064
179,Renan dos Santos,br BRA,G,Atl Goianiense,32,1989,16,16,1.440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.4,04,0,0,0,000,000,000,000,000,000,003,003,000,003,Partidas,6bfaecc4
180,Douglas,br BRA,ZG,Bragantino,33,1988,1,1,68,0.8,0,0,0,0,0,0,0,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,e7fea035
181,Rodrigo Dourado,br BRA,LT,Internacional,27,1994,8,5,450,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,01,3,18,6,000,000,000,000,000,002,001,003,002,003,Partidas,d7d05a22
182,David Duarte,br BRA,ZG,Fluminense,27,1995,4,0,84,0.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,5,1,000,000,000,000,000,000,000,000,000,000,Partidas,91bf16f7
183,Dudu,br BRA,AT,Palmeiras,30,1992,38,36,2.815,31.3,7,8,15,7,0,0,2,0,8.2,8.2,5.5,138,156,167,309,022,026,048,022,048,026,018,044,026,044,Partidas,895ef5ec
184,Dudu,br BRA,ZG,Juventude,19,2002,2,2,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,2,1,1,000,000,000,000,000,000,001,001,000,001,Partidas,3f10ae0b
185,Pablo Dyego,br BRA,AT,Avaí,27,1994,10,4,484,5.4,0,0,0,0,0,0,1,0,0.6,0.6,0.3,09,15,15,33,000,000,000,000,000,010,006,016,010,016,Partidas,fce54d7d
186,Edenílson,br BRA,LT,Internacional,32,1989,31,24,2.184,24.3,6,3,9,3,3,3,3,0,6.3,4.0,3.1,70,54,114,81,025,012,037,012,025,026,013,039,016,029,Partidas,4e50f20e
187,Eder,br BRA,ZG,América (MG),26,1995,33,33,2.942,32.7,0,2,2,0,0,0,6,0,0.5,0.5,0.4,09,14,81,3,000,006,006,000,006,002,001,003,002,003,Partidas,ba1a2c4c
188,Éder,it ITA,ATLT,São Paulo,35,1986,23,6,667,7.4,3,0,3,2,1,1,4,0,1.7,0.9,0.4,13,15,11,52,040,000,040,027,027,023,005,028,012,017,Partidas,5a325298
189,Edinho,br BRA,LT,Juventude,27,1994,10,4,366,4.1,0,1,1,0,0,0,0,0,,,,,,,,000,025,025,000,025,,,,,,Partidas,a8cedcd9
190,Edson,br BRA,LTZG,Atl Goianiense,23,1998,25,7,820,9.1,0,0,0,0,0,0,7,0,0.3,0.3,0.7,09,20,54,27,000,000,000,000,000,003,007,010,003,010,Partidas,644d4d85
191,Edson,br BRA,ZGLT,Atl Goianiense,30,1991,17,17,1.424,15.8,0,0,0,0,0,0,5,0,0.3,0.3,0.0,03,11,49,1,000,000,000,000,000,002,000,002,002,002,Partidas,041250aa
192,Carlos Eduardo,br BRA,LT,Botafogo (RJ),32,1989,14,13,1.101,12.2,3,1,4,3,0,0,3,0,2.6,2.6,2.9,55,22,69,42,025,008,033,025,033,021,023,045,021,045,Partidas,1a234d32
193,Carlos Eduardo,br BRA,ATLT,Bragantino,25,1996,24,8,902,10.0,0,0,0,0,0,0,4,0,0.9,0.9,0.2,11,16,14,62,000,000,000,000,000,009,002,011,009,011,Partidas,27c23008
194,Elton,br BRA,LT,Juventude,31,1990,18,12,1.163,12.9,0,1,1,0,0,0,5,0,0.7,0.7,0.4,11,7,34,7,000,008,008,000,008,005,003,008,005,008,Partidas,42b5868b
195,Leandro Emmanuel Martínez,ar ARG,LT,América (MG),27,1994,4,3,261,2.9,0,0,0,0,0,0,1,0,1.1,1.1,0.5,16,5,21,14,000,000,000,000,000,037,019,056,037,056,Partidas,74758396
196,Alan Empereur,br BRA,ZG,Cuiabá,27,1994,28,25,2.221,24.7,1,0,1,1,0,0,9,1,0.9,0.9,0.1,10,10,64,4,004,000,004,004,004,004,000,004,004,004,Partidas,825b8997
197,Endrick,br BRA,AT,Palmeiras,15,2006,7,3,307,3.4,3,0,3,3,0,0,1,0,3.1,3.1,1.0,41,4,5,13,088,000,088,088,088,090,030,120,090,120,Partidas,a2728fbf
198,Erick,br BRA,LT,Atl Paranaense,24,1997,31,20,1.849,20.5,3,0,3,3,0,0,2,0,2.7,2.7,0.9,36,13,80,25,015,000,015,015,015,013,004,017,013,017,Partidas,8a826636
199,Erick,br BRA,ATLT,Ceará,24,1997,24,10,1.051,11.7,2,0,2,1,1,1,5,0,2.7,2.0,2.0,40,47,72,147,017,000,017,009,009,024,017,041,017,034,Partidas,8edcad0d
200,Erison,br BRA,AT,Botafogo (RJ),22,1999,20,17,1.483,16.5,7,1,8,6,1,1,2,0,4.7,4.5,1.3,57,29,15,90,042,006,049,036,042,029,008,036,027,035,Partidas,a9c450cb
201,Estevão,br BRA,ATLT,Internacional,19,2002,8,0,108,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,02,3,8,7,000,000,000,000,000,009,007,016,009,016,Partidas,149f4681
202,Lucas Evangelista,br BRA,LT,Bragantino,26,1995,34,31,2.610,29.0,2,2,4,1,1,2,2,1,4.5,2.9,1.4,44,35,150,81,007,007,014,003,010,016,005,020,010,015,Partidas,5f4ce4b6
203,Everaldo,br BRA,LTAT,América (MG),27,1994,29,25,1.892,21.0,4,2,6,3,1,1,6,0,4.0,3.1,3.3,64,99,101,198,019,010,029,014,024,019,015,034,015,030,Partidas,bdb57777
204,Éverson,br BRA,G,Atlético Mineiro,31,1990,37,37,3.330,37.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,01,0,2,0,000,000,000,000,000,000,000,000,000,000,Partidas,a59c090b
205,Éverton,br BRA,LTAT,Cuiabá,33,1988,7,5,400,4.4,1,0,1,1,0,0,2,0,0.4,0.4,0.1,05,11,10,30,023,000,023,023,023,009,002,011,009,011,Partidas,f50a3570
206,Fabinho,br BRA,LT,Palmeiras,19,2002,4,0,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,3,0,000,000,000,000,000,003,000,003,003,003,Partidas,ff0e595c
207,Fábio,br BRA,ATLT,Atlético Mineiro,24,1997,5,1,137,1.5,0,0,0,0,0,0,0,0,0.3,0.3,0.3,05,1,1,11,000,000,000,000,000,018,017,034,018,034,Partidas,30f90535
208,Fábio,br BRA,G,Fluminense,41,1980,38,38,3.420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,15825726
209,Fabrício,br BRA,ATLT,Coritiba,24,1997,28,19,1.500,16.7,3,4,7,3,0,0,3,0,2.7,2.7,3.2,59,37,58,100,018,024,042,018,042,016,019,035,016,035,Partidas,0211a29e
210,Fagner,br BRA,ZG,Corinthians,32,1989,17,9,904,10.0,0,1,1,0,0,0,3,0,0.1,0.1,1.1,12,20,64,50,000,010,010,000,010,001,011,012,001,012,Partidas,a9cc58fe
211,Willian Farias,br BRA,LT,Coritiba,32,1989,21,19,1.597,17.7,0,0,0,0,0,0,7,0,0.4,0.4,0.6,10,21,99,7,000,000,000,000,000,002,003,005,002,005,Partidas,d1fcff2f
212,Lucas Fasson,br BRA,ZG,Atl Paranaense,20,2001,1,1,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,2,0,000,000,000,000,000,000,000,000,000,000,Partidas,31ecbf29
213,Felipe,br BRA,LT,Fortaleza,27,1994,12,11,880,9.8,0,1,1,0,0,0,2,1,0.3,0.3,0.5,08,12,65,12,000,010,010,000,010,003,005,009,003,009,Partidas,cadbabf9
214,Luis Felipe,br BRA,ZG,Santos,28,1993,13,10,982,10.9,1,1,2,1,0,0,3,0,,,,,,,,009,009,018,009,018,,,,,,Partidas,746c8624
215,Matheus Felipe,br BRA,ZG,Atl Paranaense,23,1998,23,19,1.779,19.8,2,0,2,2,0,0,3,0,0.7,0.7,0.2,08,11,56,3,010,000,010,010,010,003,001,004,003,004,Partidas,90749ab9
216,Lucas Fernandes,br BRA,LT,Botafogo (RJ),24,1997,24,20,1.677,18.6,2,3,5,2,0,0,3,0,1.5,1.5,2.9,44,67,140,64,011,016,027,011,027,008,016,024,008,024,Partidas,a109d777
217,Matheus Fernandes,br BRA,LT,Atl Paranaense,23,1998,14,8,687,7.6,0,0,0,0,0,0,2,0,0.3,0.3,0.3,06,3,29,14,000,000,000,000,000,004,003,008,004,008,Partidas,f76fdcd2
218,Gatito Fernández,py PAR,G,Botafogo (RJ),33,1988,32,32,2.809,31.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,9a82f79a
219,Ignacio Fernández,ar ARG,LT,Atlético Mineiro,32,1990,34,25,2.222,24.7,4,5,9,3,1,2,7,0,6.8,5.2,5.4,106,48,185,168,016,020,036,012,032,027,022,049,021,043,Partidas,97a17c0b
220,Rodrigo Fernández,uy URU,LT,Santos,26,1996,29,28,2.309,25.7,0,0,0,0,0,0,15,0,0.5,0.5,0.5,11,47,132,12,000,000,000,000,000,002,002,004,002,004,Partidas,617ee116
221,Fernandinho,br BRA,LT,Atl Paranaense,36,1985,13,12,970,10.8,1,2,3,1,0,0,5,0,0.3,0.3,1.8,22,27,108,31,009,019,028,009,028,003,017,020,003,020,Partidas,101da2b5
222,Derick Fernando,br BRA,ZG,Santos,19,2002,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,a19d96f6
223,Luiz Fernando,br BRA,ATLT,Atl Goianiense,25,1996,29,23,1.742,19.4,2,4,6,2,0,0,7,2,4.2,4.2,2.0,62,60,45,137,010,021,031,010,031,022,010,032,022,032,Partidas,824ed016
224,Nahuel Ferraresi,ve VEN,ZG,São Paulo,23,1998,9,9,710,7.9,0,0,0,0,0,0,1,1,0.2,0.2,0.5,07,11,43,3,000,000,000,000,000,003,006,009,003,009,Partidas,719aab45
225,Luiz Filipe,br BRA,LTAT,Goiás,20,2001,2,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,1,3,000,000,000,000,000,000,000,000,000,000,Partidas,4a615e0b
226,Flávio,br BRA,LT,América (MG),21,2000,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,2,5,1,000,000,000,000,000,006,000,006,006,006,Partidas,f0367bfd
227,Rafael Forster,br BRA,ZG,Juventude,31,1990,19,19,1.631,18.1,0,0,0,0,0,0,1,0,0.6,0.6,0.1,08,11,53,4,000,000,000,000,000,003,001,004,003,004,Partidas,eb3f56e5
228,Matheus França,br BRA,ATLT,Flamengo,17,2004,17,7,672,7.5,4,0,4,4,0,0,1,0,3.2,3.2,0.8,40,15,35,56,054,000,054,054,054,043,010,053,043,053,Partidas,077faf72
229,Fred,br BRA,ATLT,Fluminense,38,1983,6,1,129,1.4,1,0,1,1,0,0,1,0,0.5,0.5,0.0,05,2,4,14,070,000,070,070,070,036,002,038,036,038,Partidas,acaeba74
230,Marlon Freitas,br BRA,LT,Atl Goianiense,26,1995,36,27,2.475,27.5,4,3,7,3,1,2,2,0,3.3,1.8,2.8,45,55,274,72,015,011,025,011,022,012,010,022,006,017,Partidas,ae3181de
231,Douglas Friedrich,br BRA,G,Avaí,33,1988,11,11,939,10.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,8789242d
232,Gabriel,br BRA,LT,São Paulo,22,1999,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,3,4,000,000,000,000,000,000,000,000,000,000,Partidas,135d500d
233,Gabriel,br BRA,LT,Internacional,29,1992,26,24,2.144,23.8,0,0,0,0,0,0,2,0,0.4,0.4,0.5,09,28,131,21,000,000,000,000,000,002,002,004,002,004,Partidas,e9c0d5d8
234,Gabriel,br BRA,G,Coritiba,29,1992,13,13,1.170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,f93ed0df
235,Gabriel,br BRA,LT,Botafogo (RJ),28,1993,14,8,746,8.3,2,0,2,2,0,0,3,0,1.0,1.0,0.5,15,7,58,17,024,000,024,024,024,012,006,018,012,018,Partidas,0d10333c
236,Eduardo Gabriel,br BRA,ZG,Santos,25,1996,33,33,2.969,33.0,1,1,2,1,0,0,7,0,1.6,1.6,0.6,22,8,81,7,003,003,006,003,006,005,002,007,005,007,Partidas,aed65960
237,Luiz Gabriel,br BRA,ATLT,Coritiba,19,2002,5,0,101,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,1,4,2,000,000,000,000,000,001,003,004,001,004,Partidas,f9c619e0
238,Marquinhos Gabriel,br BRA,LTAT,Goiás,31,1990,12,9,755,8.4,1,1,2,1,0,0,1,0,0.7,0.7,0.9,15,14,28,25,012,012,024,012,024,008,010,018,008,018,Partidas,fcd113c4
239,Vitor Gabriel,br BRA,ATLT,Juventude,22,2000,22,5,774,8.6,2,0,2,2,0,0,6,0,2.5,2.5,0.9,34,13,13,40,023,000,023,023,023,029,010,039,029,039,Partidas,094c2abd
240,Matías Galarza,py PAR,LT,Coritiba,19,2002,11,9,604,6.7,0,0,0,0,0,0,4,0,0.5,0.5,0.3,09,17,27,21,000,000,000,000,000,008,005,013,008,013,Partidas,8e97a57b
241,Matheus Galdezani,br BRA,LT,Avaí,29,1992,6,3,292,3.2,0,0,0,0,0,0,3,0,0.1,0.1,0.3,05,9,14,18,000,000,000,000,000,004,010,014,004,014,Partidas,5042eb90
242,Thiago Galhardo,br BRA,ATLT,Fortaleza,32,1989,19,15,1.346,15.0,7,1,8,7,0,1,5,0,5.5,4.8,1.4,61,22,41,71,047,007,053,047,053,037,009,046,032,041,Partidas,766f48dd
243,Giuliano Galoppo,ar ARG,LT,São Paulo,22,1999,14,6,710,7.9,1,0,1,1,0,0,1,0,2.2,2.2,0.2,24,7,26,37,013,000,013,013,013,027,003,030,027,030,Partidas,a8eeadaf
244,Léo Gamalho,br BRA,AT,Coritiba,36,1986,28,17,1.658,18.4,8,0,8,6,2,2,2,0,7.1,6.0,1.2,71,14,27,64,043,000,043,033,033,038,006,045,032,039,Partidas,f73056ee
245,Ganso,br BRA,LTAT,Fluminense,32,1989,33,33,2.477,27.5,5,5,10,2,3,3,7,0,3.9,1.5,4.8,63,28,208,111,018,018,036,007,025,014,018,032,005,023,Partidas,23593121
246,García,br BRA,ZGLT,Palmeiras,20,2002,4,0,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,2,8,9,000,000,000,000,000,000,000,000,000,000,Partidas,45d071f4
247,Bryan García,ec ECU,LT,Atl Paranaense,21,2001,7,4,276,3.1,0,1,1,0,0,0,2,0,0.1,0.1,0.1,02,3,12,2,000,033,033,000,033,003,002,005,003,005,Partidas,7b66d351
248,Luan Garcia,br BRA,ZG,Palmeiras,28,1993,16,14,1.225,13.6,0,2,2,0,0,0,2,0,0.3,0.3,1.3,15,9,67,3,000,015,015,000,015,002,009,011,002,011,Partidas,6ebe6cc1
249,Gaspar,br BRA,AT,Avaí,19,2002,3,0,40,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,2,0,2,000,000,000,000,000,027,000,027,027,027,Partidas,996af9a5
250,Rafael Gava,br BRA,LT,Cuiabá,28,1993,29,24,2.044,22.7,1,2,3,1,0,0,2,0,2.1,2.1,4.6,67,15,90,88,004,009,013,004,013,009,020,030,009,030,Partidas,713e1a36
251,Lucas Gazal,br BRA,ZG,Atl Goianiense,22,1999,15,15,1.304,14.5,1,0,1,1,0,0,1,1,0.4,0.4,0.0,04,13,35,3,007,000,007,007,007,003,000,003,003,003,Partidas,dcae46d5
252,Guilherme Gehring,br BRA,LT,Juventude,16,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,37faab98
253,Geovane,br BRA,LT,Ceará,22,1999,17,5,552,6.1,0,0,0,0,0,0,4,0,0.4,0.4,0.2,05,6,35,14,000,000,000,000,000,006,003,009,006,009,Partidas,099a14d5
254,Gil,br BRA,ZG,Corinthians,34,1987,25,23,2.047,22.7,0,1,1,0,0,0,4,0,1.2,1.2,0.8,21,1,45,1,000,004,004,000,004,005,004,009,005,009,Partidas,31edef00
