Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,-9999
24,Anderson,br BRA,G,Atl Paranaense,23,1998,5,5,450,5.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,29d862d4
25,Thonny Anderson,br BRA,LTAT,Coritiba,24,1997,18,7,729,8.1,0,1,1,0,0,0,5,2,1.0,1.0,1.2,22,20,55,45,000,012,012,000,012,013,015,027,013,027,Partidas,7a7c9837
26,André,br BRA,LT,Fluminense,20,2001,34,34,3.015,33.5,1,1,2,1,0,0,10,1,1.0,1.0,1.7,27,71,200,36,003,003,006,003,006,003,005,008,003,008,Partidas,ec604e2c
27,André,br BRA,AT,Cuiabá,31,1990,17,10,728,8.1,3,0,3,2,1,1,2,0,2.6,1.8,0.2,20,8,10,34,037,000,037,025,025,032,002,035,023,025,Partidas,13b52dec
28,Andrey,br BRA,LT,Avaí,19,2002,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,1,1,000,000,000,000,000,000,006,006,000,006,Partidas,89c28d9f
29,Brayan Angulo,ec ECU,ATLT,Santos,26,1995,16,5,479,5.3,2,1,3,2,0,0,0,0,2.9,2.9,0.8,38,1,9,25,038,019,056,038,056,055,016,071,055,071,Partidas,37fdc62b
30,Apodi,br BRA,LTAT,Goiás,35,1986,18,10,908,10.1,1,1,2,1,0,0,3,0,1.6,1.6,0.4,20,17,3,41,010,010,020,010,020,016,004,020,016,020,Partidas,affbe6bc
31,Guilherme Arana,br BRA,ZG,Atlético Mineiro,24,1997,20,19,1.721,19.1,0,3,3,0,0,0,4,0,1.6,1.6,3.8,54,60,141,110,000,016,016,000,016,008,020,028,008,028,Partidas,2b15a82a
32,Willian Arão,br BRA,LTZG,Flamengo,29,1992,14,10,922,10.2,2,0,2,2,0,0,1,0,1.2,1.2,0.4,16,2,78,11,020,000,020,020,020,011,004,015,011,015,Partidas,f47a530a
33,Michel Araujo,uy URU,ATLT,Fluminense,25,1996,8,0,83,0.9,2,3,5,2,0,0,1,0,0.8,0.8,0.8,16,6,6,9,217,325,542,217,542,088,086,174,088,174,Partidas,1159e4ae
34,Robert Arboleda,ec ECU,ZG,São Paulo,30,1991,8,8,720,8.0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,07,1,18,2,000,000,000,000,000,007,002,008,007,008,Partidas,269dbfc6
35,Jhon Arias,co COL,ATLT,Fluminense,24,1997,33,31,2.663,29.6,7,10,17,6,1,1,4,0,3.4,2.7,7.1,97,138,171,266,024,034,057,020,054,012,024,035,009,033,Partidas,86d96066
36,Arthur,br BRA,LTZG,América (MG),18,2003,7,1,178,2.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,01,5,10,11,000,000,000,000,000,006,000,006,006,006,Partidas,8a958856
37,Arthur,br BRA,AT,Corinthians,18,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,e93fed32
38,Artur,br BRA,ATLT,Bragantino,23,1998,33,32,2.787,31.0,6,6,12,6,0,0,3,0,6.4,6.4,5.9,123,75,112,263,019,019,039,019,039,021,019,040,021,040,Partidas,105132cd
39,Eduard Atuesta,co COL,LT,Palmeiras,24,1997,26,5,658,7.3,1,0,1,1,0,0,4,0,1.1,1.1,0.7,18,20,43,52,014,000,014,014,014,014,010,024,014,024,Partidas,60990b81
40,Felipe Augusto,br BRA,AT,Corinthians,17,2004,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,1f9cbd0b
41,Leo Augusto Pereira,br BRA,ATLT,Atl Goianiense,21,2000,30,6,1.134,12.6,1,1,2,1,0,0,9,0,2.2,2.2,2.0,42,46,13,116,008,008,016,008,016,017,016,033,017,033,Partidas,a3818875
42,Renato Augusto,br BRA,LT,Corinthians,33,1988,25,16,1.402,15.6,1,3,4,1,0,0,0,0,1.4,1.4,3.7,51,28,139,91,006,019,026,006,026,009,024,033,009,033,Partidas,83a6367a
43,Auremir,br BRA,LT,Goiás,30,1991,25,19,1.480,16.4,0,0,0,0,0,0,5,0,0.5,0.5,0.1,06,5,44,5,000,000,000,000,000,003,001,004,003,004,Partidas,3a2e6d70
44,Auro,br BRA,ZG,Santos,26,1996,8,5,387,4.3,0,0,0,0,0,0,3,0,0.1,0.1,0.3,04,4,19,17,000,000,000,000,000,001,007,008,001,008,Partidas,b234cb0e
45,Danilo Avelar,br BRA,ZG,América (MG),32,1989,19,10,862,9.6,0,2,2,0,0,0,2,0,1.1,1.1,1.0,20,4,47,28,000,021,021,000,021,011,010,021,011,021,Partidas,eacb45fd
46,Felipe Azevedo,br BRA,LTAT,América (MG),35,1987,36,30,2.274,25.3,4,2,6,4,0,0,3,1,4.1,4.1,3.1,72,58,109,189,016,008,024,016,024,016,012,028,016,028,Partidas,4a22b15a
47,Matheus Babi,br BRA,ATLT,Atl Paranaense,24,1997,6,0,85,0.9,0,0,0,0,0,0,1,0,1.0,1.0,0.1,11,1,2,7,000,000,000,000,000,108,013,121,108,121,Partidas,f48cff2c
48,Pedro Bahia,br BRA,LT,Goiás,19,2002,1,0,27,0.3,0,0,0,0,0,0,0,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,3964a23d
49,Fabrício Baiano,br BRA,ATLT,Fortaleza,29,1992,5,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,7,3,5,000,000,000,000,000,000,000,000,000,000,Partidas,d8a48dad
50,Fabián Balbuena,py PAR,ZG,Corinthians,30,1991,13,13,1.080,12.0,3,0,3,3,0,0,2,0,1.1,1.1,0.0,11,1,34,1,025,000,025,025,025,009,000,009,009,009,Partidas,3626f7d9
51,Robson Bambu,br BRA,ZG,Corinthians,24,1997,7,4,393,4.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,0,3,0,000,000,000,000,000,003,001,003,003,003,Partidas,d4fa7d01
52,Léo Baptistão,br BRA,ATLT,Santos,29,1992,17,16,1.137,12.6,5,1,6,5,0,0,2,0,6.5,6.5,2.5,90,24,26,78,040,008,047,040,047,051,020,071,051,071,Partidas,35f6db55
53,Gabriel Baralhas,br BRA,LT,Atl Goianiense,23,1998,30,26,2.161,24.0,4,2,6,4,0,0,12,0,3.4,3.4,1.4,49,26,121,27,017,008,025,017,025,014,006,020,014,020,Partidas,b7838aad
54,Danilo Barbosa,br BRA,LT,Botafogo (RJ),25,1996,6,1,166,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,02,0,9,1,000,000,000,000,000,003,005,009,003,009,Partidas,0557ff4f
55,Gabriel Barbosa,br BRA,AT,Flamengo,25,1996,29,22,2.047,22.7,11,1,12,10,1,3,11,1,11.1,8.7,4.6,133,44,114,172,048,004,053,044,048,049,020,069,038,059,Partidas,72d0e1b6
56,Lucas Barbosa,br BRA,ATLT,Santos,20,2001,26,5,770,8.6,2,1,3,2,0,0,4,1,1.1,1.1,1.1,23,11,32,59,023,012,035,023,035,013,013,027,013,027,Partidas,a28eac7e
57,Danilo Barcelos,br BRA,ZGLT,Goiás,30,1991,22,10,1.029,11.4,0,1,1,0,0,0,8,0,0.3,0.3,0.8,11,19,29,43,000,009,009,000,009,003,007,010,003,010,Partidas,26f4ef39
58,Leandro Barcia,uy URU,AT,Atl Goianiense,29,1992,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,1,000,000,000,000,000,000,000,000,000,000,Partidas,11d91ea7
59,Barreto,br BRA,LT,Botafogo (RJ),26,1995,2,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,1,1,000,000,000,000,000,000,000,000,000,000,Partidas,de08d383
60,Fellipe Bastos,br BRA,LT,Goiás,31,1990,25,7,864,9.6,0,1,1,0,0,0,10,1,0.8,0.8,2.0,28,12,73,17,000,010,010,000,010,008,021,029,008,029,Partidas,9b99eae0
61,Ramiro Benetti,br BRA,LTAT,Corinthians,28,1993,12,6,552,6.1,0,1,1,0,0,0,3,0,0.3,0.3,0.6,09,2,20,15,000,016,016,000,016,004,009,014,004,014,Partidas,96d14fe7
62,Martín Benítez,ar ARG,LT,América (MG),27,1994,15,7,754,8.4,1,3,4,1,0,1,2,0,1.7,0.9,1.9,28,21,71,48,012,036,048,012,048,021,022,043,011,034,Partidas,c122e34e
63,Bento,br BRA,G,Atl Paranaense,22,1999,33,33,2.970,33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,01,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,5d699228
64,Lucas Beraldo,br BRA,ZG,São Paulo,18,2003,3,1,130,1.4,0,0,0,0,0,0,0,1,0.1,0.1,0.0,01,2,5,1,000,000,000,000,000,009,000,009,009,009,Partidas,b8aedf06
65,Eduardo de Biasi,br BRA,LT,Avaí,25,1997,31,24,1.871,20.8,1,2,3,1,0,0,6,0,2.3,2.3,2.1,43,40,124,75,005,010,014,005,014,011,010,021,011,021,Partidas,828a04fa
66,Pedro Bicalho,br BRA,LT,Palmeiras,20,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,f35cb8a4
67,Raul Bicalho,br BRA,ZG,Corinthians,22,1999,20,18,1.684,18.7,2,1,3,2,0,0,3,0,1.5,1.5,0.4,19,8,52,2,011,005,016,011,016,008,002,010,008,010,Partidas,79af412b
68,Guilherme Biro,br BRA,AT,Corinthians,17,2004,2,1,108,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,02,0,3,6,000,000,000,000,000,002,011,013,002,013,Partidas,e38c2c76
69,Guilherme Biro,br BRA,ZG,Coritiba,21,2000,14,10,741,8.2,0,0,0,0,0,0,3,0,0.1,0.1,0.2,03,10,23,25,000,000,000,000,000,001,003,004,001,004,Partidas,02c7236e
70,Guilherme Bissoli,br BRA,AT,Avaí,24,1998,32,29,2.443,27.1,14,0,14,5,9,9,6,0,11.6,4.5,1.0,55,17,39,145,052,000,052,018,018,043,004,047,017,020,Partidas,c9024e62
71,Marcelo Boeck,br BRA,G,Fortaleza,37,1984,13,13,1.170,13.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,069cb4f8
72,Vinícius Boff,br BRA,LT,Cuiabá,22,1999,1,0,10,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,00,1,1,1,000,900,900,000,900,000,024,024,000,024,Partidas,badaed00
73,Ângelo Borges,br BRA,ATLT,Santos,17,2004,27,16,1.532,17.0,1,7,8,1,0,0,5,0,1.6,1.6,3.9,55,117,83,137,006,041,047,006,047,009,023,032,009,032,Partidas,737945d9
74,Daniel Borges,br BRA,ZG,Botafogo (RJ),28,1993,26,22,1.868,20.8,1,3,4,1,0,0,4,1,1.1,1.1,3.1,42,31,90,51,005,014,019,005,019,005,015,020,005,020,Partidas,71879f82
75,Douglas Borges,br BRA,G,Botafogo (RJ),31,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,55196057
76,Marllon Borges,br BRA,ZG,Cuiabá,29,1992,34,34,3.005,33.4,0,1,1,0,0,0,3,0,2.4,2.4,0.6,30,7,87,3,000,003,003,000,003,007,002,009,007,009,Partidas,d0b29bbd
77,Gabriel Boschilia,br BRA,LTAT,Internacional,25,1996,4,0,56,0.6,0,1,1,0,0,0,1,0,0.0,0.0,0.4,04,2,11,3,000,161,161,000,161,004,064,068,004,068,Partidas,e90af77c
78,Gabriel Boschilia,br BRA,LT,Coritiba,25,1996,8,7,475,5.3,0,0,0,0,0,0,2,0,0.4,0.4,0.4,08,4,16,12,000,000,000,000,000,008,007,015,008,015,Partidas,e90af77c
79,Lucas Braga,br BRA,ATLT,Santos,25,1996,33,22,2.078,23.1,5,1,6,5,0,0,3,0,4.8,4.8,1.4,62,110,65,175,022,004,026,022,026,021,006,027,021,027,Partidas,8a0a73ad
80,David Braz,br BRA,ZG,Fluminense,34,1987,13,10,708,7.9,1,0,1,1,0,0,4,3,0.5,0.5,0.0,05,5,22,1,013,000,013,013,013,006,001,006,006,006,Partidas,9313b408
81,Breno,br BRA,AT,Palmeiras,26,1996,23,1,329,3.7,1,0,1,1,0,0,2,0,1.0,1.0,0.3,12,22,15,40,027,000,027,027,027,027,007,034,027,034,Partidas,e0016d00
82,Bressan,br BRA,ZG,Avaí,29,1993,21,21,1.851,20.6,0,0,0,0,0,0,5,0,0.6,0.6,0.1,06,10,46,2,000,000,000,000,000,003,000,003,003,003,Partidas,3db1684c
83,Emanuel Brítez,ar ARG,ZG,Fortaleza,29,1992,20,20,1.800,20.0,1,3,4,1,0,0,1,0,0.8,0.8,1.2,20,4,39,16,005,015,020,005,020,004,006,010,004,010,Partidas,fb29d05d
84,Bruninho,br BRA,LTAT,Juventude,21,2000,5,1,113,1.3,0,0,0,0,0,0,0,0,0.3,0.3,0.1,05,5,5,4,000,000,000,000,000,026,010,036,026,036,Partidas,f7a3e78a
85,Bruno,br BRA,LT,Bragantino,18,2003,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,1,000,000,000,000,000,000,000,000,000,000,Partidas,ad8c3404
86,Fabrício Bruno,br BRA,ZG,Flamengo,25,1996,13,13,1.170,13.0,2,1,3,2,0,0,4,0,0.7,0.7,0.4,11,8,55,0,015,008,023,015,023,006,003,008,006,008,Partidas,470d197b
87,Ricardo Bueno,br BRA,AT,Juventude,34,1987,16,9,806,9.0,2,0,2,1,1,2,3,0,3.6,2.1,0.4,24,15,22,43,022,000,022,011,011,041,004,045,023,027,Partidas,768cbb2d
88,Vitor Bueno,br BRA,LTAT,Atl Paranaense,27,1994,21,13,1.124,12.5,4,1,5,2,2,2,2,0,3.7,2.2,1.2,33,26,41,47,032,008,040,016,024,030,010,039,017,027,Partidas,5752f96d
89,Busanello,br BRA,ZG,Juventude,23,1998,4,3,290,3.2,0,2,2,0,0,0,0,0,0.2,0.2,0.5,07,2,6,13,000,062,062,000,062,006,016,022,006,022,Partidas,788c4780
90,Fabricio Bustos,ar ARG,ZG,Internacional,25,1996,31,31,2.673,29.7,2,3,5,2,0,0,3,0,1.5,1.5,2.5,40,45,142,138,007,010,017,007,017,005,008,014,005,014,Partidas,82549f54
91,Nahuel Bustos,ar ARG,AT,São Paulo,23,1998,9,3,284,3.2,1,0,1,1,0,0,0,0,1.5,1.5,0.0,15,2,4,26,032,000,032,032,032,048,000,048,048,048,Partidas,8f774c7f
92,Daniel Cabral,br BRA,AT,Flamengo,19,2002,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,c080bb5e
93,Patric Cabral Lalau,br BRA,ZG,América (MG),32,1989,30,18,1.719,19.1,0,0,0,0,0,0,6,0,0.6,0.6,2.6,32,34,88,108,000,000,000,000,000,003,013,017,003,017,Partidas,16cd17b7
94,Raúl Cáceres,py PAR,ZG,América (MG),30,1991,26,18,1.618,18.0,1,2,3,1,0,0,1,0,1.1,1.1,3.0,41,46,67,99,006,011,017,006,017,006,017,023,006,023,Partidas,6d9dc5be
95,Matheus Cadorini,br BRA,AT,Internacional,19,2002,3,1,87,1.0,0,0,0,0,0,0,0,1,0.2,0.2,0.0,02,1,1,5,000,000,000,000,000,025,000,025,025,025,Partidas,7f2b23f8
96,Matheus Cadorini,br BRA,AT,Coritiba,19,2002,7,4,316,3.5,2,0,2,2,0,0,1,0,1.4,1.4,0.2,16,0,5,23,057,000,057,057,057,041,006,047,041,047,Partidas,7f2b23f8
97,Caetano,br BRA,ZG,Goiás,22,1999,26,26,2.211,24.6,1,0,1,1,0,0,1,0,0.5,0.5,0.2,07,2,55,5,004,000,004,004,004,002,001,003,002,003,Partidas,226e5efd
98,Jonathan Cafu,br BRA,ZGLT,Cuiabá,30,1991,14,4,561,6.2,2,1,3,2,0,0,0,1,1.4,1.4,0.6,20,16,20,60,032,016,048,032,048,022,009,031,022,031,Partidas,8d043f1d
99,Rodrigo Caio,br BRA,ZG,Flamengo,28,1993,8,7,585,6.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,1,37,0,000,000,000,000,000,002,000,002,002,002,Partidas,186ed8f1
100,Calebe,br BRA,LTAT,Atlético Mineiro,21,2000,13,2,265,2.9,0,0,0,0,0,0,1,0,0.4,0.4,0.4,08,0,15,19,000,000,000,000,000,012,015,027,012,027,Partidas,c84af55e
101,Lucas Calegari,br BRA,ZG,Fluminense,19,2002,10,7,659,7.3,0,1,1,0,0,0,1,0,0.1,0.1,0.4,05,15,34,33,000,014,014,000,014,001,005,006,001,006,Partidas,a564fe91
102,Jonathan Calleri,ar ARG,AT,São Paulo,28,1993,36,30,2.818,31.3,18,2,20,17,1,2,5,0,13.2,11.7,3.0,146,41,41,193,057,006,064,054,061,042,009,052,037,047,Partidas,6922f806
103,Guilherme Camacho,br BRA,LT,Santos,31,1990,26,18,1.630,18.1,1,1,2,1,0,0,8,0,0.3,0.3,0.7,11,9,74,10,006,006,011,006,011,002,004,006,002,006,Partidas,61a6775b
104,Nathan Camargo,br BRA,LTAT,Bragantino,16,2005,5,0,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,3,2,000,000,000,000,000,000,000,000,000,000,Partidas,2c79da44
105,Camilo,br BRA,LT,Cuiabá,22,1999,24,17,1.664,18.5,0,0,0,0,0,0,3,0,0.6,0.6,0.4,10,19,81,16,000,000,000,000,000,003,002,005,003,005,Partidas,dfb81359
106,Camutanga,br BRA,ZG,Atl Goianiense,28,1993,1,1,71,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,0,3,0,000,000,000,000,000,008,000,008,008,008,Partidas,c455a045
107,Luan Cândido,br BRA,ZG,Bragantino,20,2001,32,30,2.624,29.2,11,2,13,9,2,2,4,2,8.4,6.8,1.6,84,29,95,76,038,007,045,031,038,029,006,034,023,029,Partidas,ca151606
108,Germán Cano,ar ARG,AT,Fluminense,33,1988,38,37,3.081,34.2,26,3,29,26,0,0,2,0,18.4,18.4,1.4,198,14,29,126,076,009,085,076,085,054,004,058,054,058,Partidas,9ccf4e14
109,Agustín Canobbio,uy URU,AT,Atl Paranaense,23,1998,25,18,1.408,15.6,2,0,2,2,0,0,2,0,2.0,2.0,1.2,32,28,35,98,013,000,013,013,013,013,008,021,013,021,Partidas,4f5a2f38
110,Víctor Cantillo,co COL,LT,Corinthians,28,1993,19,10,916,10.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,02,11,72,10,000,000,000,000,000,000,002,002,000,002,Partidas,45075f2f
111,Capixaba,br BRA,ATLT,Juventude,25,1997,27,20,1.652,18.4,1,1,2,1,0,0,6,0,1.2,1.2,1.7,29,47,41,108,005,005,011,005,011,006,009,016,006,016,Partidas,ea2634a1
112,Juninho Capixaba,br BRA,ZG,Fortaleza,24,1997,34,32,2.906,32.3,3,4,7,3,0,0,8,0,2.0,2.0,3.7,58,97,169,175,009,012,022,009,022,006,012,018,006,018,Partidas,91ba7336
113,Gabriel Carabajal,ar ARG,LTAT,Santos,30,1991,8,7,498,5.5,1,0,1,1,0,0,2,0,0.3,0.3,0.3,07,5,20,18,018,000,018,018,018,006,006,012,006,012,Partidas,7a694ae4
114,Johnny Cardoso,us USA,LT,Internacional,20,2001,24,17,1.410,15.7,3,2,5,3,0,0,5,0,2.9,2.9,2.0,48,19,75,37,019,013,032,019,032,018,013,031,018,031,Partidas,7426f085
115,Igor Cariús,br BRA,ZGLT,Cuiabá,28,1993,17,14,1.159,12.9,0,0,0,0,0,0,6,1,0.3,0.3,0.4,07,12,71,45,000,000,000,000,000,002,003,005,002,005,Partidas,662475de
116,Joel Carli,ar ARG,ZG,Botafogo (RJ),35,1986,5,4,365,4.1,0,1,1,0,0,0,3,0,0.4,0.4,0.6,11,0,3,0,000,025,025,000,025,011,016,027,011,027,Partidas,00d6e369
117,Ed Carlos,br BRA,LT,Santos,20,2001,6,3,261,2.9,0,1,1,0,0,0,0,0,0.0,0.0,0.3,04,1,20,13,000,034,034,000,034,002,011,012,002,012,Partidas,e93e479e
118,Jan Carlos Hurtado,ve VEN,AT,Bragantino,21,2000,13,7,490,5.4,0,0,0,0,0,0,0,0,1.2,1.2,0.4,16,3,0,23,000,000,000,000,000,021,008,029,021,029,Partidas,f50b0b2b
119,João Carlos,br BRA,G,Cuiabá,33,1988,11,10,951,10.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,ad9e7995
120,Alan Carvalho,cn CHN,ATLT,Fluminense,32,1989,4,0,36,0.4,1,0,1,1,0,0,0,0,0.1,0.1,0.0,01,0,1,1,250,000,250,250,250,030,000,030,030,030,Partidas,ebb2d232
121,Guilherme Carvalho,br BRA,LT,Ceará,22,1999,13,8,682,7.6,1,0,1,1,0,0,2,0,1.2,1.2,0.3,15,3,25,15,013,000,013,013,013,016,004,020,016,020,Partidas,a32d25d3
122,Guilherme Carvalho,br BRA,LTZG,Atlético Mineiro,22,1999,4,2,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,4,1,000,000,000,000,000,001,000,001,001,001,Partidas,a32d25d3
123,Cássio,br BRA,G,Corinthians,34,1987,34,34,3.059,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,d42f6326
124,Luciano Castán,br BRA,ZG,Coritiba,32,1989,35,35,3.149,35.0,2,0,2,2,0,0,7,1,0.9,0.9,0.4,13,24,101,6,006,000,006,006,006,003,001,004,003,004,Partidas,0470eeba
125,Iury de Castilho,br BRA,AT,Ceará,26,1995,13,4,521,5.8,0,1,1,0,0,0,3,0,0.6,0.6,0.8,14,22,18,48,000,017,017,000,017,010,013,023,010,023,Partidas,555311f2
