Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,-9999
55,Bento,br BRA,G,Atl Paranaense,21,1999,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,5d699228
56,Orlando Berrío,co COL,AT,América (MG),29,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,1,2,3,000,000,000,000,000,032,000,032,032,032,Partidas,ae7bb5f5
57,Betinho,br BRA,LT,Sport Recife,28,1992,4,1,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,3,8,1,000,000,000,000,000,002,001,003,002,003,Partidas,fc8b1247
58,Pedro Bicalho,br BRA,LTZG,Palmeiras,19,2001,3,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,f35cb8a4
59,Raul Bicalho,br BRA,ZG,Corinthians,21,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,1,7,0,000,000,000,000,000,002,000,002,002,002,Partidas,79af412b
60,Rafael Bilu,br BRA,ZGAT,Juventude,21,1999,5,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,02,3,5,7,000,000,000,000,000,000,032,032,000,032,Partidas,26880429
61,Guilherme Bissoli,br BRA,AT,Atl Paranaense,23,1998,21,11,1.010,11.2,3,0,3,2,1,1,2,0,2.5,1.7,0.9,26,3,7,45,027,000,027,018,018,023,008,031,016,024,Partidas,c9024e62
62,Raúl Bobadilla,py PAR,AT,Fluminense,33,1987,20,4,565,6.3,3,1,4,3,0,0,2,0,2.7,2.7,0.8,35,2,24,48,048,016,064,048,064,043,013,056,043,056,Partidas,9b285700
63,Victor Bobsin,br BRA,LT,Grêmio,21,2000,14,9,792,8.8,0,1,1,0,0,0,2,0,0.3,0.3,0.7,11,8,50,9,000,011,011,000,011,004,008,012,004,012,Partidas,572a8297
64,Marcelo Boeck,br BRA,G,Fortaleza,36,1984,19,18,1.665,18.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,069cb4f8
65,Dani Bolt,br BRA,ZG,Fluminense,21,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,0,2,000,000,000,000,000,000,000,000,000,000,Partidas,e9d131a1
66,Douglas Borel,br BRA,ZGLT,Bahia,18,2002,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,1,5,000,000,000,000,000,000,000,000,000,000,Partidas,126ccc75
67,Ângelo Borges,br BRA,ATLT,Santos,16,2004,19,5,581,6.5,0,0,0,0,0,0,1,0,0.5,0.5,0.9,13,35,17,57,000,000,000,000,000,007,013,020,007,020,Partidas,737945d9
68,Hélio Borges,br BRA,AT,Ceará,20,2000,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,2,2,3,000,000,000,000,000,000,000,000,000,000,Partidas,f0dbf0af
69,Leonardo Borges,br BRA,ZGAT,Internacional,20,2001,5,3,283,3.1,0,0,0,0,0,0,2,0,0.1,0.1,0.0,01,6,7,13,000,000,000,000,000,002,000,002,002,002,Partidas,6af9484e
70,Marllon Borges,br BRA,ZG,Cuiabá,28,1992,28,25,2.292,25.5,2,1,3,2,0,0,4,1,0.9,0.9,0.1,10,8,44,1,008,004,012,008,012,004,000,004,004,004,Partidas,d0b29bbd
71,Miguel Borja,co COL,AT,Grêmio,28,1993,18,11,1.049,11.7,5,3,8,3,2,4,5,0,10.2,7.1,0.6,77,15,21,61,043,026,069,026,051,088,005,093,061,066,Partidas,211dc5fd
72,Dylan Borrero,co COL,ATLT,Atlético Mineiro,19,2002,15,6,508,5.6,2,1,3,2,0,0,2,0,1.8,1.8,0.6,24,14,31,51,035,018,053,035,053,031,011,042,031,042,Partidas,a72d14de
73,Gabriel Boschilia,br BRA,LT,Internacional,24,1996,16,2,527,5.9,0,0,0,0,0,0,2,0,0.7,0.7,0.2,10,11,43,14,000,000,000,000,000,012,004,017,012,017,Partidas,e90af77c
74,Danilo Boza,br BRA,ZG,Santos,22,1998,22,16,1.457,16.2,0,1,1,0,0,0,2,0,0.4,0.4,0.7,11,24,57,5,000,006,006,000,006,002,005,007,002,007,Partidas,a571dd90
75,Lucas Braga,br BRA,ATLT,Santos,24,1996,32,23,2.306,25.6,1,2,3,1,0,0,4,0,2.0,2.0,3.8,58,141,93,260,004,008,012,004,012,008,015,023,008,023,Partidas,8a0a73ad
76,David Braz,br BRA,ZG,Fluminense,33,1987,18,16,1.442,16.0,2,0,2,2,0,0,4,0,0.9,0.9,0.1,10,7,53,2,012,000,012,012,012,005,001,006,005,006,Partidas,9313b408
77,Brenno,br BRA,G,Grêmio,21,1999,14,13,1.208,13.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,f002e8eb
78,Breno,br BRA,ATLT,Palmeiras,25,1996,22,5,757,8.4,7,1,8,7,0,0,3,0,2.8,2.8,1.9,47,41,18,87,083,012,095,083,095,033,023,056,033,056,Partidas,e0016d00
79,Bruninho,br BRA,ATLT,Santos,21,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,1,3,000,000,000,000,000,000,000,000,000,000,Partidas,6d31b1da
80,Bruninho,br BRA,LTAT,Juventude,20,2000,16,0,211,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,07,10,8,16,000,000,000,000,000,016,014,030,016,030,Partidas,f7a3e78a
81,Bruno,br BRA,LTAT,Bragantino,17,2003,5,0,67,0.7,1,0,1,1,0,0,0,0,0.6,0.6,0.1,08,2,1,7,134,000,134,134,134,084,014,099,084,099,Partidas,ad8c3404
82,Fabrício Bruno,br BRA,ZG,Bragantino,24,1996,33,30,2.775,30.8,0,1,1,0,0,0,4,0,1.7,1.7,1.1,28,22,107,3,000,003,003,000,003,006,004,009,006,009,Partidas,470d197b
83,Ricardo Bueno,br BRA,AT,Juventude,33,1987,19,19,1.573,17.5,7,0,7,6,1,2,2,0,6.1,4.5,0.6,51,18,40,100,040,000,040,034,034,035,004,038,026,029,Partidas,768cbb2d
84,Vitor Bueno,br BRA,ATLT,São Paulo,26,1994,19,7,722,8.0,1,0,1,1,0,0,1,0,2.4,2.4,1.4,37,16,24,55,012,000,012,012,012,030,017,046,030,046,Partidas,5752f96d
85,Busanello,br BRA,ZG,Chapecoense,22,1998,30,28,2.419,26.9,1,2,3,1,0,0,5,0,1.2,1.2,1.7,29,37,112,67,004,007,011,004,011,004,006,011,004,011,Partidas,788c4780
86,Patric Cabral Lalau,br BRA,ZG,América (MG),31,1989,24,24,2.136,23.7,1,1,2,1,0,0,3,0,1.3,1.3,1.3,27,49,113,107,004,004,008,004,008,006,006,011,006,011,Partidas,16cd17b7
87,Patric Cabral Lalau,br BRA,ZG,Sport Recife,31,1989,5,0,112,1.2,0,1,1,0,0,0,0,0,0.0,0.0,0.6,06,8,9,14,000,080,080,000,080,000,048,048,000,048,Partidas,16cd17b7
88,Yesus Cabrera,co COL,LTAT,Cuiabá,30,1990,10,4,364,4.0,0,2,2,0,0,0,1,0,0.2,0.2,0.6,08,3,30,14,000,049,049,000,049,005,015,021,005,021,Partidas,481168c5
89,Matheus Cadorini,br BRA,ATLT,Internacional,18,2002,8,1,193,2.1,2,0,2,2,0,0,1,0,0.9,0.9,0.3,11,3,3,15,093,000,093,093,093,040,013,053,040,053,Partidas,7f2b23f8
90,Jonathan Cafu,br BRA,ATLT,Cuiabá,29,1991,29,14,1.330,14.8,3,0,3,2,1,1,2,0,1.4,0.7,1.3,19,25,37,128,020,000,020,014,014,010,008,018,004,013,Partidas,8d043f1d
91,Rodrigo Caio,br BRA,ZG,Flamengo,27,1993,19,19,1.637,18.2,0,1,1,0,0,0,4,0,1.3,1.3,1.0,23,17,65,2,000,005,005,000,005,007,006,013,007,013,Partidas,186ed8f1
92,Calebe,br BRA,LTAT,Atlético Mineiro,20,2000,14,1,275,3.1,0,3,3,0,0,0,0,0,0.1,0.1,0.9,09,5,23,12,000,098,098,000,098,002,029,031,002,031,Partidas,c84af55e
93,Lucas Calegari,br BRA,ZG,Fluminense,18,2002,14,13,1.112,12.4,0,0,0,0,0,0,1,0,0.2,0.2,1.1,13,29,63,46,000,000,000,000,000,001,009,010,001,010,Partidas,a564fe91
94,Jonathan Calleri,ar ARG,AT,São Paulo,27,1993,16,11,867,9.6,5,0,5,4,1,1,2,1,4.6,3.8,0.5,44,15,21,55,052,000,052,042,042,048,006,054,040,045,Partidas,6922f806
95,Guilherme Camacho,br BRA,LT,Santos,30,1990,30,25,2.255,25.1,0,1,1,0,0,0,4,0,0.5,0.5,1.8,23,35,188,17,000,004,004,000,004,002,007,009,002,009,Partidas,61a6775b
96,Guilherme Camacho,br BRA,LT,Corinthians,30,1990,2,1,78,0.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,0,3,000,000,000,000,000,000,000,000,000,000,Partidas,61a6775b
97,Camilo,br BRA,LT,Cuiabá,21,1999,31,23,1.885,20.9,0,0,0,0,0,0,4,0,1.2,1.2,0.8,19,15,60,34,000,000,000,000,000,006,004,009,006,009,Partidas,dfb81359
98,Jaminton Campaz,co COL,LT,Grêmio,20,2000,17,9,907,10.1,2,0,2,2,0,0,2,0,2.9,2.9,2.3,52,27,44,95,020,000,020,020,020,029,023,052,029,052,Partidas,8d5ceef2
99,Luan Cândido,br BRA,ZG,Bragantino,19,2001,18,16,1.410,15.7,3,0,3,3,0,0,1,0,1.2,1.2,0.3,15,14,53,44,019,000,019,019,019,008,002,009,008,009,Partidas,ca151606
100,Fernando Canesin,br BRA,LTAT,Atl Paranaense,28,1992,14,7,600,6.7,1,0,1,1,0,0,3,0,0.9,0.9,0.2,10,9,13,25,015,000,015,015,015,013,003,016,013,016,Partidas,ea3091b7
101,Víctor Cantillo,co COL,LT,Corinthians,27,1993,21,18,1.441,16.0,2,1,3,2,0,0,3,0,0.4,0.4,2.0,24,13,110,11,012,006,019,012,019,002,013,015,002,015,Partidas,45075f2f
102,Capixaba,br BRA,ATLT,Juventude,24,1997,34,17,1.531,17.0,0,2,2,0,0,0,5,0,1.3,1.3,1.8,31,57,36,99,000,012,012,000,012,007,011,018,007,018,Partidas,ea2634a1
103,Juninho Capixaba,br BRA,ZGAT,Bahia,23,1997,26,21,1.887,21.0,0,4,4,0,0,0,6,1,1.5,1.5,4.3,58,69,100,138,000,019,019,000,019,007,021,028,007,028,Partidas,91ba7336
104,Johnny Cardoso,us USA,LT,Internacional,19,2001,27,11,1.211,13.5,0,0,0,0,0,0,1,0,1.0,1.0,0.7,17,11,29,25,000,000,000,000,000,008,005,013,008,013,Partidas,7426f085
105,Igor Cariús,br BRA,ZG,Atl Goianiense,27,1993,27,25,1.987,22.1,1,0,1,1,0,0,6,0,0.9,0.9,0.9,17,27,87,51,005,000,005,005,005,004,004,008,004,008,Partidas,662475de
106,Carlinhos,br BRA,ZG,Fortaleza,34,1986,3,2,177,2.0,0,0,0,0,0,0,1,0,0.3,0.3,0.1,05,5,6,11,000,000,000,000,000,018,006,024,018,024,Partidas,f33a3149
107,Jan Carlos Hurtado,ve VEN,AT,Bragantino,20,2000,13,3,316,3.5,1,1,2,1,0,0,2,0,1.8,1.8,0.5,23,5,2,17,028,028,057,028,057,051,015,066,051,066,Partidas,f50b0b2b
108,João Carlos,br BRA,G,Cuiabá,32,1988,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,ad9e7995
109,Marcelo Carné,br BRA,G,Juventude,30,1990,21,21,1.890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,a24d3330
110,Guilherme Carvalho,br BRA,LT,Juventude,21,1999,33,32,2.622,29.1,4,4,8,4,0,0,8,2,5.0,5.0,3.2,82,34,94,90,014,014,027,014,027,017,011,028,017,028,Partidas,a32d25d3
111,Cássio,br BRA,G,Corinthians,33,1987,37,37,3.330,37.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,d42f6326
112,Nicolás Castillo,cl CHI,ATZG,Juventude,27,1993,2,0,31,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,0,0,0,000,000,000,000,000,029,000,029,029,029,Partidas,58a160e1
113,Cauê,br BRA,AT,Corinthians,18,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,0,1,000,000,000,000,000,000,000,000,000,000,Partidas,072897aa
114,Matheus Cavichioli,br BRA,G,América (MG),34,1986,35,35,3.150,35.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,02,0,1,0,000,003,003,000,003,000,001,001,000,001,Partidas,8470f026
115,Juan Cazares,ec ECU,LTAT,Fluminense,28,1992,22,6,788,8.8,1,2,3,1,0,0,0,0,1.1,1.1,3.0,41,13,78,71,011,023,034,011,034,013,034,047,013,047,Partidas,754368cb
116,Júlio César,br BRA,G,Bragantino,36,1984,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,c369ad04
117,Ronaldo Cesar,br BRA,ATLT,Bahia,20,2000,16,1,361,4.0,0,0,0,0,0,0,1,0,1.4,1.4,0.0,14,5,6,36,000,000,000,000,000,035,000,035,035,035,Partidas,b1200ea8
118,Kayky Chagas,br BRA,ATLT,Fluminense,17,2003,11,2,265,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.3,03,12,8,13,000,000,000,000,000,002,009,012,002,012,Partidas,17734ea0
119,Gabriel Chapecó,br BRA,G,Grêmio,20,2000,24,24,2.122,23.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,a24714b4
120,Chico,br BRA,LTAT,Juventude,29,1991,32,10,1.204,13.4,1,2,3,0,1,1,3,0,1.9,1.1,1.9,29,24,65,72,007,015,022,000,015,014,014,028,008,022,Partidas,bad7d8a9
121,Chico,br BRA,ZG,Sport Recife,22,1998,18,11,1.064,11.8,1,0,1,1,0,0,0,0,0.5,0.5,0.4,09,8,43,9,008,000,008,008,008,004,003,007,004,007,Partidas,4edc0ef3
122,Christian,br BRA,LT,Atl Paranaense,20,2000,32,25,2.115,23.5,2,0,2,2,0,0,6,0,2.2,2.2,1.9,41,23,120,70,009,000,009,009,009,009,008,018,009,018,Partidas,a856b456
123,Léo Chú,br BRA,ATZG,Grêmio,20,2000,4,1,112,1.2,0,1,1,0,0,0,0,0,0.3,0.3,0.4,07,6,4,17,000,080,080,000,080,027,029,056,027,056,Partidas,d88ebbe9
124,Diego Churín,ar ARG,AT,Grêmio,31,1989,6,0,121,1.3,0,0,0,0,0,0,1,0,0.4,0.4,0.2,06,0,2,9,000,000,000,000,000,027,017,044,027,044,Partidas,875ac6e9
125,Léo Cittadini,br BRA,LT,Atl Paranaense,26,1994,29,17,1.699,18.9,0,1,1,0,0,0,3,0,1.2,1.2,0.6,18,20,64,34,000,005,005,000,005,006,003,010,006,010,Partidas,68410185
