Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,-9999
126,Luccas Claro,br BRA,ZG,Fluminense,29,1991,28,27,2.432,27.0,0,0,0,0,0,0,4,0,1.1,1.1,0.2,13,5,33,4,000,000,000,000,000,004,001,005,004,005,Partidas,3cacc0ec
127,Claudinho,br BRA,LT,Bragantino,24,1997,5,5,447,5.0,0,1,1,0,0,0,0,0,1.3,1.3,1.8,31,8,30,45,000,020,020,000,020,026,036,062,026,062,Partidas,8d46713e
128,Mateus Claus,br BRA,G,Bahia,26,1994,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,03103191
129,Clayson,br BRA,LTAT,Cuiabá,25,1995,31,30,2.500,27.8,2,3,5,2,0,0,10,2,4.5,4.5,3.7,81,111,118,172,007,011,018,007,018,016,013,029,016,029,Partidas,85c1009d
130,Cléber,br BRA,AT,Ceará,24,1996,28,14,1.416,15.7,3,0,3,3,0,1,6,2,5.2,4.4,1.0,54,14,24,104,019,000,019,019,019,033,006,039,028,034,Partidas,e539e239
131,Cleberson,br BRA,ZG,Juventude,28,1992,5,1,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,0,0,0,000,000,000,000,000,007,000,007,007,007,Partidas,6ac597e8
132,Anderson Conceição,br BRA,ZG,Cuiabá,31,1989,11,3,389,4.3,0,0,0,0,0,0,1,1,0.2,0.2,0.0,02,0,20,0,000,000,000,000,000,005,000,005,005,005,Partidas,d50b1371
133,Germán Conti,ar ARG,ZG,Bahia,26,1994,28,28,2.450,27.2,0,0,0,0,0,0,6,0,1.8,1.8,0.1,19,23,99,6,000,000,000,000,000,007,000,007,007,007,Partidas,7b18b6db
134,Uillian Correia,br BRA,LT,Cuiabá,31,1989,26,8,980,10.9,1,0,1,1,0,0,1,0,0.5,0.5,0.1,06,10,59,15,009,000,009,009,009,005,001,005,005,005,Partidas,392daca8
135,Bruno Cortez,br BRA,ZG,Grêmio,33,1987,20,16,1.453,16.1,0,0,0,0,0,0,3,1,0.2,0.2,0.5,07,46,61,51,000,000,000,000,000,001,003,004,001,004,Partidas,a3a1198a
136,Tiago Coser,br BRA,ZGLT,Chapecoense,17,2004,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,7afb90a6
137,Diego Costa,es ESP,AT,Atlético Mineiro,32,1988,15,9,774,8.6,4,1,5,4,0,0,3,0,3.3,3.3,1.5,49,11,28,79,047,012,058,047,058,039,018,057,039,057,Partidas,a190d597
138,Douglas Costa,br BRA,ATLT,Grêmio,30,1990,26,20,1.805,20.1,3,2,5,3,0,0,7,0,3.2,3.2,3.5,67,108,105,176,015,010,025,015,025,016,018,033,016,033,Partidas,4fa7cb9b
139,Talles Costa,br BRA,LT,São Paulo,18,2002,7,2,176,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,03,3,9,18,000,000,000,000,000,008,006,014,008,014,Partidas,d8f15d24
140,Matheus Cotulio Bossa,br BRA,LT,Juventude,27,1993,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,5,0,000,000,000,000,000,000,000,000,000,000,Partidas,95562b14
141,Lucas Crispim,br BRA,ZG,Fortaleza,26,1994,26,23,1.960,21.8,1,7,8,1,0,1,4,0,2.4,1.6,3.9,55,48,108,87,005,032,037,005,037,011,018,029,007,025,Partidas,6501ff61
142,Cristiano,br BRA,AT,Ceará,21,1999,1,0,7,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,53fd84ba
143,Cristiano,br BRA,ATLT,Sport Recife,19,2001,9,1,166,1.8,0,0,0,0,0,0,0,0,1.3,1.3,0.1,14,8,5,27,000,000,000,000,000,070,006,076,070,076,Partidas,a594bc5f
144,Daniel Cruz,br BRA,LT,Atl Paranaense,19,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,0,0,1,000,000,000,000,000,038,000,038,038,038,Partidas,86a118c2
145,Tomás Cuello,ar ARG,ATLT,Bragantino,20,2000,30,23,1.982,22.0,3,2,5,3,0,0,2,0,2.3,2.3,2.3,45,81,92,202,014,009,023,014,023,010,010,021,010,021,Partidas,5c8615dd
146,Juan Cuesta,co COL,ATLT,Internacional,18,2002,4,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,0,3,8,000,000,000,000,000,001,008,009,001,009,Partidas,39c83069
147,Víctor Cuesta,ar ARG,ZG,Internacional,32,1988,35,34,3.090,34.3,0,5,5,0,0,0,11,0,0.8,0.8,2.1,29,24,133,10,000,015,015,000,015,002,006,008,002,008,Partidas,39fb428f
148,Robert Piris Da Motta,py PAR,LTAT,Flamengo,26,1994,5,1,136,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,01,1,8,2,000,000,000,000,000,002,002,004,002,004,Partidas,66fa6e87
149,Daniel,br BRA,G,Internacional,26,1994,23,23,2.070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,636fc976
150,Wellington Daniel Bueno,br BRA,ZG,Atlético Mineiro,25,1995,1,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,3,0,000,000,000,000,000,000,000,000,000,000,Partidas,170f7217
151,Danielzinho,br BRA,LT,Bahia,25,1996,31,27,2.138,23.8,1,2,3,1,0,0,6,0,1.5,1.5,2.2,37,42,259,62,004,008,013,004,013,006,009,015,006,015,Partidas,832ab167
152,Danilo,br BRA,LT,Palmeiras,19,2001,22,18,1.553,17.3,2,1,3,2,0,0,4,0,2.5,2.5,1.5,40,28,78,41,012,006,017,012,017,014,009,023,014,023,Partidas,a816dbfb
153,Danilo,br BRA,ATLT,Cuiabá,21,1999,14,8,685,7.6,0,0,0,0,0,0,1,0,1.1,1.1,0.2,13,16,14,42,000,000,000,000,000,015,002,017,015,017,Partidas,315cdad5
154,David,br BRA,AT,Fortaleza,25,1995,32,23,1.937,21.5,5,2,7,5,0,0,5,1,6.4,6.4,3.1,95,68,48,196,023,009,033,023,033,030,014,044,030,044,Partidas,92f9ace5
155,Dawhan,br BRA,LT,Juventude,24,1996,23,22,1.866,20.7,3,1,4,3,0,0,5,0,1.1,1.1,1.4,25,12,68,10,014,005,019,014,019,005,007,012,005,012,Partidas,ea214fab
156,Giorgian De Arrascaeta,uy URU,LT,Flamengo,26,1994,14,11,921,10.2,1,6,7,1,0,0,3,0,2.1,2.1,3.4,55,33,87,102,010,059,068,010,068,021,033,054,021,054,Partidas,be8d02dd
157,Denner,br BRA,LT,Chapecoense,21,1999,18,18,1.276,14.2,0,1,1,0,0,0,2,0,0.2,0.2,2.4,27,18,53,49,000,007,007,000,007,002,017,019,002,019,Partidas,5320f26d
158,Valentín Depietri,ar ARG,AT,Fortaleza,20,2000,9,4,313,3.5,1,1,2,1,0,0,1,0,0.8,0.8,0.6,14,11,5,27,029,029,058,029,058,022,017,039,022,039,Partidas,d02cb5d7
159,Derlan,br BRA,ZG,Chapecoense,24,1996,15,13,1.210,13.4,1,0,1,1,0,0,5,0,0.6,0.6,0.3,09,9,29,4,007,000,007,007,007,004,002,007,004,007,Partidas,33fe8402
160,Deyverson,br BRA,AT,Palmeiras,29,1991,26,9,1.066,11.8,4,3,7,4,0,0,4,0,5.3,5.2,2.3,75,8,34,60,034,025,059,034,059,045,019,064,044,063,Partidas,2e5e846d
161,Gabriel Dias,br BRA,ZG,Ceará,26,1994,16,13,1.129,12.5,0,0,0,0,0,0,1,1,0.9,0.9,0.5,14,6,25,39,000,000,000,000,000,007,004,011,007,011,Partidas,b1a405dc
162,Diego,br BRA,ZG,América (MG),24,1996,9,6,501,5.6,0,0,0,0,0,0,0,0,0.1,0.1,0.2,03,16,24,37,000,000,000,000,000,002,004,006,002,006,Partidas,5763e584
163,Diego,br BRA,ZG,São Paulo,21,1999,12,7,666,7.4,0,0,0,0,0,0,1,0,0.4,0.4,0.0,04,14,35,2,000,000,000,000,000,005,000,005,005,005,Partidas,7fb8f90c
164,Diego,br BRA,LT,Flamengo,35,1985,19,19,1.377,15.3,0,1,1,0,0,0,6,1,1.1,1.1,1.9,30,39,139,35,000,007,007,000,007,007,012,019,007,019,Partidas,255a478a
165,Dodô,br BRA,ZG,Atlético Mineiro,28,1992,14,10,883,9.8,1,0,1,1,0,0,3,0,0.3,0.3,0.7,10,19,34,62,010,000,010,010,010,003,007,010,003,010,Partidas,99931185
166,Matheus Donelli,br BRA,G,Corinthians,18,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,7c736064
167,Thiago dos Santos,br BRA,LT,Grêmio,31,1989,27,27,2.115,23.5,4,1,5,4,0,0,10,0,2.4,2.4,0.6,30,14,100,11,017,004,021,017,021,010,003,013,010,013,Partidas,5408d2b2
168,Maycon Douglas,br BRA,ATLT,Bahia,24,1996,21,4,589,6.5,1,1,2,1,0,0,1,0,1.5,1.5,1.1,26,22,7,67,015,015,031,015,031,023,016,040,023,040,Partidas,d261f0d3
169,Rodrigo Dourado,br BRA,LT,Internacional,26,1994,29,28,2.296,25.5,2,2,4,2,0,0,10,0,0.8,0.8,1.8,27,13,118,29,008,008,016,008,016,003,007,011,003,011,Partidas,d7d05a22
170,Dudu,br BRA,ATLT,Palmeiras,29,1992,21,17,1.482,16.5,2,2,4,2,0,0,3,1,3.3,3.3,3.1,64,99,88,168,012,012,024,012,024,020,019,039,020,039,Partidas,895ef5ec
171,Pablo Dyego,br BRA,LTAT,Atl Goianiense,26,1994,4,0,38,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,02,0,0,7,000,000,000,000,000,053,000,053,053,053,Partidas,fce54d7d
172,Edenílson,br BRA,LTAT,Internacional,31,1989,33,30,2.711,30.1,11,7,18,5,6,6,5,1,8.5,3.8,6.2,99,61,154,108,037,023,060,017,040,028,021,049,012,033,Partidas,4e50f20e
173,Eder,br BRA,ZG,Atl Goianiense,25,1995,34,34,3.015,33.5,1,1,2,1,0,0,8,0,1.7,1.7,0.2,19,18,102,2,003,003,006,003,006,005,001,006,005,006,Partidas,ba1a2c4c
174,Éder,it ITA,AT,São Paulo,34,1986,17,8,647,7.2,1,2,3,1,0,0,3,0,2.1,2.1,1.1,32,8,10,45,014,028,042,014,042,029,016,045,029,045,Partidas,5a325298
175,Éderson,br BRA,LT,Fortaleza,21,1999,34,29,2.623,29.1,1,2,3,1,0,0,6,0,2.7,2.7,1.9,46,34,105,65,003,007,010,003,010,009,007,016,009,016,Partidas,a9202def
176,Edinho,br BRA,LT,Fortaleza,26,1994,13,1,199,2.2,0,0,0,0,0,0,0,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,a8cedcd9
177,Edson,br BRA,LT,Bahia,22,1998,13,5,464,5.2,0,0,0,0,0,0,4,0,0.4,0.4,0.1,04,2,16,3,000,000,000,000,000,007,001,008,007,008,Partidas,644d4d85
178,Eduardo,br BRA,ZG,América (MG),34,1986,10,8,739,8.2,0,0,0,0,0,0,2,0,0.2,0.2,0.7,09,25,37,49,000,000,000,000,000,002,009,010,002,010,Partidas,066c0e3e
179,Carlos Eduardo,br BRA,ATLT,Atl Paranaense,24,1996,22,11,1.006,11.2,1,0,1,1,0,0,2,0,0.9,0.9,0.9,18,39,16,95,009,000,009,009,009,008,008,016,008,016,Partidas,27c23008
180,Carlos Eduardo,br BRA,G,Sport Recife,28,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,627b6eb1
181,Rafael Elias,br BRA,ATLT,Cuiabá,21,1999,10,3,286,3.2,1,0,1,1,0,0,4,0,0.6,0.6,0.1,07,3,7,23,031,000,031,031,031,020,003,022,020,022,Partidas,31737e86
182,Eltinho,br BRA,ZG,Juventude,33,1987,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,e8f45f36
183,Elton,br BRA,LT,Juventude,30,1990,10,9,745,8.3,0,0,0,0,0,0,3,0,0.2,0.2,0.1,03,7,18,3,000,000,000,000,000,002,002,004,002,004,Partidas,42b5868b
184,Alan Empereur,br BRA,ZG,Palmeiras,26,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,1,1,0,000,000,000,000,000,009,000,009,009,009,Partidas,825b8997
185,Alan Empereur,br BRA,ZG,Cuiabá,26,1994,14,13,1.201,13.3,1,0,1,1,0,0,3,0,0.5,0.5,0.0,06,8,42,3,007,000,007,007,007,004,000,004,004,004,Partidas,825b8997
186,Erick,br BRA,LTZG,Atl Paranaense,23,1997,25,17,1.477,16.4,0,1,1,0,0,0,4,0,1.7,1.7,0.9,26,18,103,53,000,006,006,000,006,010,006,016,010,016,Partidas,8a826636
187,Erick,br BRA,ATLT,Ceará,23,1997,16,6,697,7.7,0,0,0,0,0,0,2,0,1.3,1.3,0.5,18,27,50,65,000,000,000,000,000,017,007,024,017,024,Partidas,8edcad0d
188,Lucas Esteves,br BRA,AT,Palmeiras,20,2000,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,1,000,000,000,000,000,000,000,000,000,000,Partidas,c6ec0258
189,Lucas Evangelista,br BRA,LT,Bragantino,25,1995,14,13,1.095,12.2,2,2,4,2,0,0,3,0,0.7,0.7,0.8,15,13,63,36,016,016,033,016,033,006,006,012,006,012,Partidas,5f4ce4b6
190,Everaldo,br BRA,ATLT,Sport Recife,26,1994,17,14,1.015,11.3,0,2,2,0,0,0,3,0,0.7,0.7,1.7,23,42,30,83,000,018,018,000,018,006,015,021,006,021,Partidas,bdb57777
191,Éverson,br BRA,G,Atlético Mineiro,30,1990,37,37,3.330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,a59c090b
192,Éverton,br BRA,AT,Grêmio,32,1988,4,0,49,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,01,1,4,11,000,000,000,000,000,018,000,018,018,018,Partidas,f50a3570
193,Ewerton,br BRA,ZG,Sport Recife,20,2000,18,16,1.442,16.0,0,1,1,0,0,0,1,0,0.8,0.8,0.9,17,23,56,65,000,006,006,000,006,005,006,011,005,011,Partidas,c41aca39
194,Ezequiel,br BRA,ZGLT,Chapecoense,27,1993,14,6,637,7.1,0,0,0,0,0,0,2,0,0.0,0.0,0.6,06,13,19,27,000,000,000,000,000,000,008,008,000,008,Partidas,63878f62
195,Bruno Fabiano Alves,br BRA,ZG,São Paulo,29,1991,23,18,1.656,18.4,0,0,0,0,0,0,4,0,0.9,0.9,0.2,11,19,77,4,000,000,000,000,000,005,001,006,005,006,Partidas,3e0cfaf4
196,Fabinho,br BRA,LT,Palmeiras,18,2002,3,2,190,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,03,2,7,1,000,000,000,000,000,010,005,015,010,015,Partidas,ff0e595c
197,Fabinho,br BRA,ATLT,Chapecoense,21,1999,10,4,370,4.1,0,0,0,0,0,0,0,0,1.3,1.3,0.3,16,8,11,29,000,000,000,000,000,031,007,038,031,038,Partidas,7ea8af29
198,Fabrício,br BRA,ATLT,América (MG),23,1997,22,14,1.207,13.4,3,2,5,3,0,0,3,0,3.5,3.5,2.5,60,40,48,115,022,015,037,022,037,025,019,044,025,044,Partidas,0211a29e
199,Fagner,br BRA,ZG,Corinthians,31,1989,35,35,3.043,33.8,0,1,1,0,0,0,6,1,0.5,0.5,3.7,43,71,213,86,000,003,003,000,003,002,011,013,002,013,Partidas,a9cc58fe
200,Gabriel Falcão,br BRA,LT,São Paulo,20,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,9ba82b05
201,Lucas Fasson,br BRA,ZG,Atl Paranaense,19,2001,8,8,720,8.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,02,10,47,4,000,000,000,000,000,002,000,002,002,002,Partidas,31ecbf29
202,Felipe Felicio,br BRA,LTAT,Atlético Mineiro,18,2002,5,0,112,1.2,0,0,0,0,0,0,0,0,1.1,1.1,0.0,11,2,2,2,000,000,000,000,000,085,000,085,085,085,Partidas,f1d39d13
203,Felipe,br BRA,LT,Fortaleza,26,1994,28,22,1.824,20.3,0,0,0,0,0,0,11,1,0.7,0.7,0.9,16,44,137,26,000,000,000,000,000,004,004,008,004,008,Partidas,cadbabf9
204,Everton Felipe,br BRA,LTAT,Sport Recife,23,1997,20,11,1.113,12.4,0,1,1,0,0,1,1,0,1.2,0.4,2.2,26,36,76,74,000,008,008,000,008,010,018,028,004,021,Partidas,70396c75
205,Luis Felipe,br BRA,ZG,Santos,27,1993,23,23,1.901,21.1,0,1,1,0,0,0,4,0,,,,,,,,000,005,005,000,005,,,,,,Partidas,746c8624
206,Marcos Felipe,br BRA,G,Fluminense,24,1996,36,36,3.240,36.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,453bdfb9
207,Danilo Fernandes,br BRA,G,Bahia,32,1988,16,16,1.440,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,ed05acdc
208,Matheus Fernandes,br BRA,LT,Palmeiras,22,1998,7,4,380,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.2,02,3,9,8,000,000,000,000,000,001,004,005,001,005,Partidas,f76fdcd2
209,Thiago Fernandes,br BRA,LTAT,Flamengo,19,2001,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,2,4,4,000,000,000,000,000,000,052,052,000,052,Partidas,e3550df1
210,Ignacio Fernández,ar ARG,LT,Atlético Mineiro,31,1990,26,20,1.806,20.1,5,5,10,4,1,2,4,0,4.9,3.2,4.9,82,46,167,163,025,025,050,020,045,025,025,049,016,041,Partidas,97a17c0b
211,Fernandinho,br BRA,ATLT,Chapecoense,23,1997,15,11,1.040,11.6,0,0,0,0,0,0,2,0,1.9,1.9,1.3,32,45,15,70,000,000,000,000,000,016,011,027,016,027,Partidas,877b54d5
212,Luiz Fernando,br BRA,ATLT,Grêmio,24,1996,9,2,241,2.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,04,7,6,30,000,000,000,000,000,009,006,015,009,015,Partidas,824ed016
213,Matheus Ferraz,br BRA,ZG,Fluminense,35,1985,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,2,0,000,000,000,000,000,000,000,000,000,000,Partidas,7154c7eb
214,Ferreira,br BRA,ATLT,Grêmio,23,1997,29,24,2.134,23.7,3,6,9,3,0,0,3,0,5.2,5.2,4.0,92,158,83,262,013,025,038,013,038,022,017,039,022,039,Partidas,1414e902
215,Jael Ferreira,br BRA,AT,Ceará,32,1988,23,12,813,9.0,2,3,5,1,1,1,7,0,2.2,1.5,1.0,25,5,25,47,022,033,055,011,044,025,011,036,017,028,Partidas,293db875
216,Luiz Filipe,br BRA,ATLT,Atlético Mineiro,19,2001,2,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,1,1,3,000,000,000,000,000,000,022,022,000,022,Partidas,4a615e0b
217,Chrigor Flore,br BRA,ATLT,América (MG),20,2000,5,3,257,2.9,0,0,0,0,0,0,0,0,1.4,1.4,0.1,15,5,1,16,000,000,000,000,000,048,005,053,048,053,Partidas,226f1a53
218,Chrigor Flore,br BRA,ATLT,Bragantino,20,2000,2,0,8,0.1,1,0,1,1,0,0,0,0,0.3,0.3,0.0,03,1,1,0,1125,000,1125,1125,1125,389,000,389,389,389,Partidas,226f1a53
219,Lucas Fonseca,br BRA,ZG,Bahia,35,1985,3,3,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,9,0,000,000,000,000,000,001,000,001,001,001,Partidas,01d240eb
220,Foquinho,br BRA,LTAT,Chapecoense,20,2000,8,0,118,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,02,8,14,4,000,000,000,000,000,011,004,016,011,016,Partidas,350794f1
221,Rafael Forster,br BRA,ZG,Juventude,30,1990,32,31,2.637,29.3,0,0,0,0,0,0,5,1,1.0,1.0,0.2,12,12,70,0,000,000,000,000,000,003,001,004,003,004,Partidas,eb3f56e5
222,Edimar Fraga,br BRA,ZG,Bragantino,34,1986,20,14,1.247,13.9,0,0,0,0,0,0,3,0,0.3,0.3,0.9,12,25,49,46,000,000,000,000,000,003,006,009,003,009,Partidas,e1bcce4c
223,Matheus França,br BRA,LT,Flamengo,16,2004,2,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,2,4,4,000,000,000,000,000,031,000,031,031,031,Partidas,077faf72
224,Alan Franco,ec ECU,LT,Atlético Mineiro,22,1998,5,1,128,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,3,8,2,000,000,000,000,000,000,005,005,000,005,Partidas,c76b161b
225,Fred,br BRA,AT,Fluminense,37,1983,24,22,1.574,17.5,5,3,8,2,3,3,8,1,6.3,4.0,1.6,56,7,40,79,029,017,046,011,029,036,009,045,022,032,Partidas,acaeba74
226,Lucas Freitas,br BRA,ZG,Palmeiras,20,2001,3,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,001,001,000,001,Partidas,a92be6c1
227,Marlon Freitas,br BRA,LT,Atl Goianiense,25,1995,26,24,2.224,24.7,3,3,6,1,2,2,5,0,3.0,1.4,2.6,41,37,187,35,012,012,024,004,016,012,011,023,006,016,Partidas,ae3181de
228,Douglas Friedrich,br BRA,G,Juventude,32,1988,17,17,1.530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,8789242d
229,Gabriel,br BRA,ZG,Atlético Mineiro,25,1995,5,4,367,4.1,1,0,1,1,0,0,1,0,0.2,0.2,0.1,03,0,11,1,025,000,025,025,025,005,003,008,005,008,Partidas,e8532222
230,Gabriel,br BRA,LT,São Paulo,21,1999,29,24,2.036,22.6,4,1,5,4,0,0,3,0,4.6,4.6,2.3,69,63,100,197,018,004,022,018,022,020,010,031,020,031,Partidas,135d500d
231,Gabriel,br BRA,LT,Corinthians,28,1992,31,29,2.411,26.8,2,1,3,2,0,0,6,1,1.0,1.0,0.4,15,23,109,37,007,004,011,007,011,004,002,005,004,005,Partidas,e9c0d5d8
232,Eduardo Gabriel,br BRA,ZG,América (MG),24,1996,35,35,3.135,34.8,1,1,2,1,0,0,2,0,1.9,1.9,0.8,28,26,93,5,003,003,006,003,006,006,002,008,006,008,Partidas,aed65960
233,Victor Gabriel,br BRA,ZG,Sport Recife,16,2004,1,1,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,2,000,000,000,000,000,000,003,003,000,003,Partidas,d1c8df97
234,Vitor Gabriel,br BRA,AT,Flamengo,21,2000,7,4,351,3.9,0,1,1,0,0,0,1,0,1.4,1.4,0.5,20,2,1,16,000,026,026,000,026,037,014,051,037,051,Partidas,094c2abd
235,Zé Gabriel,br BRA,ZGLT,Internacional,22,1999,9,3,379,4.2,0,0,0,0,0,0,2,0,0.2,0.2,0.0,02,1,12,0,000,000,000,000,000,005,000,005,005,005,Partidas,2879ff2a
236,Matheus Galdezani,br BRA,LT,Bahia,28,1992,11,2,319,3.5,0,0,0,0,0,0,2,0,0.2,0.2,0.3,05,5,38,16,000,000,000,000,000,006,007,014,006,014,Partidas,5042eb90
237,Antonio Galeano,py PAR,ZGAT,São Paulo,20,2000,12,6,661,7.3,0,0,0,0,0,0,3,0,1.3,1.3,0.2,15,21,21,37,000,000,000,000,000,017,003,020,017,020,Partidas,f7d301ee
238,Thiago Galhardo,br BRA,AT,Internacional,31,1989,9,5,460,5.1,1,0,1,1,0,0,3,0,1.1,1.1,1.4,25,6,9,22,020,000,020,020,020,021,027,048,021,048,Partidas,766f48dd
239,Ganso,br BRA,LT,Fluminense,31,1989,10,5,453,5.0,0,0,0,0,0,0,0,0,0.6,0.6,0.3,09,5,37,18,000,000,000,000,000,012,007,018,012,018,Partidas,23593121
240,García,br BRA,LTZG,Palmeiras,19,2002,3,3,264,2.9,0,0,0,0,0,0,1,0,0.1,0.1,0.0,01,5,8,10,000,000,000,000,000,002,001,003,002,003,Partidas,45d071f4
241,Luan Garcia,br BRA,ZG,Palmeiras,27,1993,26,25,2.216,24.6,1,0,1,1,0,0,2,0,1.0,1.0,0.6,16,21,101,5,004,000,004,004,004,004,002,007,004,007,Partidas,6ebe6cc1
242,Rafael Gava,br BRA,LTAT,Cuiabá,27,1993,31,20,1.704,18.9,2,5,7,2,0,0,2,0,2.0,2.0,3.4,55,22,96,56,011,026,037,011,037,011,018,029,011,029,Partidas,713e1a36
243,Geovane,br BRA,ATLT,América (MG),22,1998,10,2,251,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.2,08,11,13,18,036,000,036,036,036,023,007,029,023,029,Partidas,64f7633a
244,Geovane,br BRA,LT,Ceará,21,1999,3,3,196,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,03,1,8,7,000,000,000,000,000,005,010,015,005,015,Partidas,099a14d5
245,Pedro Geromel,br BRA,ZG,Grêmio,35,1985,24,24,2.160,24.0,0,0,0,0,0,0,6,0,0.7,0.7,0.2,09,8,68,5,000,000,000,000,000,003,001,004,003,004,Partidas,78f81520
246,Gerson,br BRA,LT,Flamengo,23,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.6,0.6,0.3,09,12,25,17,000,000,000,000,000,015,008,023,015,023,Partidas,8827bf46
247,Geuvânio,br BRA,ATLT,Chapecoense,28,1992,27,7,722,8.0,3,1,4,3,0,0,3,1,1.0,1.0,0.7,17,24,21,47,037,012,050,037,050,012,009,021,012,021,Partidas,458c949b
248,Gil,br BRA,ZG,Corinthians,33,1987,37,37,3.330,37.0,0,1,1,0,0,0,5,0,1.1,1.1,0.6,17,3,53,1,000,003,003,000,003,003,002,004,003,004,Partidas,31edef00
249,Gilberto,br BRA,AT,Bahia,31,1989,36,29,2.551,28.3,15,2,17,12,3,3,7,0,11.3,9.0,1.7,106,28,39,131,053,007,060,042,049,040,006,046,032,038,Partidas,5da22685
250,Giovani,br BRA,ATLT,Palmeiras,17,2004,3,3,228,2.5,1,0,1,1,0,0,0,0,0.2,0.2,0.1,03,13,5,13,039,000,039,039,039,009,003,013,009,013,Partidas,a199bd5f
251,Igor Gomes,br BRA,LT,São Paulo,21,1999,31,24,2.042,22.7,2,0,2,2,0,0,5,0,2.2,2.2,1.9,41,36,107,84,009,000,009,009,009,010,008,018,010,018,Partidas,6a7fb945
252,João Gomes,br BRA,LT,Flamengo,19,2001,19,11,1.003,11.1,0,1,1,0,0,0,4,0,1.1,1.1,2.4,35,28,65,39,000,009,009,000,009,010,021,031,010,031,Partidas,8b57ad2c
253,Leo Gomes,br BRA,LT,Chapecoense,23,1997,7,6,480,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.1,01,7,18,5,000,000,000,000,000,002,001,003,002,003,Partidas,69897e09
