Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,Partidas,-9999
626,Ruy,br BRA,LTAT,América (MG),29,1989,21,11,1.106,12.3,1,2,3,0,1,1,0,0,,,,008,016,024,000,016,Partidas,5c0d029b
627,Carlos Sánchez,uy URU,LT,Santos,33,1984,16,16,1.337,14.9,4,4,8,3,1,1,2,1,,,,027,027,054,020,047,Partidas,a6dbad80
628,Sander,br BRA,ZG,Sport Recife,27,1990,28,27,2.475,27.5,0,3,3,0,0,0,9,0,,,,000,011,011,000,011,Partidas,3c16ca6c
629,Alex Santana,br BRA,LT,Paraná,22,1995,27,21,1.945,21.6,4,0,4,4,0,0,7,0,,,,019,000,019,019,019,Partidas,e75dc411
630,Jhony Santiago,br BRA,LT,Paraná,20,1997,8,2,269,3.0,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,ed7bd640
631,Santos,br BRA,G,Atl Paranaense,27,1990,32,32,2.880,32.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,b8d0b69c
632,Ademir Santos,br BRA,LT,América (MG),22,1995,14,5,696,7.7,1,1,2,1,0,0,3,0,,,,013,013,026,013,026,Partidas,4b7d58c2
633,Aderlan Santos,br BRA,ZG,Vitória,28,1989,20,19,1.657,18.4,1,0,1,1,0,0,4,0,,,,005,000,005,005,005,Partidas,847e4cd8
634,Cícero Santos,br BRA,LT,Grêmio,33,1984,24,20,1.822,20.2,2,1,3,1,1,1,5,0,,,,010,005,015,005,010,Partidas,823574bd
635,Emerson Santos,br BRA,ZG,Internacional,22,1995,9,9,809,9.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,c3f98d3c
636,Fábio Santos,br BRA,ZG,Atlético Mineiro,32,1985,32,32,2.816,31.3,4,1,5,0,4,5,8,1,,,,013,003,016,000,003,Partidas,d0d786fd
637,Junior Santos,br BRA,ZG,Paraná,26,1992,22,21,1.892,21.0,1,1,2,1,0,0,4,0,,,,005,005,010,005,010,Partidas,a78d4dc4
638,Léo Santos,br BRA,ZG,Corinthians,19,1998,22,20,1.775,19.7,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,fa5f51c8
639,Luis Eduardo Marques dos Santos,br BRA,ZG,Internacional,20,1997,2,1,83,0.9,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,5c5a0d4d
640,Marcelo Santos,br BRA,LT,Botafogo (RJ),23,1994,4,0,118,1.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,d67fb83e
641,Rafael Santos,br BRA,ZG,Cruzeiro,19,1998,1,0,15,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c72a6057
642,Rene Santos,br BRA,ZG,Paraná,25,1992,19,18,1.513,16.8,0,0,0,0,0,0,4,1,,,,000,000,000,000,000,Partidas,bee587c0
643,Thiago Santos,br BRA,AT,Paraná,27,1990,6,4,371,4.1,1,1,2,0,1,1,2,0,,,,024,024,049,000,024,Partidas,74781554
644,Martín Sarrafiore,ar ARG,AT,Internacional,20,1997,1,0,7,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,55f096b1
645,Eduardo Sasha,br BRA,ATLT,Santos,25,1992,25,19,1.495,16.6,1,3,4,1,0,0,1,0,,,,006,018,024,006,024,Partidas,b938b871
646,Sassá,br BRA,AT,Cruzeiro,24,1994,16,8,761,8.5,2,0,2,2,0,0,3,0,,,,024,000,024,024,024,Partidas,445f7fc6
647,Saulo,br BRA,G,Botafogo (RJ),22,1995,17,16,1.514,16.8,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,bf819f29
648,Christian Savio,br BRA,LT,América (MG),22,1995,10,9,748,8.3,1,0,1,1,0,0,1,0,,,,012,000,012,012,012,Partidas,07902d3c
649,Matheus Sávio,br BRA,LTAT,Flamengo,20,1997,5,3,205,2.3,1,0,1,1,0,0,0,0,,,,044,000,044,044,044,Partidas,41c692fc
650,Gustavo Scarpa,br BRA,LT,Palmeiras,24,1994,12,8,653,7.3,2,1,3,1,1,1,3,0,,,,028,014,041,014,028,Partidas,2964fd20
651,Serginho,br BRA,LT,América (MG),22,1995,12,12,1.057,11.7,4,3,7,4,0,0,1,0,,,,034,026,060,034,060,Partidas,b51396fe
652,Shaylon,br BRA,LT,São Paulo,20,1997,14,3,395,4.4,2,0,2,2,0,0,1,0,,,,046,000,046,046,046,Partidas,69c11ef0
653,Emerson Sheik,qa QAT,ATLT,Corinthians,39,1978,17,3,357,4.0,0,2,2,0,0,0,3,0,,,,000,050,050,000,050,Partidas,f22c0b3b
654,Sidão,br BRA,G,São Paulo,35,1982,28,28,2.520,28.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,f554f2f0
655,Sidcley,br BRA,ZG,Corinthians,24,1993,11,11,945,10.5,1,1,2,1,0,0,1,0,,,,010,010,019,010,019,Partidas,a5e96539
656,Aderlan Silva,br BRA,ZGLT,América (MG),27,1990,23,20,1.712,19.0,0,2,2,0,0,0,8,1,,,,000,011,011,000,011,Partidas,48371573
657,Bergson da Silva,br BRA,AT,Atl Paranaense,26,1991,16,9,871,9.7,3,1,4,2,1,1,6,0,,,,031,010,041,021,031,Partidas,056bea46
658,Bruno Silva,br BRA,LT,Cruzeiro,31,1986,20,14,1.115,12.4,2,1,3,2,0,0,5,0,,,,016,008,024,016,024,Partidas,6efbf91e
659,Bruno Silva,br BRA,ZGLT,Vasco da Gama,29,1988,11,10,846,9.4,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,6fa2f5fe
660,Bruno Silva,br BRA,LT,Chapecoense,17,2000,31,9,1.343,14.9,1,4,5,1,0,0,2,0,,,,007,027,034,007,034,Partidas,e74901c0
661,Caio Henrique Oliveira Silva,br BRA,LTAT,Paraná,20,1997,27,22,1.979,22.0,0,3,3,0,0,0,2,0,,,,000,014,014,000,014,Partidas,30af8b93
662,Danilo da Silva,br BRA,ZG,Internacional,31,1986,2,2,180,2.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,1286ba63
663,Diogo Silva,br BRA,G,Ceará,31,1986,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1befd6e1
664,Bryan Silva Garcia,br BRA,ZGLT,Vitória,25,1992,7,6,496,5.5,0,1,1,0,0,0,3,1,,,,000,018,018,000,018,Partidas,b776ab8e
665,Leonardo Silva,br BRA,ZG,Atlético Mineiro,38,1979,24,24,2.077,23.1,4,0,4,4,0,0,8,0,,,,017,000,017,017,017,Partidas,5cabc265
666,Lucas Silva,br BRA,LT,Cruzeiro,24,1993,23,19,1.595,17.7,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,1c646218
667,Marcão Silva,br BRA,LT,Sport Recife,27,1991,15,15,1.243,13.8,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,e7f8bf4a
668,Martín Silva,uy URU,G,Vasco da Gama,34,1983,24,24,2.160,24.0,0,0,0,0,0,0,4,0,,,,000,000,000,000,000,Partidas,a82aee85
669,Matheus Pereira da Silva,br BRA,LT,Paraná,19,1998,2,0,75,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,bef22bc4
670,Ricardo Silva,br BRA,ZG,América (MG),25,1992,1,1,90,1.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,a5075276
671,Wellington Silva,br BRA,LT,Internacional,25,1993,10,2,266,3.0,1,1,2,1,0,0,0,1,,,,034,034,068,034,068,Partidas,5c60f49c
672,Jailson Siqueira,br BRA,LT,Grêmio,22,1995,14,10,977,10.9,1,0,1,1,0,0,2,0,,,,009,000,009,009,009,Partidas,b4819112
673,Everton Soares,br BRA,LT,Grêmio,21,1996,27,24,2.129,23.7,10,2,12,10,0,0,5,0,,,,042,008,051,042,051,Partidas,b1cbc666
674,Rafael Sóbis,br BRA,LTAT,Cruzeiro,32,1985,19,13,1.162,12.9,3,1,4,1,2,2,3,0,,,,023,008,031,008,015,Partidas,aed1e36b
675,Junior Sornoza,ec ECU,LT,Fluminense,24,1994,29,26,2.180,24.2,1,1,2,1,0,0,6,1,,,,004,004,008,004,008,Partidas,fdb68e2a
676,Natanael de Sousa Santos Júnior,br BRA,LT,Chapecoense,32,1985,2,1,58,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,2d0d486f
677,Fillipe Soutto,br BRA,LT,Vitória,26,1991,5,5,405,4.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,df9add04
678,Deivid Souza,br BRA,LT,Paraná,29,1988,7,4,382,4.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e42e1345
679,Diego Souza,br BRA,AT,São Paulo,32,1985,32,32,2.617,29.1,12,3,15,12,0,0,0,1,,,,041,010,052,041,052,Partidas,273a2635
680,Jackson de Souza,br BRA,ZG,Bahia,27,1990,6,5,421,4.7,0,0,0,0,0,0,2,1,,,,000,000,000,000,000,Partidas,e82deb13
681,Maicon Souza,br BRA,LT,Grêmio,32,1985,21,20,1.517,16.9,3,2,5,3,0,1,3,0,,,,018,012,030,018,030,Partidas,e0142382
682,Odair Souza,br BRA,LT,Chapecoense,35,1982,3,0,22,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,a475bcf3
683,Gabriel Taliari,br BRA,LT,Atl Paranaense,20,1997,3,0,41,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,75a16442
684,Diego Tavares,br BRA,ZG,Paraná,26,1991,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b4280f67
685,Júnior Tavares,br BRA,ZGLT,São Paulo,21,1996,1,0,36,0.4,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,f1675fdd
686,Tchê Tchê,br BRA,ZGLT,Palmeiras,25,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,5f2caf8f
687,David Terans,uy URU,ATLT,Atlético Mineiro,23,1994,19,3,528,5.9,1,1,2,1,0,0,2,0,,,,017,017,034,017,034,Partidas,d3d89d8d
688,Thaciano,br BRA,LT,Grêmio,22,1995,17,7,735,8.2,1,0,1,1,0,0,3,0,,,,012,000,012,012,012,Partidas,139113e4
689,Thiaguinho,br BRA,LTZG,Corinthians,20,1997,9,5,569,6.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,ad967d57
690,Thuler,br BRA,ZG,Flamengo,18,1999,7,5,501,5.6,1,0,1,1,0,0,1,0,,,,018,000,018,018,018,Partidas,db23d9fc
691,Rafael Thyere,br BRA,ZG,Chapecoense,24,1993,28,28,2.520,28.0,1,0,1,1,0,0,7,0,,,,004,000,004,004,004,Partidas,e2a29d9d
692,Miguel Trauco,pe PER,ZG,Flamengo,25,1992,6,4,368,4.1,0,4,4,0,0,0,0,0,,,,000,098,098,000,098,Partidas,e4b72e34
693,Santiago Tréllez,co COL,ATLT,São Paulo,28,1990,23,6,745,8.3,4,0,4,4,0,0,2,0,,,,048,000,048,048,048,Partidas,2446ac6b
694,Uendel,br BRA,ZG,Internacional,29,1988,3,3,227,2.5,0,1,1,0,0,0,0,0,,,,000,040,040,000,040,Partidas,0bd9e045
695,Fernando Uribe,co COL,AT,Flamengo,30,1988,20,16,1.327,14.7,6,2,8,6,0,0,1,0,,,,041,014,054,041,054,Partidas,cec4c774
696,Valdívia,br BRA,LT,São Paulo,23,1994,5,0,128,1.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e12be458
697,Valdo,br BRA,ZG,Ceará,25,1992,17,12,1.090,12.1,1,0,1,1,0,0,0,0,,,,008,000,008,008,008,Partidas,e80b3ed7
698,Leonardo Valencia,cl CHI,LT,Botafogo (RJ),26,1991,27,25,2.094,23.3,3,5,8,3,0,0,3,0,,,,013,021,034,013,034,Partidas,e333f531
699,Vanderlei,br BRA,G,Santos,33,1984,37,37,3.330,37.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,ab55df84
700,Emiliano Vecchio,ar ARG,LT,Santos,29,1988,2,0,40,0.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e68e64a4
701,Raphael Veiga,br BRA,LT,Atl Paranaense,22,1995,31,24,2.124,23.6,7,6,13,7,0,0,7,0,,,,030,025,055,030,055,Partidas,6e5a3bc7
702,Lucas Veríssimo,br BRA,ZG,Santos,22,1995,14,14,1.135,12.6,0,0,0,0,0,0,2,1,,,,000,000,000,000,000,Partidas,5eaf85b5
703,Vico,br BRA,LT,Grêmio,19,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,206caf66
704,Paulo Victor Vidotti,br BRA,G,Grêmio,31,1987,20,19,1.755,19.5,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,68a3e731
705,Bruno Vieira,br BRA,ZG,Bahia,32,1985,16,15,1.259,14.0,0,1,1,0,0,0,1,0,,,,000,007,007,000,007,Partidas,0adcdf35
706,Luan Vieira,br BRA,LT,Grêmio,24,1993,18,18,1.566,17.4,1,6,7,1,0,2,3,0,,,,006,034,040,006,040,Partidas,c4f6bf06
707,Leandro Vilela,br BRA,LT,Paraná,22,1995,30,28,2.383,26.5,0,1,1,0,0,0,11,1,,,,000,004,004,000,004,Partidas,9f46ca0b
708,Vinícius,br BRA,LT,Bahia,26,1991,29,20,1.752,19.5,4,1,5,4,0,1,3,0,,,,021,005,026,021,026,Partidas,ee01c84d
709,Vinícius,br BRA,LT,Chapecoense,24,1993,11,3,332,3.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b6bd2b80
710,Marcos Vinicius,br BRA,ZG,Chapecoense,20,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,72cacb0d
711,Marcos Vinícius,br BRA,LT,Botafogo (RJ),23,1994,7,2,252,2.8,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,43db5820
712,Mateus Vital,br BRA,LT,Corinthians,19,1998,33,18,1.671,18.6,2,1,3,2,0,0,0,0,,,,011,005,016,011,016,Partidas,db9c8fa4
713,Vitinho,br BRA,ZGLT,Cruzeiro,18,1999,1,0,23,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,9295dc1c
714,Vitinho,br BRA,LT,Flamengo,24,1993,22,19,1.616,18.0,3,5,8,3,0,0,2,0,,,,017,028,045,017,045,Partidas,a9e68c94
715,Paulo Vitor,br BRA,AT,Vasco da Gama,18,1999,3,0,85,0.9,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,3ace4e2d
716,Felipe Vizeu,br BRA,AT,Flamengo,20,1997,5,1,159,1.8,3,0,3,3,0,0,2,0,,,,170,000,170,170,170,Partidas,0412b9cd
717,Vladimir,br BRA,G,Santos,28,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,bbae502c
718,Wágner,br BRA,LT,Vasco da Gama,33,1985,16,14,1.127,12.5,4,0,4,4,0,0,7,0,,,,032,000,032,032,032,Partidas,a6f05fa0
719,Wallyson,br BRA,LT,Vitória,29,1988,19,9,1.008,11.2,2,4,6,2,0,0,2,0,,,,018,036,054,018,054,Partidas,0d0cd36a
720,Walter,br BRA,G,Corinthians,30,1987,12,11,1.043,11.6,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,8bae322b
721,Wanderson,br BRA,ZG,Atl Paranaense,26,1991,15,12,1.271,14.1,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,f612025c
722,Adílson Warken,br BRA,LT,Atlético Mineiro,31,1987,22,22,1.824,20.3,0,0,0,0,0,0,8,0,,,,000,000,000,000,000,Partidas,50ef4816
723,José Welison,br BRA,LTZG,Vitória,22,1995,6,5,464,5.2,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,b6cb4d16
724,José Welison,br BRA,LT,Atlético Mineiro,22,1995,15,12,1.090,12.1,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,b6cb4d16
725,Werley,br BRA,ZG,Vasco da Gama,29,1988,14,14,1.245,13.8,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,1fbee9a9
726,Wescley,br BRA,LT,Ceará,26,1991,11,8,672,7.5,3,0,3,3,0,0,2,0,,,,040,000,040,040,040,Partidas,5a43c680
727,Wesley,br BRA,LTAT,América (MG),30,1987,17,13,915,10.2,0,1,1,0,0,0,5,2,,,,000,010,010,000,010,Partidas,ea3f3bfd
728,Wesley,br BRA,ZGLT,Paraná,22,1995,16,13,1.169,13.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,b3f1a58a
729,Wéverton,br BRA,G,Palmeiras,30,1987,23,23,2.025,22.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,81be82e9
730,Willian,br BRA,ATLT,Palmeiras,31,1986,32,21,1.967,21.9,10,4,14,10,0,0,2,0,,,,046,018,064,046,064,Partidas,1f85d0c8
731,Cláudio Winck,br BRA,ZG,Sport Recife,23,1994,21,18,1.536,17.1,3,1,4,3,0,0,7,1,,,,018,006,023,018,023,Partidas,a71dc814
732,Samuel Xavier,br BRA,ZG,Ceará,27,1990,25,25,2.188,24.3,1,4,5,1,0,0,12,2,,,,004,016,021,004,021,Partidas,0c870df5
733,Yago,br BRA,LT,Vitória,22,1995,27,18,1.549,17.2,2,2,4,0,2,2,4,1,,,,012,012,023,000,012,Partidas,e2add0e7
734,Yago,br BRA,LT,Atlético Mineiro,22,1995,2,0,81,0.9,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,51493bca
735,Yago,br BRA,ZG,Botafogo (RJ),25,1992,5,4,383,4.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,3f4761a1
736,Yuri,br BRA,LTZG,Botafogo (RJ),22,1996,2,2,150,1.7,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,e4180586
737,Zeca,br BRA,ZGLT,Internacional,23,1994,19,17,1.351,15.0,0,1,1,0,0,0,1,0,,,,000,007,007,000,007,Partidas,c816eea6
738,Zezinho,br BRA,LT,Paraná,25,1992,1,0,19,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,a2429135
