Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidas,-9999
114,Cassiano,br BRA,ATLT,CSA,29,1989,10,6,563,6.3,0,0,0,0,0,0,1,0,0.6,0.6,0.0,07,11,6,18,000,000,000,000,000,010,001,010,010,010,Partidas,46fa8966
115,Cássio,br BRA,G,Corinthians,31,1987,32,32,2.859,31.8,0,0,0,0,0,0,6,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,d42f6326
116,Igor Cássio,br BRA,ATLT,Botafogo (RJ),20,1998,12,6,634,7.0,2,0,2,2,0,0,1,0,2.2,2.2,0.4,26,11,3,37,028,000,028,028,028,032,005,037,032,037,Partidas,f35b3447
117,Leandro Castán,br BRA,ZG,Vasco da Gama,32,1986,22,22,1.974,21.9,2,1,3,2,0,0,8,1,1.6,1.5,0.6,21,3,19,2,009,005,014,009,014,007,003,010,007,010,Partidas,019f4d0d
118,Luciano Castán,br BRA,ZG,CSA,29,1989,34,34,3.060,34.0,0,0,0,0,0,0,9,0,0.5,0.5,0.3,08,19,76,6,000,000,000,000,000,001,001,002,001,002,Partidas,0470eeba
119,Pedro Castro,br BRA,LT,Avaí,25,1993,27,27,2.308,25.6,1,0,1,1,0,1,1,0,2.5,1.7,1.5,32,11,119,16,004,000,004,004,004,010,006,016,007,012,Partidas,147edb42
120,Diego Cavalieri,br BRA,G,Botafogo (RJ),36,1982,9,8,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,84e6ea11
121,Juan Cazares,ec ECU,LTAT,Atlético Mineiro,26,1992,26,22,1.750,19.4,6,1,7,5,1,1,3,1,4.9,4.1,7.3,114,64,145,136,031,005,036,026,031,025,038,063,021,059,Partidas,754368cb
122,Celsinho,br BRA,ZG,CSA,30,1988,12,9,871,9.7,0,1,1,0,0,0,1,0,0.1,0.1,0.9,10,7,25,18,000,010,010,000,010,001,010,010,001,010,Partidas,a1c5a10b
123,Murilo Cerqueira,br BRA,ZG,Cruzeiro,21,1997,1,1,84,0.9,0,0,0,0,0,0,2,1,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,10fe831e
124,César,br BRA,G,Flamengo,27,1992,6,6,538,6.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,7f6296b9
125,Bruno César,br BRA,LTAT,Vasco da Gama,30,1988,13,5,512,5.7,2,0,2,2,0,1,2,0,1.4,0.6,1.1,18,8,24,34,035,000,035,035,035,025,020,045,011,031,Partidas,f0faccb9
126,Júlio César,br BRA,G,Grêmio,32,1986,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,f4213f59
127,Augusto César Moreira,br BRA,LTAT,Chapecoense,26,1992,13,8,709,7.9,0,1,1,0,0,0,0,0,0.8,0.8,0.7,15,18,20,53,000,013,013,000,013,010,009,019,010,019,Partidas,858b3f3f
128,Yimmi Chará,co COL,ATLT,Atlético Mineiro,27,1991,18,17,1.352,15.0,3,1,4,3,0,0,0,0,4.3,4.3,2.9,72,49,69,130,020,007,027,020,027,028,019,048,028,048,Partidas,9df9baab
129,Gabriel Chaves,br BRA,ATLT,Vasco da Gama,17,2001,8,0,188,2.1,0,1,1,0,0,0,0,0,0.3,0.3,0.2,05,6,5,22,000,048,048,000,048,016,010,025,016,025,Partidas,c37ce1ca
130,Chico,br BRA,ATLT,Ceará,27,1991,11,8,652,7.2,0,1,1,0,0,0,1,0,0.6,0.6,1.9,25,28,36,74,000,014,014,000,014,008,026,035,008,035,Partidas,bad7d8a9
131,Marcelo Cirino,br BRA,ATLT,Atl Paranaense,27,1992,30,19,1.877,20.9,9,2,11,8,1,2,0,0,9.2,7.6,2.3,100,42,46,149,043,010,053,038,048,044,011,055,037,048,Partidas,6ba81b35
132,Léo Cittadini,br BRA,LT,Atl Paranaense,24,1994,21,16,1.323,14.7,4,1,5,4,0,0,2,0,4.2,4.2,2.8,69,35,59,58,027,007,034,027,034,028,019,047,028,047,Partidas,68410185
133,Luccas Claro,br BRA,ZG,Fluminense,27,1991,2,2,180,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,2,0,000,000,000,000,000,002,000,002,002,002,Partidas,3cacc0ec
134,Clayson,br BRA,LT,Corinthians,23,1995,32,22,2.010,22.3,3,7,10,2,1,1,6,0,3.1,2.3,4.3,66,120,82,206,013,031,045,009,040,014,019,033,011,030,Partidas,85c1009d
135,Clayton,br BRA,AT,Bahia,23,1995,1,0,17,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,02,0,2,6,000,000,000,000,000,089,000,089,089,089,Partidas,ba1a92ff
136,Clayton,br BRA,ATLT,Vasco da Gama,23,1995,7,1,124,1.4,0,0,0,0,0,0,1,0,0.8,0.8,0.1,09,2,2,14,000,000,000,000,000,058,008,066,058,066,Partidas,ba1a92ff
137,Jean Cléber,br BRA,LT,CSA,28,1990,24,11,1.238,13.8,0,2,2,0,0,0,6,0,0.8,0.8,1.1,19,18,64,14,000,015,015,000,015,006,008,014,006,014,Partidas,16bf849a
138,Jonathan Copete,co COL,AT,Santos,31,1988,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,3,11,000,000,000,000,000,005,000,005,005,005,Partidas,ce070a45
139,Bruno Cortez,br BRA,ZG,Grêmio,31,1987,21,21,1.811,20.1,1,2,3,1,0,0,4,0,0.1,0.1,2.0,21,63,74,136,005,010,015,005,015,001,010,011,001,011,Partidas,a3a1198a
140,Alan Costa,br BRA,ZG,CSA,28,1990,26,26,2.277,25.3,1,0,1,1,0,0,6,0,1.4,1.4,0.6,20,5,36,2,004,000,004,004,004,005,002,008,005,008,Partidas,d37f4a66
141,Walce Costa,br BRA,ZG,São Paulo,19,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,15,1,000,000,000,000,000,000,001,001,000,001,Partidas,10ec506f
142,Gustavo Cuellar,co COL,LT,Flamengo,26,1992,9,8,708,7.9,0,0,0,0,0,0,2,0,0.6,0.6,0.5,11,1,36,6,000,000,000,000,000,008,007,014,008,014,Partidas,cdd22fcf
143,Víctor Cuesta,ar ARG,ZG,Internacional,30,1988,31,30,2.713,30.1,1,1,2,1,0,0,8,0,1.7,1.7,1.1,27,34,104,4,003,003,007,003,007,006,004,009,006,009,Partidas,39fb428f
144,Christian Cueva,pe PER,ATZG,Santos,27,1991,5,1,152,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,01,13,8,14,000,000,000,000,000,000,003,003,000,003,Partidas,57376761
145,Andrés D'Alessandro,ar ARG,LTAT,Internacional,37,1981,23,15,1.515,16.8,1,3,4,1,0,1,7,0,2.0,1.2,4.1,54,39,215,126,006,018,024,006,024,012,025,037,007,032,Partidas,6a11048a
146,Robert Piris Da Motta,py PAR,LT,Flamengo,24,1994,26,13,1.300,14.4,0,0,0,0,0,0,3,0,0.2,0.2,0.0,02,4,43,4,000,000,000,000,000,002,000,002,002,002,Partidas,66fa6e87
147,Dalberto,br BRA,LTAT,Chapecoense,24,1994,10,4,366,4.1,0,1,1,0,0,0,2,0,0.8,0.8,0.9,17,12,2,21,000,025,025,000,025,020,021,042,020,042,Partidas,a328595b
148,Danielzinho,br BRA,LT,Fluminense,23,1996,30,28,2.326,25.8,1,3,4,1,0,0,3,0,2.2,2.2,5.0,72,85,272,101,004,012,015,004,015,009,019,028,009,028,Partidas,832ab167
149,Danilo,br BRA,LT,São Paulo,19,1999,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,1,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,315cdad5
150,Dantas,br BRA,ZG,Flamengo,20,1998,1,1,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,d3f0e951
151,David,br BRA,ATLT,Cruzeiro,23,1995,33,23,2.021,22.5,0,2,2,0,0,0,3,0,4.3,4.3,5.6,99,116,99,271,000,009,009,000,009,019,025,044,019,044,Partidas,92f9ace5
152,Jonathan David Gómez,ar ARG,LTAT,CSA,29,1989,26,25,2.159,24.0,5,3,8,2,3,3,8,1,5.0,2.6,3.6,62,48,89,66,021,013,033,008,021,021,015,036,011,026,Partidas,c911d311
153,Dawhan,br BRA,ZGLT,CSA,22,1996,32,26,2.457,27.3,0,0,0,0,0,0,8,0,1.9,1.9,1.1,30,33,120,51,000,000,000,000,000,007,004,011,007,011,Partidas,ea214fab
154,Giorgian De Arrascaeta,uy URU,LTAT,Flamengo,24,1994,23,22,1.814,20.2,13,14,27,12,1,1,1,0,7.7,6.9,11.8,187,74,163,175,064,069,134,060,129,038,059,097,034,093,Partidas,be8d02dd
155,Dedé,br BRA,ZG,Cruzeiro,30,1988,20,20,1.691,18.8,3,0,3,3,0,0,2,0,2.2,2.2,0.1,23,2,52,5,016,000,016,016,016,012,001,012,012,012,Partidas,8847d5c3
156,Derley,br BRA,LTZG,Fortaleza,32,1986,4,0,64,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,1,3,0,000,000,000,000,000,003,000,003,003,003,Partidas,4fc305c2
157,Agenor Detofol,br BRA,G,Fluminense,29,1989,6,6,515,5.7,0,0,0,0,0,0,2,1,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,2cdeba2b
158,Deyverson,br BRA,AT,Palmeiras,27,1991,24,21,1.774,19.7,5,2,7,5,0,0,4,0,6.5,6.5,3.9,104,16,46,125,025,010,036,025,036,033,020,053,033,053,Partidas,2e5e846d
159,Franco Di Santo,ar ARG,AT,Atlético Mineiro,29,1989,21,16,1.453,16.1,3,1,4,2,1,2,2,0,4.6,3.0,2.0,50,24,18,86,019,006,025,012,019,028,012,041,019,031,Partidas,549c6ba7
160,Ricardo Dias Acosta,br BRA,LT,Ceará,33,1985,34,31,2.656,29.5,1,6,7,1,0,0,1,0,3.5,3.5,4.9,84,29,182,61,003,020,024,003,024,012,017,029,012,029,Partidas,8284b911
161,Gabriel Dias,br BRA,ZGLT,Fortaleza,24,1994,28,25,2.211,24.6,2,2,4,2,0,0,11,1,1.0,1.0,2.0,30,19,45,88,008,008,016,008,016,004,008,012,004,012,Partidas,b1a405dc
162,Lucas Dias,br BRA,ZG,CSA,23,1995,2,1,100,1.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,01,0,0,2,000,000,000,000,000,012,000,012,012,012,Partidas,78c41f5d
163,Ernandes Dias Luz,br BRA,ZG,Chapecoense,31,1987,2,1,112,1.2,0,0,0,0,0,0,0,0,0.6,0.6,0.0,06,4,3,6,000,000,000,000,000,045,004,048,045,048,Partidas,c286d595
164,Didira,br BRA,ATLT,CSA,30,1988,14,13,997,11.1,0,0,0,0,0,0,3,0,0.4,0.4,1.4,18,8,46,28,000,000,000,000,000,004,013,017,004,017,Partidas,6b0c0ee1
165,Diego,br BRA,ZG,São Paulo,19,1999,1,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,7fb8f90c
166,Diego,br BRA,LT,Flamengo,33,1985,16,10,887,9.9,1,1,2,1,0,1,5,0,2.7,1.9,1.6,35,31,79,42,010,010,020,010,020,028,016,044,019,035,Partidas,255a478a
167,Digão,br BRA,ZG,Fluminense,30,1988,21,21,1.756,19.5,1,0,1,1,0,0,5,2,0.9,0.9,0.4,13,6,60,2,005,000,005,005,005,005,002,007,005,007,Partidas,66a50cd7
168,Dodi,br BRA,LT,Fluminense,22,1996,9,2,371,4.1,0,0,0,0,0,0,2,1,0.2,0.2,0.1,03,14,14,9,000,000,000,000,000,005,002,007,005,007,Partidas,2830b8f7
169,Dodô,br BRA,ZG,Cruzeiro,26,1992,18,14,1.355,15.1,0,0,0,0,0,0,2,0,0.4,0.4,1.1,15,43,83,93,000,000,000,000,000,002,007,010,002,010,Partidas,99931185
170,Dodô,br BRA,LTAT,Fortaleza,24,1994,5,1,158,1.8,0,0,0,0,0,0,0,0,0.8,0.8,0.6,14,7,17,10,000,000,000,000,000,046,034,080,046,080,Partidas,af7fd224
171,Douglas dos Santos,br BRA,LTAT,Avaí,36,1982,12,4,505,5.6,0,1,1,0,0,0,1,0,0.4,0.4,1.4,18,8,61,19,000,018,018,000,018,007,026,033,007,033,Partidas,04e49c58
172,Thiago dos Santos,br BRA,LT,Palmeiras,29,1989,18,11,1.086,12.1,1,0,1,1,0,0,5,0,0.7,0.7,0.3,10,8,35,4,008,000,008,008,008,006,002,008,006,008,Partidas,5408d2b2
173,Douglas,br BRA,LT,Bahia,22,1997,7,7,593,6.6,0,0,0,0,0,0,1,0,0.4,0.4,1.1,14,10,33,10,000,000,000,000,000,006,016,022,006,022,Partidas,301c287b
174,Douglas,br BRA,ZG,Chapecoense,28,1990,27,26,2.290,25.4,0,1,1,0,0,0,9,0,1.4,1.4,0.6,20,1,22,0,000,004,004,000,004,006,002,008,006,008,Partidas,71687133
175,Henrique Dourado,br BRA,AT,Palmeiras,29,1989,4,0,78,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.0,05,3,2,2,000,000,000,000,000,060,000,060,060,060,Partidas,9b010360
176,Rodrigo Dourado,br BRA,LT,Internacional,24,1994,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,3,0,000,000,000,000,000,000,000,000,000,000,Partidas,d7d05a22
177,Edu Dracena,br BRA,ZG,Palmeiras,37,1981,6,6,540,6.0,0,0,0,0,0,0,1,0,0.5,0.5,0.3,09,2,10,0,000,000,000,000,000,009,006,014,009,014,Partidas,1b741415
178,David Duarte,br BRA,ZG,Goiás,24,1995,7,7,539,6.0,0,0,0,0,0,0,0,0,0.6,0.6,0.1,07,0,12,0,000,000,000,000,000,010,001,012,010,012,Partidas,91bf16f7
179,Léo Duarte,br BRA,ZG,Flamengo,22,1996,7,7,599,6.7,0,0,0,0,0,0,2,0,0.2,0.2,0.0,02,4,8,1,000,000,000,000,000,002,000,002,002,002,Partidas,73ddc40c
180,Dudu,br BRA,ATLT,Palmeiras,27,1992,36,34,3.063,34.0,9,10,19,9,0,0,5,0,8.7,8.7,12.2,210,231,162,337,026,029,056,026,056,026,036,062,026,062,Partidas,895ef5ec
181,Pablo Dyego,br BRA,LTAT,Fluminense,24,1994,9,0,126,1.4,0,0,0,0,0,0,0,0,0.5,0.5,0.0,05,9,2,11,000,000,000,000,000,033,000,033,033,033,Partidas,fce54d7d
182,Edenílson,br BRA,LT,Internacional,29,1989,30,28,2.471,27.5,5,2,7,5,0,0,8,0,3.5,3.5,2.3,58,46,148,73,018,007,025,018,025,013,008,021,013,021,Partidas,4e50f20e
183,Éderson,br BRA,LT,Cruzeiro,19,1999,21,20,1.645,18.3,2,0,2,2,0,0,4,0,2.6,2.6,0.8,35,20,65,74,011,000,011,011,011,014,005,019,014,019,Partidas,a9202def
184,Edinho,br BRA,LT,Fortaleza,24,1994,29,20,1.748,19.4,3,1,4,3,0,0,1,0,,,,,,,,015,005,021,015,021,,,,,,Partidas,a8cedcd9
185,Eduardo,br BRA,ZG,Chapecoense,32,1986,26,24,2.166,24.1,0,2,2,0,0,0,4,0,0.4,0.4,3.4,38,80,116,122,000,008,008,000,008,002,014,016,002,016,Partidas,066c0e3e
186,Carlos Eduardo,br BRA,ATLT,Palmeiras,22,1996,7,1,237,2.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,05,8,5,39,000,000,000,000,000,011,009,020,011,020,Partidas,27c23008
187,Élber,br BRA,ATLT,Bahia,26,1992,31,24,1.855,20.6,3,2,5,3,0,0,3,0,3.9,3.9,4.9,88,88,101,148,015,010,024,015,024,019,024,042,019,042,Partidas,0df8c3bc
188,Elías,br BRA,LT,Atlético Mineiro,33,1985,25,25,2.015,22.4,1,1,2,1,0,0,3,1,1.3,1.3,1.6,29,12,122,53,004,004,009,004,009,006,007,013,006,013,Partidas,97ce8f24
189,Rafael Elias,br BRA,AT,Atlético Mineiro,19,1999,5,1,129,1.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,02,2,0,7,000,000,000,000,000,017,000,017,017,017,Partidas,31737e86
190,Rafael Elias,br BRA,AT,Goiás,19,1999,4,1,151,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.4,05,3,6,7,000,000,000,000,000,005,025,030,005,030,Partidas,31737e86
191,Elicarlos,br BRA,LT,Chapecoense,33,1985,19,16,1.505,16.7,0,0,0,0,0,0,6,0,1.0,1.0,0.9,18,2,44,6,000,000,000,000,000,006,005,011,006,011,Partidas,62413eca
192,Elton,br BRA,LT,Bahia,28,1990,9,7,607,6.7,0,0,0,0,0,0,1,0,0.4,0.4,0.2,06,11,43,9,000,000,000,000,000,006,003,009,006,009,Partidas,42b5868b
193,Emanuel,br BRA,ZG,Grêmio,19,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,375d4606
194,Erick,br BRA,LTZG,Atl Paranaense,21,1997,14,7,765,8.5,1,0,1,1,0,0,1,0,2.5,2.5,0.2,28,16,33,13,012,000,012,012,012,030,003,032,030,032,Partidas,8a826636
195,Erik,br BRA,ZG,Internacional,17,2001,2,0,85,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,4,2,8,000,000,000,000,000,000,000,000,000,000,Partidas,c2d1ee0a
196,Ernando,br BRA,ZG,Bahia,30,1988,8,8,720,8.0,1,0,1,1,0,0,0,0,0.6,0.6,0.1,07,4,7,1,012,000,012,012,012,008,001,009,008,009,Partidas,f1c586b9
197,Euller,br BRA,ZGAT,CSA,24,1995,16,11,891,9.9,0,0,0,0,0,0,3,0,1.6,1.6,1.4,30,28,21,45,000,000,000,000,000,017,014,030,017,030,Partidas,45ef868f
198,Evanilson,br BRA,AT,Fluminense,19,1999,3,1,104,1.2,2,0,2,2,0,0,1,0,0.2,0.2,0.0,02,1,1,9,173,000,173,173,173,019,000,019,019,019,Partidas,6f3cc2fe
199,Everaldo,br BRA,AT,Fluminense,24,1994,2,2,180,2.0,0,1,1,0,0,0,1,0,0.1,0.1,0.5,06,9,3,32,000,050,050,000,050,004,027,031,004,031,Partidas,bdb57777
200,Everaldo,br BRA,LT,Corinthians,24,1994,9,3,334,3.7,1,0,1,1,0,0,1,0,0.8,0.8,0.2,09,22,18,40,027,000,027,027,027,021,004,025,021,025,Partidas,bdb57777
201,Éverson,br BRA,G,Santos,28,1990,32,32,2.880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,01,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,a59c090b
202,Éverton,br BRA,ATLT,São Paulo,30,1988,16,12,1.060,11.8,1,2,3,1,0,0,3,0,0.8,0.8,1.5,22,50,34,66,008,017,025,008,025,007,012,019,007,019,Partidas,f50a3570
203,Ewandro,br BRA,ATLT,Fluminense,22,1996,2,0,12,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,ab11c58a
204,Ezequiel,br BRA,ATLT,Cruzeiro,20,1998,14,2,370,4.1,0,0,0,0,0,0,0,0,0.3,0.3,0.3,06,18,21,51,000,000,000,000,000,007,007,014,007,014,Partidas,388ccd91
205,Ezequiel,br BRA,ZG,Bahia,25,1993,6,5,443,4.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,01,8,9,9,000,000,000,000,000,001,000,001,001,001,Partidas,63878f62
206,Diego Fabián Torres,ar ARG,LTAT,Chapecoense,28,1990,13,3,422,4.7,1,1,2,1,0,0,0,0,0.6,0.6,1.0,16,16,49,12,021,021,043,021,043,013,021,034,013,034,Partidas,cbf72aef
207,Bruno Fabiano Alves,br BRA,ZG,São Paulo,27,1991,33,33,2.925,32.5,1,1,2,1,0,0,6,0,1.6,1.6,1.1,27,24,89,4,003,003,006,003,006,005,003,009,005,008,Partidas,3e0cfaf4
208,Patrick Fabiano,tl TLS,AT,CSA,31,1987,5,4,350,3.9,0,1,1,0,0,0,0,0,1.1,1.1,0.5,16,2,2,21,000,026,026,000,026,029,012,041,029,041,Partidas,58418d0c
209,Fabinho,br BRA,ZG,São Paulo,19,1999,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,01,0,1,1,000,000,000,000,000,000,062,062,000,062,Partidas,7ea8af29
210,Fábio,br BRA,G,Cruzeiro,38,1980,35,35,3.150,35.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,15825726
211,Fagner,br BRA,ZG,Corinthians,29,1989,30,28,2.560,28.4,1,3,4,1,0,0,8,0,0.9,0.9,4.0,49,69,170,150,004,011,014,004,014,003,014,017,003,017,Partidas,a9cc58fe
212,Willian Farias,br BRA,LT,São Paulo,29,1989,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,d1fcff2f
213,Felipe,br BRA,LT,Fortaleza,24,1994,30,30,2.662,29.6,0,1,1,0,0,0,12,0,0.7,0.7,1.1,18,41,182,33,000,003,003,000,003,002,004,006,002,006,Partidas,cadbabf9
214,Everton Felipe,br BRA,ATLT,Atl Paranaense,21,1997,5,2,177,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,09,4,9,17,000,000,000,000,000,006,038,044,006,044,Partidas,70396c75
215,Everton Felipe,br BRA,ATLT,São Paulo,21,1997,3,0,83,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,00,2,4,9,000,000,000,000,000,002,000,002,002,002,Partidas,70396c75
216,Luis Felipe,br BRA,ZG,Santos,25,1993,8,3,333,3.7,0,0,0,0,0,0,1,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,746c8624
217,Marcos Felipe,br BRA,G,Fluminense,22,1996,6,6,540,6.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,453bdfb9
218,Fernandão,br BRA,AT,Bahia,31,1987,32,11,1.095,12.2,5,0,5,3,2,2,1,1,5.7,4.1,1.0,51,9,23,77,041,000,041,025,025,047,008,055,034,042,Partidas,7fcdacec
219,Danilo Fernandes,br BRA,G,Internacional,30,1988,5,4,395,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,ed05acdc
220,Matheus Fernandes,br BRA,LT,Palmeiras,20,1998,11,6,541,6.0,1,0,1,1,0,0,2,0,0.5,0.5,0.6,11,5,25,8,017,000,017,017,017,009,009,018,009,018,Partidas,f76fdcd2
221,Gatito Fernández,py PAR,G,Botafogo (RJ),30,1988,30,30,2.655,29.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,9a82f79a
222,Fernando,br BRA,ZG,Botafogo (RJ),20,1998,22,19,1.681,18.7,0,1,1,0,0,0,7,0,0.9,0.9,1.2,21,34,48,51,000,005,005,000,005,005,006,011,005,011,Partidas,fe29c96e
223,Luiz Fernando,br BRA,LTAT,Botafogo (RJ),22,1996,32,27,2.114,23.5,1,0,1,1,0,0,7,1,2.4,2.4,1.4,37,85,47,183,004,000,004,004,004,010,006,016,010,016,Partidas,824ed016
224,Gustavo Ferrareis,br BRA,LT,Botafogo (RJ),23,1996,2,0,59,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,01,1,0,9,000,000,000,000,000,015,000,015,015,015,Partidas,5188561c
225,Gustavo Ferrareis,br BRA,ATLT,Avaí,23,1996,8,5,422,4.7,0,0,0,0,0,0,1,1,1.0,1.0,0.3,14,14,11,48,000,000,000,000,000,022,007,029,022,029,Partidas,5188561c
226,Matheus Ferraz,br BRA,ZG,Fluminense,33,1985,7,7,571,6.3,1,0,1,1,0,0,1,0,1.2,1.2,0.0,12,3,12,2,016,000,016,016,016,018,001,019,018,019,Partidas,7154c7eb
227,Victor Ferraz,br BRA,ZGLT,Santos,31,1988,25,21,1.949,21.7,0,2,2,0,0,0,3,0,0.4,0.4,1.8,21,51,111,92,000,009,009,000,009,002,008,010,002,010,Partidas,c5712dcd
228,Ferreira,br BRA,ATLT,Grêmio,21,1997,4,1,150,1.7,1,3,4,1,0,0,0,0,0.9,0.9,0.7,16,7,1,11,060,180,240,060,240,057,040,097,057,097,Partidas,1414e902
229,Felipe Ferreira,br BRA,ATLT,Vasco da Gama,24,1994,9,3,371,4.1,0,0,0,0,0,0,0,0,0.4,0.4,0.9,13,11,12,29,000,000,000,000,000,011,021,032,011,032,Partidas,4338f012
230,Matheus Ferreira,br BRA,AT,Avaí,20,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,,,,,,,,000,000,000,000,000,,,,,,Partidas,b2dc296b
231,Miguel Figueira,br BRA,AT,Goiás,18,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,1,0,000,000,000,000,000,000,000,000,000,000,Partidas,99362ebe
232,Flávio,br BRA,LT,Bahia,22,1996,28,27,2.329,25.9,0,1,1,0,0,0,6,0,0.4,0.4,1.0,15,55,145,62,000,004,004,000,004,002,004,006,002,006,Partidas,b3ddccb7
233,Lucas Fonseca,br BRA,ZG,Bahia,33,1985,35,35,3.113,34.6,0,1,1,0,0,0,2,0,0.4,0.4,0.1,06,9,72,0,000,003,003,000,003,001,000,002,001,002,Partidas,01d240eb
234,Caíque França,br BRA,G,Corinthians,23,1995,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,fbb19f57
235,Lucas França,br BRA,G,Ceará,23,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,d82f7b3f
236,Richard Franco,py PAR,LT,Avaí,26,1992,27,26,2.281,25.3,1,1,2,1,0,0,5,0,2.4,2.4,1.3,38,60,110,72,004,004,008,004,008,009,005,015,009,015,Partidas,3cb3dc36
237,Frazan,br BRA,ZG,Fluminense,22,1996,11,5,562,6.2,1,0,1,1,0,0,2,2,1.0,1.0,0.0,10,1,10,1,016,000,016,016,016,016,000,016,016,016,Partidas,304b1f31
238,Fred,br BRA,AT,Cruzeiro,35,1983,30,23,2.203,24.5,5,3,8,2,3,3,10,0,9.3,7.0,2.8,97,5,36,121,020,012,033,008,020,038,011,049,028,040,Partidas,acaeba74
239,Douglas Friedrich,br BRA,G,Bahia,30,1988,37,37,3.330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,01,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,8789242d
240,Lucas Frigeri,br BRA,G,Avaí,29,1989,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,00,0,0,0,000,000,000,000,000,000,000,000,000,000,Partidas,8da17b80
241,Matheus Frizzo,br BRA,LT,Grêmio,20,1998,1,1,82,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,03,0,5,0,000,000,000,000,000,003,034,037,003,037,Partidas,c0127570
