Class.,Jogador,Nação,Pos.,Equipe,Idade,Nascimento,MP,Inícios,Min.,90s,Gols,Assis.,G+A,G-PB,PB,PT,CrtsA,CrtV,PrgC,PrgP,PrgR,Gols,Assis.,G+A,G-PB,G+A-PB,Partidas,-9999
341,Juan,br BRA,ZG,Flamengo,36,1979,9,8,635,7.1,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,0e5b2af1
342,Juan,br BRA,LTZG,Coritiba,33,1982,27,25,2.203,24.5,4,4,8,3,1,2,4,1,,,,016,016,033,012,029,Partidas,427abff7
343,Igor Julião,br BRA,ZG,Fluminense,21,1994,5,2,299,3.3,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,103349a9
344,Juninho,br BRA,LT,América (MG),28,1987,32,30,2.717,30.2,2,0,2,2,0,0,4,0,,,,007,000,007,007,007,Partidas,7d10ca2e
345,Juninho,br BRA,LT,Atl Paranaense,19,1996,7,1,204,2.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,d51bd6c5
346,Juninho,br BRA,ZG,Coritiba,20,1995,36,36,3.239,36.0,1,1,2,1,0,0,4,0,,,,003,003,006,003,006,Partidas,72c01cfb
347,Marcos Júnior,br BRA,LTAT,Fluminense,23,1993,30,17,1.545,17.2,6,1,7,5,1,1,5,0,,,,035,006,041,029,035,Partidas,1a9ef914
348,Osman Júnior,br BRA,LT,América (MG),23,1992,26,25,2.212,24.6,2,1,3,2,0,1,5,0,,,,008,004,012,008,012,Partidas,168c4a77
349,Renê Júnior,br BRA,LT,Ponte Preta,26,1989,11,10,759,8.4,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,522ebf95
350,Silvio Junior,br BRA,LTAT,Chapecoense,25,1990,14,12,1.069,11.9,2,1,3,2,0,0,2,0,,,,017,008,025,017,025,Partidas,fc2cd8b3
351,Kadu,br BRA,ZG,Ponte Preta,29,1986,12,12,1.010,11.2,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,23408357
352,Walter Kannemann,ar ARG,ZG,Grêmio,24,1991,13,11,1.066,11.8,0,0,0,0,0,0,6,0,,,,000,000,000,000,000,Partidas,5b37f2f8
353,Kanu,br BRA,ZG,Vitória,31,1984,26,25,2.261,25.1,3,0,3,3,0,0,10,0,,,,012,000,012,012,012,Partidas,3e28d14a
354,Alan Kardec,br BRA,AT,São Paulo,27,1989,12,9,856,9.5,3,0,3,3,0,0,1,0,,,,032,000,032,032,032,Partidas,e7fba767
355,Colin Kazim-Richards,tr TUR,ATLT,Coritiba,29,1986,21,17,1.542,17.1,3,3,6,3,0,0,3,0,,,,018,018,035,018,035,Partidas,ca9e7345
356,Kelvin,br BRA,LT,São Paulo,22,1993,27,22,1.855,20.6,1,5,6,1,0,0,2,0,,,,005,024,029,005,029,Partidas,1845f7da
357,Kempes,br BRA,AT,Chapecoense,33,1982,26,19,1.599,17.8,9,2,11,9,0,0,2,0,,,,051,011,062,051,062,Partidas,9b1814b2
358,Keno,br BRA,LT,Santa Cruz,26,1989,34,32,2.929,32.5,10,7,17,9,1,1,5,0,,,,031,022,052,028,049,Partidas,98558c11
359,Kieza,br BRA,ATLT,Vitória,29,1986,35,35,3.128,34.8,9,2,11,9,0,1,9,0,,,,026,006,032,026,032,Partidas,7c950b48
360,Kléber,br BRA,AT,Coritiba,32,1983,24,23,2.055,22.8,9,3,12,8,1,2,6,1,,,,039,013,053,035,048,Partidas,979cc205
361,Edson Kölln,br BRA,G,Santa Cruz,24,1991,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,a9a8c9b3
362,Fernando Leal,br BRA,G,América (MG),34,1981,2,2,180,2.0,0,0,0,0,0,0,0,1,,,,000,000,000,000,000,Partidas,1b4bc654
363,Leandrinho,br BRA,LT,Botafogo (RJ),19,1996,18,7,796,8.8,1,0,1,1,0,0,4,1,,,,011,000,011,011,011,Partidas,0a78f79e
364,Leandro,br BRA,LTAT,Coritiba,22,1993,25,18,1.636,18.2,5,2,7,4,1,1,8,0,,,,028,011,039,022,033,Partidas,c28c4edf
365,Victor Leandro Bagy,br BRA,G,Atlético Mineiro,33,1983,32,32,2.880,32.0,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,cfc1d935
366,Fabiano Leismann,br BRA,ZG,Palmeiras,24,1991,7,5,446,5.0,1,0,1,1,0,0,2,0,,,,020,000,020,020,020,Partidas,d8b87439
367,Helton Leite,br BRA,G,Botafogo (RJ),25,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e8918589
368,Lelê,br BRA,LT,Santa Cruz,25,1990,10,5,523,5.8,1,0,1,1,0,0,3,0,,,,017,000,017,017,017,Partidas,e95c87c9
369,Reinaldo Lenis,co COL,LT,Sport Recife,23,1992,15,2,409,4.5,0,1,1,0,0,0,2,1,,,,000,022,022,000,022,Partidas,5739dde6
370,Léo,br BRA,ZG,Cruzeiro,28,1988,15,14,1.238,13.8,0,0,0,0,0,0,3,1,,,,000,000,000,000,000,Partidas,79217d1f
371,Léo,br BRA,G,São Paulo,25,1990,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,5404291d
372,Leonan,br BRA,ZG,Atlético Mineiro,20,1995,3,3,244,2.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,eee1819a
373,Leozinho,br BRA,LT,Ponte Preta,18,1997,3,0,31,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,b3459839
374,André Lima,br BRA,AT,Atl Paranaense,30,1985,26,21,1.820,20.2,5,1,6,5,0,0,2,0,,,,025,005,030,025,030,Partidas,c5d9c6a0
375,Éder Lima,br BRA,ZG,América (MG),29,1986,12,12,1.028,11.4,1,0,1,1,0,0,1,0,,,,009,000,009,009,009,Partidas,f0696267
376,Erik Lima,br BRA,LTAT,Palmeiras,21,1994,16,14,1.052,11.7,3,1,4,3,0,0,4,0,,,,026,009,034,026,034,Partidas,d038510e
377,Leandro Lima,br BRA,LT,Santa Cruz,30,1985,5,1,188,2.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,f9e3b1cf
378,Lucas Lima,br BRA,LT,Santos,25,1990,25,23,1.962,21.8,2,4,6,2,0,0,9,1,,,,009,018,028,009,028,Partidas,49d03337
379,Rafael Lima,br BRA,ZG,Chapecoense,29,1986,6,4,411,4.6,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,f0d72264
380,Lincoln,br BRA,LT,Grêmio,17,1998,10,2,307,3.4,0,1,1,0,0,0,2,1,,,,000,029,029,000,029,Partidas,27504df8
381,Rodrigo Lindoso,br BRA,LT,Botafogo (RJ),26,1989,25,22,1.971,21.9,0,2,2,0,0,0,1,0,,,,000,009,009,000,009,Partidas,7b013540
382,Eisner Loboa,co COL,ZGAT,América (MG),28,1987,3,0,39,0.4,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,c93694db
383,Renan Lodi,br BRA,ZG,Atl Paranaense,17,1998,3,3,237,2.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,ed9f7cfe
384,Marcelo Lomba,br BRA,G,Internacional,29,1986,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e4835e3c
385,Rafael Longuine,br BRA,LT,Santos,25,1990,6,2,182,2.0,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,2b9f924f
386,Anderson Lopes,br BRA,LT,Atl Paranaense,22,1993,4,1,137,1.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,8c45dfe7
387,Breno Lopes,br BRA,ZG,Ponte Preta,25,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fb8117e1
388,Diego Lopes,br BRA,LT,América (MG),21,1994,5,1,94,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,69b107a3
389,Thiago Lopes,br BRA,LT,Coritiba,19,1996,8,1,206,2.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,61a1586f
390,Nicolás López,uy URU,ATLT,Internacional,22,1993,12,8,775,8.6,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,8d2ee5e2
391,Lourency,br BRA,LT,Chapecoense,20,1996,8,2,221,2.5,1,0,1,1,0,0,0,0,,,,041,000,041,041,041,Partidas,a2496cc7
392,Luan,br BRA,LTAT,Atl Paranaense,27,1988,6,5,279,3.1,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,f4e81704
393,Luan,br BRA,LTAT,Atlético Mineiro,25,1990,8,2,295,3.3,1,1,2,1,0,0,1,0,,,,031,031,061,031,061,Partidas,22fc8906
394,Luan,br BRA,ATLT,Palmeiras,27,1988,2,0,73,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,f4e81704
395,Lucão,br BRA,ZGLT,São Paulo,19,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,1a0c95bb
396,Ayrton Lucas,br BRA,ZGLT,Fluminense,18,1997,2,0,62,0.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,db90b737
397,Lucca,br BRA,ATLT,Corinthians,25,1990,21,7,853,9.5,3,1,4,3,0,0,3,0,,,,032,011,042,032,042,Partidas,c1b02057
398,Luciano,br BRA,AT,Corinthians,22,1993,15,10,853,9.5,1,1,2,1,0,0,2,0,,,,011,011,021,011,021,Partidas,24ce161c
399,Diego Lugano,uy URU,ZG,São Paulo,35,1980,13,13,1.169,13.0,2,0,2,2,0,0,8,1,,,,015,000,015,015,015,Partidas,303ad7c3
400,Tiago Luís,br BRA,LTAT,América (MG),26,1989,8,4,398,4.4,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,14e67dde
401,Victor Luis,br BRA,ZG,Botafogo (RJ),22,1993,22,20,1.836,20.4,0,3,3,0,0,0,6,0,,,,000,015,015,000,015,Partidas,cc68c4d3
402,Lyanco,br BRA,ZG,São Paulo,18,1997,12,10,963,10.7,1,0,1,1,0,0,2,0,,,,009,000,009,009,009,Partidas,b5bf1770
403,Filipe Machado,br BRA,ZG,Chapecoense,31,1984,16,16,1.440,16.0,1,1,2,1,0,0,4,0,,,,006,006,012,006,012,Partidas,b54faade
404,Moisés Magalhães,br BRA,LT,Palmeiras,27,1988,34,30,2.573,28.6,3,2,5,3,0,0,5,0,,,,010,007,017,010,017,Partidas,8cba21c9
405,Paulo Magalhães,cl CHI,ZG,Internacional,26,1989,2,1,100,1.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,7eed7c09
406,Magrão,br BRA,G,Sport Recife,38,1977,34,34,3.008,33.4,0,0,0,0,0,0,1,1,,,,000,000,000,000,000,Partidas,af8fb3d3
407,Arthur Maia,br BRA,LTAT,Chapecoense,23,1992,21,7,672,7.5,2,4,6,2,0,0,2,0,,,,027,054,080,027,080,Partidas,07ed97f0
408,Thiago Maia,br BRA,LT,Santos,18,1997,31,31,2.702,30.0,0,2,2,0,0,0,5,0,,,,000,007,007,000,007,Partidas,91e58f66
409,Walisson Maia,br BRA,ZG,Coritiba,24,1991,15,12,1.040,11.6,1,0,1,1,0,0,2,0,,,,009,000,009,009,009,Partidas,ffa1d3c3
410,Maicon,br BRA,ZG,São Paulo,27,1988,32,32,2.853,31.7,2,1,3,2,0,0,3,0,,,,006,003,009,006,009,Partidas,2a8683b9
411,Maicosuel,br BRA,LT,Atlético Mineiro,29,1986,14,11,891,9.9,2,1,3,2,0,0,1,0,,,,020,010,030,020,030,Partidas,4f5e5c13
412,Rodrigo Mancha,br BRA,LTZG,Sport Recife,29,1986,14,3,480,5.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,6cda2ad6
413,Federico Mancuello,ar ARG,LT,Flamengo,26,1989,21,9,913,10.1,3,2,5,3,0,0,4,1,,,,030,020,049,030,049,Partidas,e1cf57c7
414,Manoel,br BRA,ZG,Cruzeiro,25,1990,16,16,1.422,15.8,1,0,1,1,0,0,2,1,,,,006,000,006,006,006,Partidas,12748e35
415,Sérgio Manoel,br BRA,LTZG,Chapecoense,26,1989,18,13,1.231,13.7,2,0,2,2,0,0,5,0,,,,015,000,015,015,015,Partidas,8c9562d2
416,Mansur,br BRA,ZG,Sport Recife,22,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,924081a5
417,Juan Manuel Salgueiro,uy URU,LT,Botafogo (RJ),32,1983,11,4,404,4.5,1,1,2,1,0,0,1,0,,,,022,022,045,022,045,Partidas,91f3803e
418,Luis Manuel Seijas,ve VEN,LT,Internacional,29,1986,19,15,1.212,13.5,4,1,5,3,1,1,3,0,,,,030,007,037,022,030,Partidas,7d448cbe
419,Maranhão,br BRA,LT,Fluminense,25,1990,12,6,566,6.3,1,0,1,1,0,0,3,0,,,,016,000,016,016,016,Partidas,4054e812
420,Marcão,br BRA,LTZG,Atl Paranaense,19,1996,12,4,493,5.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,133faa84
421,Marcelo,br BRA,ZG,Chapecoense,24,1991,13,13,1.088,12.1,0,1,1,0,0,0,4,0,,,,000,008,008,000,008,Partidas,9f62747f
422,Marcelo,br BRA,ZG,Botafogo (RJ),20,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,300b455d
423,Marciel,br BRA,LT,Cruzeiro,20,1995,1,0,27,0.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,6ec3f2c6
424,Marciel,br BRA,LT,Corinthians,20,1995,3,1,75,0.8,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,6ec3f2c6
425,Marcilio,br BRA,LT,Santa Cruz,20,1995,6,5,342,3.8,1,1,2,1,0,0,1,0,,,,026,026,053,026,053,Partidas,ef9e5c36
426,Marcinho,br BRA,LT,Santa Cruz,31,1984,1,0,31,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,8550036f
427,Marinho,br BRA,LTAT,Vitória,25,1990,27,27,2.259,25.1,12,6,18,11,1,1,8,0,,,,048,024,072,044,068,Partidas,c077c735
428,Rodriguinho Marinho,br BRA,LT,Corinthians,27,1988,29,26,2.278,25.3,4,4,8,4,0,0,7,0,,,,016,016,032,016,032,Partidas,0e335a47
429,Marion,br BRA,LTAT,Santa Cruz,24,1991,9,3,331,3.7,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,a5cb9939
430,Marlone,br BRA,LT,Corinthians,23,1992,24,15,1.395,15.5,6,2,8,5,1,1,1,0,,,,039,013,052,032,045,Partidas,cf864c1d
431,Brenner Marlos,br BRA,AT,Internacional,21,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,77bc33b7
432,Lucas Marques,br BRA,ZG,Cruzeiro,27,1988,21,20,1.727,19.2,0,1,1,0,0,0,10,3,,,,000,005,005,000,005,Partidas,a6a40a8a
433,Rafael Marques,br BRA,ATLT,Palmeiras,32,1983,19,3,584,6.5,1,2,3,1,0,0,2,0,,,,015,031,046,015,046,Partidas,1f3feab6
434,Rafael Marques,br BRA,ZG,Coritiba,32,1983,8,8,720,8.0,1,0,1,1,0,0,3,0,,,,012,000,012,012,012,Partidas,a59d3f80
435,Marquinho,br BRA,LT,Fluminense,29,1986,16,3,592,6.6,1,0,1,1,0,0,1,0,,,,015,000,015,015,015,Partidas,949bdc36
436,Marquinho,br BRA,LT,Botafogo (RJ),26,1989,2,1,97,1.1,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,86d76b08
437,Marquinhos,br BRA,ZG,Figueirense,33,1982,19,19,1.626,18.1,1,0,1,1,0,0,6,0,,,,006,000,006,006,006,Partidas,9b25f40a
438,Marquinhos,br BRA,ZGAT,Internacional,26,1989,5,0,154,1.7,0,1,1,0,0,0,0,0,,,,000,058,058,000,058,Partidas,5b8c26bf
439,Rafael Martins,br BRA,G,Coritiba,24,1991,1,1,58,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,d3da2cf3
440,Thiago Martins,br BRA,ZG,Palmeiras,20,1995,17,12,1.247,13.9,2,0,2,2,0,0,4,0,,,,014,000,014,014,014,Partidas,4d6ec370
441,Wellington Martins,br BRA,LT,São Paulo,25,1991,3,1,103,1.1,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,0430d656
442,Alejandro Martinuccio,ar ARG,AT,Chapecoense,28,1987,8,2,227,2.5,1,2,3,1,0,0,1,0,,,,040,079,119,040,119,Partidas,72b206f3
443,Diogo Mateus,br BRA,ZG,Vitória,22,1993,15,13,1.184,13.2,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,5820997b
444,William Matheus,br BRA,ZG,Fluminense,25,1990,20,20,1.755,19.5,0,1,1,0,0,0,2,0,,,,000,005,005,000,005,Partidas,3498ddf4
445,Matheusinho,br BRA,LTAT,Figueirense,18,1997,5,2,220,2.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,91c2ee76
446,Matheusinho,br BRA,LTAT,América (MG),17,1998,18,12,995,11.1,0,1,1,0,0,0,1,0,,,,000,009,009,000,009,Partidas,74f5a96d
447,Maurides,br BRA,AT,Figueirense,21,1994,6,3,349,3.9,0,1,1,0,0,0,0,0,,,,000,026,026,000,026,Partidas,b0e50531
448,Hélder Maurílio,br BRA,ZGLT,América (MG),27,1988,13,11,968,10.8,0,2,2,0,0,0,2,0,,,,000,019,019,000,019,Partidas,cf687463
449,Maycon,br BRA,LT,Ponte Preta,18,1997,16,16,1.251,13.9,1,2,3,1,0,0,0,0,,,,007,014,022,007,022,Partidas,005ca692
450,Maycon,br BRA,LT,Corinthians,18,1997,2,0,32,0.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,005ca692
451,Mayke,br BRA,ZG,Cruzeiro,23,1992,4,3,247,2.7,0,1,1,0,0,0,2,0,,,,000,036,036,000,036,Partidas,47431289
452,Mazinho,br BRA,ATLT,Santa Cruz,28,1987,4,0,94,1.0,0,1,1,0,0,0,0,0,,,,000,096,096,000,096,Partidas,c95e41b7
453,Fernando Medeiros,br BRA,LT,Santos,19,1996,1,0,18,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,7ddce31e
454,Arthur Melo,br BRA,LT,Grêmio,19,1996,1,0,37,0.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,48b3dd60
455,Túlio de Melo,br BRA,AT,Sport Recife,31,1985,11,0,164,1.8,1,0,1,0,1,1,0,0,,,,055,000,055,000,000,Partidas,a2a9ab91
456,Eugenio Mena,cl CHI,ZG,São Paulo,27,1988,20,19,1.699,18.9,0,1,1,0,0,0,8,1,,,,000,005,005,000,005,Partidas,45ef7845
457,Edílson Mendes,br BRA,ZG,Grêmio,29,1986,26,26,2.282,25.4,1,2,3,1,0,0,9,2,,,,004,008,012,004,012,Partidas,d3de7d58
458,Kaio Mendes,br BRA,LT,Grêmio,20,1995,10,6,495,5.5,0,1,1,0,0,0,1,0,,,,000,018,018,000,018,Partidas,0bd61cad
459,Ronaldo Mendes,br BRA,LT,Santos,23,1992,4,1,150,1.7,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,903e95f4
460,Thiago Mendes,br BRA,LT,São Paulo,23,1992,32,31,2.672,29.7,2,1,3,2,0,0,8,0,,,,007,003,010,007,010,Partidas,c6e5d20f
461,Felipe Menezes,br BRA,LT,Ponte Preta,28,1988,3,0,75,0.8,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,a70b77f1
462,Ramon Menezes Roma,br BRA,ZG,Vitória,20,1995,29,29,2.522,28.0,0,0,0,0,0,0,4,1,,,,000,000,000,000,000,Partidas,eab48ffb
463,William Menezes,br BRA,G,Coritiba,26,1989,1,0,32,0.4,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c1877107
464,Messias,br BRA,ZG,América (MG),21,1994,9,8,649,7.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,70bb3170
465,Michael,br BRA,AT,América (MG),22,1993,21,13,1.183,13.1,3,0,3,3,0,0,2,0,,,,023,000,023,023,023,Partidas,88a7ab1d
466,Fernando Miguel,br BRA,G,Vitória,30,1985,31,31,2.758,30.6,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,f1f06658
467,Mike,br BRA,ATLT,Internacional,22,1993,1,0,45,0.5,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,f50a3b89
468,Luiz Miller,br BRA,G,Santa Cruz,19,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,91d03777
469,Yerry Mina,co COL,ZG,Palmeiras,21,1994,13,13,984,10.9,4,1,5,4,0,0,4,0,,,,037,009,046,037,046,Partidas,6d5701f2
470,Alan Mineiro,br BRA,LTAT,América (MG),28,1987,11,6,560,6.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,65e3492f
471,Lucas Mineiro,br BRA,ZG,Chapecoense,19,1996,2,1,117,1.3,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,53f1c5de
472,Anselmo de Moraes,br BRA,LT,Internacional,26,1989,17,15,1.118,12.4,0,0,0,0,0,0,8,0,,,,000,000,000,000,000,Partidas,2bb57ba0
473,Bruno Moraes,br BRA,AT,Santa Cruz,27,1989,21,7,799,8.9,3,2,5,3,0,0,1,0,,,,034,023,056,034,056,Partidas,badc2adb
474,Danny Morais,br BRA,ZG,Santa Cruz,30,1985,34,34,3.041,33.8,0,0,0,0,0,0,5,0,,,,000,000,000,000,000,Partidas,7a91df03
475,Leonardo Morais,br BRA,ZG,Atl Paranaense,24,1991,30,30,2.537,28.2,1,2,3,1,0,0,12,1,,,,004,007,011,004,011,Partidas,3cc65884
476,Guilherme Morassi,br BRA,ZG,Figueirense,21,1995,2,1,94,1.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,374aac27
477,Jonathan Moreira,br BRA,ZG,Fluminense,29,1986,11,11,890,9.9,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,90a2a72b
478,Jean Mota,br BRA,LT,Santos,22,1993,23,10,1.077,12.0,2,5,7,2,0,0,3,0,,,,017,042,058,017,058,Partidas,1ee0513b
479,Antonio de Moura Carvalho,br BRA,LT,América (MG),29,1986,13,10,915,10.2,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,878c17aa
480,Léo Moura,br BRA,ZGLT,Santa Cruz,37,1978,33,32,2.756,30.6,3,3,6,3,0,0,4,0,,,,010,010,020,010,020,Partidas,548a2943
481,Neto Moura,br BRA,LT,Sport Recife,19,1996,12,7,607,6.7,0,2,2,0,0,0,3,0,,,,000,030,030,000,030,Partidas,28fd3b9e
482,Rafael Moura,br BRA,AT,Figueirense,32,1983,29,29,2.480,27.6,8,0,8,6,2,2,7,1,,,,029,000,029,022,022,Partidas,66a75186
483,Alex Muralha,br BRA,G,Flamengo,26,1989,33,33,2.970,33.0,0,0,0,0,0,0,3,0,,,,000,000,000,000,000,Partidas,38082f12
484,Ariel Nahuelpán,ar ARG,AT,Internacional,28,1987,11,2,379,4.2,1,1,2,1,0,0,4,0,,,,024,024,047,024,047,Partidas,3334db7c
485,Bruno Nazário,br BRA,LT,Cruzeiro,20,1995,3,0,19,0.2,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,dc1d79a5
486,Negueba,br BRA,LT,Grêmio,23,1992,11,8,641,7.1,1,1,2,1,0,0,2,0,,,,014,014,028,014,028,Partidas,d442f943
487,Negueba,br BRA,LTAT,Coritiba,23,1992,4,2,197,2.2,1,0,1,1,0,0,3,0,,,,046,000,046,046,046,Partidas,d442f943
488,Neílton,br BRA,LTAT,Botafogo (RJ),21,1994,35,29,2.537,28.2,8,2,10,8,0,1,3,0,,,,028,007,035,028,035,Partidas,689299a6
489,David Neres,br BRA,LT,São Paulo,18,1997,8,7,617,6.9,3,0,3,3,0,0,0,0,,,,044,000,044,044,044,Partidas,4f1e6a0b
490,Neris,br BRA,ZG,Santa Cruz,23,1992,21,21,1.890,21.0,0,0,0,0,0,0,8,0,,,,000,000,000,000,000,Partidas,f961d4c2
491,Neto,br BRA,ZG,Chapecoense,30,1985,8,7,675,7.5,0,0,0,0,0,0,2,0,,,,000,000,000,000,000,Partidas,29987668
492,Nickson,br BRA,LT,Vitória,18,1997,3,2,163,1.8,1,0,1,1,0,0,1,0,,,,055,000,055,055,055,Partidas,8df6e06c
493,Nicolas,br BRA,ZG,Atl Paranaense,18,1997,15,13,1.202,13.4,0,1,1,0,0,0,1,0,,,,000,007,007,000,007,Partidas,0739a5da
494,Nikão,br BRA,LT,Atl Paranaense,23,1992,19,13,1.274,14.2,1,2,3,1,0,0,2,0,,,,007,014,021,007,021,Partidas,a34bb194
495,Nilson,br BRA,AT,América (MG),24,1991,3,1,114,1.3,0,1,1,0,0,0,0,0,,,,000,079,079,000,079,Partidas,409accc2
496,Nílton,br BRA,LT,Internacional,28,1987,2,0,57,0.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,abc1901c
497,Nirley,br BRA,ZG,Figueirense,27,1988,3,3,270,3.0,1,0,1,1,0,0,1,0,,,,033,000,033,033,033,Partidas,d25097fe
498,Nixon,br BRA,ATLT,América (MG),23,1992,11,9,691,7.7,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,f79f5369
499,Ygor Nogueira,br BRA,ZG,Fluminense,20,1995,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,38466ef3
500,Fabián Noguera,ar ARG,ZG,Santos,22,1993,7,4,305,3.4,1,0,1,1,0,0,1,0,,,,030,000,030,030,030,Partidas,20352705
501,Matheus Nolasco,br BRA,AT,Santos,20,1995,4,0,79,0.9,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,940dc774
502,Norberto,br BRA,ZG,Vitória,25,1990,8,6,535,5.9,0,0,0,0,0,0,5,1,,,,000,000,000,000,000,Partidas,93e1aa98
503,Gervasio Núñez,ar ARG,LT,Botafogo (RJ),28,1988,20,3,476,5.3,1,0,1,1,0,0,1,0,,,,019,000,019,019,019,Partidas,db92b08c
504,Octávio,br BRA,LT,Botafogo (RJ),22,1993,1,0,30,0.3,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,c9bd8f20
505,Júnior Oliveira,br BRA,G,Figueirense,26,1990,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,fb906e4f
506,Yuri Oliveira Lima,br BRA,ZGLT,Santos,21,1994,22,5,621,6.9,1,0,1,1,0,0,3,0,,,,014,000,014,014,014,Partidas,bcf3d64e
507,Marcelo Oliveira,br BRA,ZG,Grêmio,28,1987,26,26,2.286,25.4,1,0,1,1,0,0,6,0,,,,004,000,004,004,004,Partidas,ef8538e8
508,Ricardo Oliveira,br BRA,AT,Santos,35,1980,20,20,1.731,19.2,11,3,14,8,3,3,5,0,,,,057,016,073,042,057,Partidas,420c1246
509,Wallace Oliveira,br BRA,ZG,Grêmio,21,1994,9,9,765,8.5,0,0,0,0,0,0,1,0,,,,000,000,000,000,000,Partidas,adbd7009
510,Jorge Ortega,py PAR,AT,Coritiba,24,1991,6,1,149,1.7,1,0,1,1,0,0,0,0,,,,060,000,060,060,060,Partidas,4509e5aa
511,Michael Ortega,co COL,LT,Figueirense,24,1991,7,0,142,1.6,0,0,0,0,0,0,0,0,,,,000,000,000,000,000,Partidas,e5d46564
